Position [m]	Sabre [mm/m]	Band width [mm]
105.45	0.30	12.02
105.47	0.30	12.01
105.50	0.31	12.02
105.52	0.31	12.02
105.55	0.30	12.02
105.57	0.29	12.02
105.60	0.30	12.02
105.62	0.31	12.02
105.64	0.31	12.02
105.67	0.30	12.01
105.69	0.29	12.02
105.72	0.29	12.02
105.74	0.31	12.02
105.77	0.31	12.02
105.79	0.30	12.02
105.81	0.30	12.01
105.84	0.31	12.01
105.86	0.31	12.02
105.89	0.31	12.02
105.91	0.30	12.02
105.94	0.30	12.01
105.96	0.30	12.02
105.98	0.31	12.02
106.01	0.31	12.02
106.03	0.31	12.02
106.06	0.30	12.02
106.08	0.30	12.01
106.11	0.31	12.02
106.13	0.32	12.01
106.15	0.31	12.02
106.18	0.29	12.02
106.20	0.31	12.02
106.23	0.31	12.02
106.25	0.32	12.01
106.28	0.31	12.01
106.30	0.31	12.02
106.32	0.31	12.01
106.35	0.32	12.01
106.37	0.33	12.01
106.40	0.32	12.01
106.42	0.30	12.01
106.45	0.31	12.02
106.47	0.34	12.01
106.49	0.34	12.01
106.52	0.32	12.01
106.54	0.31	12.02
106.57	0.32	12.01
106.59	0.34	12.01
106.62	0.34	12.01
106.64	0.33	12.01
106.66	0.32	12.01
106.69	0.33	12.01
106.71	0.34	12.01
106.74	0.34	12.01
106.76	0.34	12.01
106.79	0.32	12.01
106.81	0.32	12.02
106.83	0.34	12.01
106.86	0.35	12.02
106.88	0.34	12.01
106.91	0.33	12.01
106.93	0.33	12.01
106.96	0.34	12.01
106.98	0.34	12.01
107.00	0.34	12.01
107.03	0.33	12.02
107.05	0.33	12.01
107.08	0.34	12.01
107.10	0.34	12.01
107.13	0.34	12.01
107.15	0.34	12.01
107.17	0.32	12.02
107.20	0.33	12.01
107.22	0.34	12.02
107.25	0.34	12.01
107.27	0.33	12.02
107.30	0.32	12.02
107.32	0.33	12.01
107.34	0.34	12.02
107.37	0.34	12.01
107.39	0.33	12.01
107.42	0.33	12.01
107.44	0.32	12.01
107.47	0.32	12.01
107.49	0.33	12.01
107.51	0.33	12.01
107.54	0.33	12.01
107.56	0.32	12.02
107.59	0.32	12.02
107.61	0.33	12.02
107.64	0.33	12.01
107.66	0.32	12.01
107.68	0.32	12.02
107.71	0.32	12.01
107.73	0.32	12.02
107.76	0.33	12.02
107.78	0.33	12.01
107.81	0.32	12.01
107.83	0.31	12.02
107.86	0.32	12.01
107.88	0.32	12.02
107.90	0.32	12.02
107.93	0.31	12.02
107.95	0.31	12.01
107.98	0.32	12.01
108.00	0.32	12.01
108.03	0.32	12.01
108.05	0.31	12.02
108.07	0.31	12.02
108.10	0.32	12.01
108.12	0.32	12.02
108.15	0.32	12.01
108.17	0.31	12.02
108.20	0.31	12.02
108.22	0.31	12.02
108.24	0.32	12.02
108.27	0.32	12.01
108.29	0.32	12.02
108.32	0.31	12.01
108.34	0.31	12.02
108.37	0.32	12.01
108.39	0.32	12.01
108.41	0.32	12.01
108.44	0.32	12.02
108.46	0.32	12.01
108.49	0.32	12.02
108.51	0.32	12.02
108.54	0.32	12.02
108.56	0.32	12.01
108.58	0.32	12.02
108.61	0.32	12.01
108.63	0.32	12.01
108.66	0.33	12.01
108.68	0.32	12.01
108.71	0.32	12.01
108.73	0.32	12.02
108.75	0.32	12.02
108.78	0.33	12.01
108.80	0.32	12.01
108.83	0.32	12.01
108.85	0.32	12.02
108.88	0.33	12.01
108.90	0.33	12.01
108.92	0.33	12.01
108.95	0.32	12.01
108.97	0.31	12.02
109.00	0.32	12.02
109.02	0.33	12.01
109.05	0.33	12.01
109.07	0.32	12.02
109.09	0.32	12.02
109.12	0.32	12.01
109.14	0.32	12.01
109.17	0.32	12.01
109.19	0.32	12.01
109.22	0.33	12.01
109.24	0.33	12.01
109.26	0.32	12.01
109.29	0.32	12.02
109.31	0.32	12.01
109.34	0.32	12.02
109.36	0.32	12.01
109.39	0.32	12.01
109.41	0.32	12.01
109.43	0.31	12.02
109.46	0.31	12.02
109.48	0.32	12.02
109.51	0.32	12.02
109.53	0.32	12.02
109.56	0.31	12.02
109.58	0.32	12.01
109.60	0.32	12.02
109.63	0.32	12.01
109.65	0.31	12.01
109.68	0.32	12.01
109.70	0.31	12.02
109.73	0.31	12.02
109.75	0.31	12.02
109.77	0.31	12.01
109.80	0.31	12.02
109.82	0.31	12.02
109.85	0.30	12.02
109.87	0.31	12.02
109.90	0.31	12.02
109.92	0.30	12.02
109.94	0.30	12.02
109.97	0.30	12.02
109.99	0.30	12.01
110.02	0.30	12.01
110.04	0.30	12.01
110.07	0.30	12.02
110.09	0.30	12.01
110.11	0.30	12.02
110.14	0.31	12.02
110.16	0.31	12.02
110.19	0.30	12.02
110.21	0.30	12.02
110.24	0.31	12.02
110.26	0.31	12.02
110.28	0.30	12.02
110.31	0.29	12.02
110.33	0.30	12.02
110.36	0.31	12.02
110.38	0.31	12.01
110.41	0.31	12.02
110.43	0.31	12.02
110.45	0.30	12.02
110.48	0.30	12.02
110.50	0.29	12.02
110.53	0.30	12.02
110.55	0.30	12.02
110.58	0.29	12.02
110.60	0.30	12.02
110.62	0.30	12.02
110.65	0.29	12.02
110.67	0.29	12.02
110.70	0.29	12.02
110.72	0.29	12.02
110.75	0.30	12.02
110.77	0.31	12.02
110.79	0.31	12.02
110.82	0.30	12.01
110.84	0.29	12.02
110.87	0.29	12.01
110.89	0.30	12.02
110.92	0.30	12.01
110.94	0.29	12.02
110.96	0.29	12.02
110.99	0.30	12.01
111.01	0.31	12.02
111.04	0.30	12.02
111.06	0.29	12.02
111.09	0.29	12.02
111.11	0.29	12.02
111.13	0.30	12.02
111.16	0.30	12.01
111.18	0.29	12.02
111.21	0.28	12.01
111.23	0.29	12.02
111.26	0.30	12.02
111.28	0.30	12.02
111.30	0.29	12.02
111.33	0.28	12.01
111.35	0.29	12.02
111.38	0.30	12.02
111.40	0.29	12.02
111.43	0.29	12.02
111.45	0.29	12.02
111.47	0.29	12.02
111.50	0.31	12.02
111.52	0.30	12.02
111.55	0.29	12.02
111.57	0.29	12.02
111.60	0.29	12.02
111.62	0.30	12.02
111.64	0.30	12.02
111.67	0.29	12.02
111.69	0.28	12.01
111.72	0.29	12.01
111.74	0.30	12.02
111.77	0.30	12.02
111.79	0.29	12.02
111.81	0.28	12.01
111.84	0.29	12.02
111.86	0.30	12.01
111.89	0.31	12.02
111.91	0.29	12.02
111.94	0.29	12.02
111.96	0.30	12.02
111.98	0.30	12.02
112.01	0.30	12.01
112.03	0.30	12.01
112.06	0.29	12.02
112.08	0.30	12.02
112.11	0.31	12.02
112.13	0.32	12.02
112.15	0.30	12.01
112.18	0.29	12.02
112.20	0.30	12.01
112.23	0.31	12.02
112.25	0.32	12.02
112.28	0.31	12.02
112.30	0.29	12.02
112.32	0.29	12.02
112.35	0.30	12.01
112.37	0.31	12.02
112.40	0.30	12.01
112.42	0.29	12.02
112.45	0.29	12.02
112.47	0.30	12.01
112.49	0.31	12.02
112.52	0.31	12.02
112.54	0.29	12.01
112.57	0.28	12.01
112.59	0.30	12.01
112.62	0.31	12.02
112.64	0.31	12.02
112.66	0.29	12.02
112.69	0.29	12.02
112.71	0.30	12.02
112.74	0.31	12.02
112.76	0.30	12.01
112.79	0.29	12.02
112.81	0.29	12.02
112.83	0.30	12.02
112.86	0.30	12.01
112.88	0.31	12.02
112.91	0.29	12.02
112.93	0.28	12.01
112.96	0.29	12.02
112.98	0.30	12.01
113.00	0.30	12.02
113.03	0.29	12.02
113.05	0.29	12.02
113.08	0.29	12.02
113.10	0.31	12.02
113.13	0.29	12.02
113.15	0.29	12.02
113.17	0.29	12.02
113.20	0.29	12.02
113.22	0.30	12.01
113.25	0.29	12.02
113.27	0.29	12.02
113.30	0.29	12.02
113.32	0.29	12.01
113.34	0.31	12.01
113.37	0.31	12.02
113.39	0.30	12.02
113.42	0.29	12.02
113.44	0.29	12.02
113.47	0.30	12.01
113.49	0.30	12.01
113.51	0.29	12.02
113.54	0.29	12.02
113.56	0.29	12.02
113.59	0.30	12.01
113.61	0.31	12.02
113.64	0.30	12.01
113.66	0.29	12.02
113.69	0.29	12.02
113.71	0.31	12.02
113.73	0.31	12.01
113.76	0.30	12.01
113.78	0.29	12.02
113.81	0.30	12.02
113.83	0.31	12.02
113.86	0.31	12.02
113.88	0.31	12.01
113.90	0.31	12.02
113.93	0.31	12.01
113.95	0.31	12.02
113.98	0.32	12.01
114.00	0.31	12.02
114.03	0.31	12.02
114.05	0.31	12.01
114.07	0.31	12.01
114.10	0.32	12.02
114.12	0.32	12.01
114.15	0.32	12.01
114.17	0.32	12.01
114.20	0.32	12.01
114.22	0.32	12.01
114.24	0.32	12.01
114.27	0.31	12.01
114.29	0.31	12.02
114.32	0.32	12.02
114.34	0.33	12.02
114.37	0.33	12.01
114.39	0.33	12.01
114.41	0.32	12.02
114.44	0.32	12.01
114.46	0.33	12.01
114.49	0.33	12.02
114.51	0.33	12.02
114.54	0.32	12.01
114.56	0.34	12.01
114.58	0.34	12.01
114.61	0.32	12.02
114.63	0.32	12.01
114.66	0.32	12.02
114.68	0.34	12.01
114.71	0.34	12.01
114.73	0.32	12.01
114.75	0.32	12.02
114.78	0.32	12.01
114.80	0.33	12.01
114.83	0.32	12.02
114.85	0.32	12.02
114.88	0.32	12.02
114.90	0.33	12.02
114.92	0.33	12.01
114.95	0.32	12.01
114.97	0.32	12.02
115.00	0.32	12.01
115.02	0.32	12.01
115.05	0.32	12.01
115.07	0.32	12.01
115.09	0.33	12.01
115.12	0.32	12.02
115.14	0.32	12.02
115.17	0.31	12.01
115.19	0.32	12.01
115.22	0.32	12.02
115.24	0.32	12.02
115.26	0.32	12.02
115.29	0.30	12.02
115.31	0.31	12.02
115.34	0.32	12.01
115.36	0.31	12.02
115.39	0.31	12.02
115.41	0.30	12.02
115.43	0.31	12.01
115.46	0.31	12.02
115.48	0.31	12.02
115.51	0.30	12.02
115.53	0.30	12.02
115.56	0.31	12.02
115.58	0.31	12.02
115.60	0.30	12.02
115.63	0.30	12.02
115.65	0.30	12.01
115.68	0.31	12.02
115.70	0.31	12.02
115.73	0.31	12.02
115.75	0.29	12.02
115.77	0.29	12.02
115.80	0.30	12.02
115.82	0.30	12.02
115.85	0.31	12.02
115.87	0.29	12.02
115.90	0.29	12.02
115.92	0.29	12.02
115.94	0.29	12.02
115.97	0.30	12.02
115.99	0.30	12.02
116.02	0.29	12.02
116.04	0.29	12.02
116.07	0.30	12.02
116.09	0.31	12.02
116.11	0.29	12.02
116.14	0.28	12.02
116.16	0.29	12.02
116.19	0.30	12.02
116.21	0.30	12.02
116.24	0.29	12.02
116.26	0.29	12.02
116.28	0.29	12.02
116.31	0.29	12.02
116.33	0.30	12.01
116.36	0.30	12.01
116.38	0.30	12.01
116.41	0.29	12.02
116.43	0.30	12.02
116.45	0.30	12.02
116.48	0.29	12.02
116.50	0.29	12.02
116.53	0.29	12.02
116.55	0.29	12.02
116.58	0.30	12.01
116.60	0.30	12.01
116.62	0.29	12.02
116.65	0.29	12.02
116.67	0.29	12.02
116.70	0.29	12.02
116.72	0.29	12.02
116.75	0.29	12.02
116.77	0.30	12.02
116.79	0.30	12.02
116.82	0.30	12.02
116.84	0.32	12.01
116.87	0.31	12.02
116.89	0.30	12.02
116.92	0.31	12.02
116.94	0.31	12.02
116.96	0.31	12.01
116.99	0.30	12.02
117.01	0.30	12.02
117.04	0.30	12.02
117.06	0.30	12.01
117.09	0.30	12.01
117.11	0.30	12.01
117.13	0.30	12.02
117.16	0.30	12.01
117.18	0.31	12.01
117.21	0.30	12.02
117.23	0.31	12.01
117.26	0.30	12.01
117.28	0.31	12.02
117.30	0.31	12.02
117.33	0.31	12.02
117.35	0.31	12.02
117.38	0.31	12.02
117.40	0.31	12.02
117.43	0.32	12.01
117.45	0.30	12.01
117.47	0.30	12.01
117.50	0.32	12.01
117.52	0.32	12.01
117.55	0.32	12.01
117.57	0.31	12.02
117.60	0.32	12.01
117.62	0.32	12.01
117.64	0.32	12.01
117.67	0.31	12.01
117.69	0.31	12.02
117.72	0.32	12.02
117.74	0.31	12.02
117.77	0.32	12.02
117.79	0.31	12.02
117.81	0.31	12.01
117.84	0.32	12.01
117.86	0.32	12.02
117.89	0.33	12.01
117.91	0.31	12.02
117.94	0.31	12.02
117.96	0.32	12.02
117.98	0.33	12.01
118.01	0.34	12.01
118.03	0.32	12.01
118.06	0.32	12.01
118.08	0.33	12.01
118.11	0.33	12.01
118.13	0.33	12.01
118.15	0.32	12.02
118.18	0.32	12.01
118.20	0.32	12.01
118.23	0.32	12.01
118.25	0.33	12.01
118.28	0.33	12.01
118.30	0.32	12.01
118.32	0.32	12.01
118.35	0.32	12.02
118.37	0.33	12.01
118.40	0.34	12.01
118.42	0.32	12.02
118.45	0.33	12.01
118.47	0.34	12.01
118.49	0.33	12.02
118.52	0.34	12.01
118.54	0.33	12.01
118.57	0.33	12.01
118.59	0.33	12.02
118.62	0.34	12.01
118.64	0.34	12.01
118.66	0.33	12.01
118.69	0.32	12.02
118.71	0.33	12.02
118.74	0.34	12.01
118.76	0.33	12.01
118.79	0.32	12.01
118.81	0.32	12.01
118.83	0.33	12.01
118.86	0.33	12.02
118.88	0.33	12.01
118.91	0.32	12.02
118.93	0.32	12.02
118.96	0.32	12.01
118.98	0.33	12.02
119.00	0.33	12.01
119.03	0.32	12.02
119.05	0.32	12.01
119.08	0.32	12.02
119.10	0.33	12.01
119.13	0.32	12.01
119.15	0.32	12.02
119.17	0.31	12.02
119.20	0.32	12.01
119.22	0.32	12.01
119.25	0.32	12.01
119.27	0.32	12.01
119.30	0.32	12.01
119.32	0.31	12.02
119.34	0.31	12.01
119.37	0.32	12.02
119.39	0.32	12.02
119.42	0.31	12.02
119.44	0.31	12.02
119.47	0.31	12.02
119.49	0.32	12.01
119.52	0.31	12.02
119.54	0.30	12.02
119.56	0.30	12.02
119.59	0.30	12.02
119.61	0.30	12.02
119.64	0.30	12.02
119.66	0.29	12.02
119.69	0.30	12.02
119.71	0.29	12.02
119.73	0.29	12.02
119.76	0.29	12.01
119.78	0.29	12.02
119.81	0.29	12.02
119.83	0.29	12.01
119.86	0.29	12.02
119.88	0.29	12.02
119.90	0.28	12.01
119.93	0.29	12.02
119.95	0.29	12.02
119.98	0.29	12.02
120.00	0.27	12.01
120.03	0.27	12.01
120.05	0.28	12.01
120.07	0.27	12.01
120.10	0.28	12.01
120.12	0.27	12.01
120.15	0.28	12.01
120.17	0.28	12.01
120.20	0.27	12.01
120.22	0.27	12.02
120.24	0.26	12.01
120.27	0.27	12.01
120.29	0.26	12.01
120.32	0.26	12.01
120.34	0.26	12.01
120.37	0.25	12.01
120.39	0.27	12.01
120.41	0.26	12.01
120.44	0.27	12.01
120.46	0.25	12.01
120.49	0.26	12.01
120.51	0.27	12.01
120.54	0.27	12.01
120.56	0.27	12.01
120.58	0.25	12.01
120.61	0.26	12.02
120.63	0.26	12.02
120.66	0.25	12.01
120.68	0.26	12.01
120.71	0.25	12.01
120.73	0.26	12.01
120.75	0.25	12.01
120.78	0.26	12.01
120.80	0.27	12.01
120.83	0.25	12.01
120.85	0.25	12.02
120.88	0.25	12.01
120.90	0.25	12.01
120.92	0.26	12.01
120.95	0.25	12.01
120.97	0.25	12.02
121.00	0.25	12.01
121.02	0.26	12.01
121.05	0.25	12.01
121.07	0.26	12.01
121.09	0.26	12.01
121.12	0.26	12.01
121.14	0.27	12.01
121.17	0.26	12.01
121.19	0.27	12.01
121.22	0.27	12.01
121.24	0.27	12.01
121.26	0.28	12.01
121.29	0.27	12.01
121.31	0.27	12.01
121.34	0.27	12.01
121.36	0.27	12.01
121.39	0.27	12.01
121.41	0.27	12.01
121.43	0.27	12.01
121.46	0.27	12.01
121.48	0.28	12.01
121.51	0.27	12.01
121.53	0.27	12.01
121.56	0.28	12.01
121.58	0.27	12.01
121.60	0.28	12.01
121.63	0.28	12.01
121.65	0.30	12.01
121.68	0.29	12.01
121.70	0.28	12.01
121.73	0.29	12.02
121.75	0.29	12.02
121.77	0.29	12.02
121.80	0.28	12.01
121.82	0.28	12.01
121.85	0.29	12.02
121.87	0.29	12.02
121.90	0.30	12.01
121.92	0.29	12.02
121.94	0.28	12.01
121.97	0.29	12.02
121.99	0.30	12.01
122.02	0.30	12.01
122.04	0.29	12.02
122.07	0.29	12.02
122.09	0.29	12.01
122.11	0.30	12.02
122.14	0.31	12.01
122.16	0.29	12.02
122.19	0.29	12.02
122.21	0.30	12.01
122.24	0.31	12.01
122.26	0.31	12.01
122.28	0.29	12.02
122.31	0.30	12.01
122.33	0.29	12.02
122.36	0.30	12.01
122.38	0.30	12.01
122.41	0.31	12.02
122.43	0.31	12.01
122.45	0.30	12.01
122.48	0.30	12.01
122.50	0.30	12.02
122.53	0.31	12.02
122.55	0.30	12.01
122.58	0.30	12.01
122.60	0.31	12.02
122.62	0.30	12.01
122.65	0.31	12.02
122.67	0.31	12.02
122.70	0.31	12.02
122.72	0.31	12.02
122.75	0.30	12.02
122.77	0.31	12.01
122.79	0.31	12.01
122.82	0.31	12.01
122.84	0.30	12.01
122.87	0.31	12.02
122.89	0.31	12.01
122.92	0.30	12.01
122.94	0.31	12.02
122.96	0.31	12.02
122.99	0.32	12.01
123.01	0.32	12.02
123.04	0.31	12.01
123.06	0.32	12.01
123.09	0.31	12.02
123.11	0.32	12.02
123.13	0.32	12.01
123.16	0.32	12.01
123.18	0.32	12.01
123.21	0.32	12.02
123.23	0.32	12.01
123.26	0.31	12.02
123.28	0.32	12.02
123.30	0.32	12.01
123.33	0.32	12.02
123.35	0.32	12.02
123.38	0.31	12.02
123.40	0.32	12.01
123.43	0.32	12.01
123.45	0.32	12.01
123.47	0.31	12.02
123.50	0.31	12.02
123.52	0.32	12.01
123.55	0.33	12.01
123.57	0.33	12.01
123.60	0.31	12.02
123.62	0.31	12.02
123.64	0.32	12.01
123.67	0.32	12.02
123.69	0.33	12.01
123.72	0.32	12.01
123.74	0.32	12.01
123.77	0.32	12.01
123.79	0.31	12.01
123.81	0.32	12.01
123.84	0.32	12.01
123.86	0.32	12.02
123.89	0.32	12.02
123.91	0.32	12.01
123.94	0.32	12.02
123.96	0.32	12.02
123.98	0.34	12.01
124.01	0.32	12.01
124.03	0.31	12.01
124.06	0.32	12.01
124.08	0.33	12.01
124.11	0.34	12.01
124.13	0.32	12.01
124.15	0.31	12.02
124.18	0.32	12.01
124.20	0.32	12.01
124.23	0.32	12.01
124.25	0.31	12.02
124.28	0.32	12.01
124.30	0.31	12.02
124.32	0.32	12.01
124.35	0.32	12.01
124.37	0.31	12.02
124.40	0.31	12.02
124.42	0.30	12.02
124.45	0.31	12.01
124.47	0.31	12.02
124.49	0.31	12.02
124.52	0.31	12.02
124.54	0.31	12.01
124.57	0.32	12.01
124.59	0.32	12.02
124.62	0.32	12.01
124.64	0.31	12.02
124.66	0.32	12.01
124.69	0.32	12.01
124.71	0.31	12.02
124.74	0.32	12.01
124.76	0.31	12.01
124.79	0.31	12.02
124.81	0.32	12.02
124.83	0.32	12.02
124.86	0.32	12.01
124.88	0.31	12.01
124.91	0.31	12.01
124.93	0.32	12.02
124.96	0.32	12.01
124.98	0.32	12.02
125.00	0.31	12.01
125.03	0.31	12.01
125.05	0.33	12.01
125.08	0.35	12.01
125.10	0.34	12.01
125.13	0.32	12.01
125.15	0.32	12.01
125.17	0.33	12.02
125.20	0.35	12.01
125.22	0.34	12.01
125.25	0.33	12.01
125.27	0.33	12.02
125.30	0.34	12.01
125.32	0.35	12.01
125.35	0.34	12.01
125.37	0.33	12.01
125.39	0.33	12.01
125.42	0.34	12.01
125.44	0.35	12.01
125.47	0.34	12.01
125.49	0.33	12.01
125.52	0.34	12.01
125.54	0.34	12.01
125.56	0.34	12.01
125.59	0.34	12.02
125.61	0.34	12.01
125.64	0.35	12.01
125.66	0.35	12.01
125.69	0.35	12.01
125.71	0.34	12.01
125.73	0.35	12.01
125.76	0.35	12.01
125.78	0.35	12.02
125.81	0.35	12.02
125.83	0.34	12.01
125.86	0.35	12.01
125.88	0.35	12.01
125.90	0.35	12.01
125.93	0.34	12.01
125.95	0.34	12.01
125.98	0.35	12.01
126.00	0.35	12.02
126.03	0.35	12.02
126.05	0.34	12.01
126.07	0.35	12.01
126.10	0.35	12.02
126.12	0.35	12.01
126.15	0.36	12.01
126.17	0.35	12.01
126.20	0.36	12.01
126.22	0.35	12.01
126.24	0.35	12.01
126.27	0.36	12.01
126.29	0.34	12.01
126.32	0.35	12.01
126.34	0.35	12.01
126.37	0.35	12.02
126.39	0.35	12.02
126.41	0.35	12.01
126.44	0.34	12.01
126.46	0.34	12.01
126.49	0.35	12.01
126.51	0.34	12.01
126.54	0.34	12.01
126.56	0.34	12.01
126.58	0.34	12.01
126.61	0.35	12.01
126.63	0.34	12.01
126.66	0.34	12.01
126.68	0.33	12.01
126.71	0.34	12.01
126.73	0.35	12.02
126.75	0.35	12.02
126.78	0.35	12.02
126.80	0.34	12.02
126.83	0.35	12.01
126.85	0.36	12.02
126.88	0.35	12.02
126.90	0.35	12.02
126.92	0.35	12.02
126.95	0.36	12.02
126.97	0.36	12.02
127.00	0.36	12.01
127.02	0.36	12.01
127.05	0.35	12.01
127.07	0.35	12.02
127.09	0.36	12.02
127.12	0.37	12.02
127.14	0.37	12.02
127.17	0.36	12.02
127.19	0.37	12.02
127.22	0.36	12.02
127.24	0.36	12.02
127.26	0.36	12.02
127.29	0.37	12.02
127.31	0.37	12.01
127.34	0.37	12.01
127.36	0.36	12.02
127.39	0.35	12.02
127.41	0.36	12.02
127.43	0.37	12.02
127.46	0.36	12.01
127.48	0.35	12.02
127.51	0.35	12.01
127.53	0.36	12.02
127.56	0.36	12.02
127.58	0.35	12.02
127.60	0.36	12.02
127.63	0.35	12.01
127.65	0.36	12.02
127.68	0.37	12.01
127.70	0.36	12.01
127.73	0.35	12.02
127.75	0.35	12.01
127.77	0.36	12.01
127.80	0.35	12.02
127.82	0.35	12.02
127.85	0.35	12.02
127.87	0.36	12.01
127.90	0.36	12.02
127.92	0.35	12.02
127.94	0.36	12.02
127.97	0.35	12.02
127.99	0.35	12.02
128.02	0.35	12.02
128.04	0.35	12.02
128.07	0.37	12.01
128.09	0.35	12.02
128.11	0.35	12.01
128.14	0.35	12.01
128.16	0.35	12.01
128.19	0.35	12.02
128.21	0.34	12.01
128.24	0.34	12.01
128.26	0.34	12.01
128.28	0.35	12.01
128.31	0.35	12.01
128.33	0.34	12.01
128.36	0.33	12.01
128.38	0.32	12.01
128.41	0.35	12.01
128.43	0.35	12.01
128.45	0.34	12.01
128.48	0.34	12.01
128.50	0.32	12.01
128.53	0.34	12.01
128.55	0.34	12.01
128.58	0.34	12.01
128.60	0.33	12.01
128.62	0.34	12.01
128.65	0.35	12.01
128.67	0.34	12.01
128.70	0.35	12.01
128.72	0.34	12.01
128.75	0.34	12.02
128.77	0.34	12.01
128.79	0.34	12.01
128.82	0.35	12.01
128.84	0.34	12.01
128.87	0.35	12.01
128.89	0.34	12.01
128.92	0.34	12.01
128.94	0.34	12.01
128.96	0.34	12.01
128.99	0.35	12.01
129.01	0.35	12.02
129.04	0.34	12.02
129.06	0.34	12.01
129.09	0.34	12.01
129.11	0.35	12.02
129.13	0.34	12.01
129.16	0.35	12.01
129.18	0.35	12.01
129.21	0.35	12.01
129.23	0.35	12.01
129.26	0.34	12.01
129.28	0.34	12.02
129.30	0.34	12.01
129.33	0.34	12.01
129.35	0.34	12.01
129.38	0.34	12.01
129.40	0.34	12.01
129.43	0.34	12.01
129.45	0.34	12.02
129.47	0.34	12.01
129.50	0.34	12.01
129.52	0.34	12.01
129.55	0.34	12.01
129.57	0.34	12.01
129.60	0.34	12.01
129.62	0.34	12.01
129.64	0.34	12.01
129.67	0.33	12.01
129.69	0.34	12.01
129.72	0.33	12.01
129.74	0.34	12.01
129.77	0.34	12.01
129.79	0.33	12.02
129.81	0.33	12.02
129.84	0.34	12.01
129.86	0.34	12.02
129.89	0.32	12.01
129.91	0.32	12.01
129.94	0.33	12.01
129.96	0.34	12.01
129.98	0.33	12.01
130.01	0.32	12.01
130.03	0.32	12.01
130.06	0.32	12.01
130.08	0.32	12.01
130.11	0.32	12.02
130.13	0.32	12.01
130.15	0.32	12.02
130.18	0.32	12.02
130.20	0.32	12.02
130.23	0.32	12.02
130.25	0.31	12.02
130.28	0.32	12.02
130.30	0.32	12.02
130.32	0.33	12.02
130.35	0.32	12.02
130.37	0.32	12.02
130.40	0.32	12.02
130.42	0.32	12.02
130.45	0.33	12.01
130.47	0.32	12.01
130.49	0.32	12.01
130.52	0.32	12.02
130.54	0.32	12.02
130.57	0.32	12.02
130.59	0.32	12.02
130.62	0.32	12.02
130.64	0.32	12.01
130.66	0.32	12.01
130.69	0.32	12.01
130.71	0.32	12.01
130.74	0.32	12.01
130.76	0.31	12.01
130.79	0.31	12.02
130.81	0.31	12.02
130.83	0.30	12.01
130.86	0.32	12.01
130.88	0.32	12.02
130.91	0.31	12.02
130.93	0.31	12.01
130.96	0.30	12.01
130.98	0.32	12.02
131.00	0.31	12.02
131.03	0.32	12.02
131.05	0.32	12.01
131.08	0.32	12.01
131.10	0.32	12.01
131.13	0.31	12.01
131.15	0.31	12.01
131.18	0.31	12.02
131.20	0.32	12.02
131.22	0.31	12.02
131.25	0.31	12.02
131.27	0.31	12.01
131.30	0.31	12.01
131.32	0.32	12.01
131.35	0.31	12.01
131.37	0.31	12.02
131.39	0.31	12.01
131.42	0.31	12.02
131.44	0.31	12.01
131.47	0.30	12.01
131.49	0.30	12.01
131.52	0.30	12.01
131.54	0.31	12.01
131.56	0.31	12.02
131.59	0.30	12.02
131.61	0.31	12.01
131.64	0.31	12.02
131.66	0.31	12.01
131.69	0.31	12.01
131.71	0.30	12.02
131.73	0.31	12.01
131.76	0.30	12.02
131.78	0.31	12.02
131.81	0.30	12.01
131.83	0.31	12.01
131.86	0.31	12.01
131.88	0.30	12.01
131.90	0.30	12.01
131.93	0.30	12.01
131.95	0.30	12.02
131.98	0.30	12.02
132.00	0.30	12.02
132.03	0.30	12.02
132.05	0.29	12.02
132.07	0.30	12.01
132.10	0.31	12.02
132.12	0.31	12.02
132.15	0.30	12.01
132.17	0.31	12.02
132.20	0.31	12.02
132.22	0.32	12.01
132.24	0.32	12.01
132.27	0.30	12.02
132.29	0.30	12.01
132.32	0.32	12.01
132.34	0.31	12.02
132.37	0.31	12.02
132.39	0.30	12.01
132.41	0.31	12.02
132.44	0.32	12.01
132.46	0.30	12.01
132.49	0.31	12.02
132.51	0.31	12.02
132.54	0.30	12.02
132.56	0.31	12.02
132.58	0.32	12.01
132.61	0.32	12.02
132.63	0.31	12.02
132.66	0.30	12.02
132.68	0.31	12.02
132.71	0.32	12.01
132.73	0.32	12.01
132.75	0.32	12.01
132.78	0.31	12.02
132.80	0.32	12.02
132.83	0.33	12.01
132.85	0.32	12.01
132.88	0.31	12.01
132.90	0.31	12.02
132.92	0.31	12.02
132.95	0.33	12.01
132.97	0.33	12.01
133.00	0.31	12.01
133.02	0.31	12.02
133.05	0.31	12.02
133.07	0.33	12.01
133.09	0.33	12.01
133.12	0.32	12.02
133.14	0.32	12.01
133.17	0.32	12.01
133.19	0.34	12.01
133.22	0.33	12.01
133.24	0.32	12.02
133.26	0.31	12.01
133.29	0.32	12.01
133.31	0.33	12.01
133.34	0.34	12.01
133.36	0.34	12.01
133.39	0.31	12.02
133.41	0.32	12.02
133.43	0.33	12.02
133.46	0.33	12.02
133.48	0.33	12.01
133.51	0.32	12.02
133.53	0.33	12.02
133.56	0.34	12.01
133.58	0.33	12.01
133.60	0.32	12.02
133.63	0.32	12.01
133.65	0.32	12.02
133.68	0.32	12.01
133.70	0.34	12.01
