Position [m]	Sabre [mm/m]	Band width [mm]
429.19	0.40	12.01
429.21	0.40	12.01
429.23	0.40	12.01
429.26	0.41	12.01
429.28	0.41	12.02
429.31	0.42	12.02
429.33	0.40	12.01
429.36	0.40	12.01
429.38	0.40	12.01
429.40	0.42	12.02
429.43	0.42	12.02
429.45	0.42	12.02
429.48	0.42	12.02
429.50	0.41	12.02
429.53	0.42	12.02
429.55	0.42	12.02
429.57	0.42	12.02
429.60	0.42	12.02
429.62	0.41	12.02
429.65	0.42	12.01
429.67	0.42	12.01
429.70	0.42	12.02
429.72	0.42	12.02
429.74	0.41	12.02
429.77	0.43	12.02
429.79	0.43	12.01
429.82	0.42	12.02
429.84	0.43	12.01
429.87	0.42	12.02
429.89	0.43	12.01
429.91	0.42	12.02
429.94	0.42	12.01
429.96	0.42	12.02
429.99	0.43	12.02
430.01	0.43	12.02
430.04	0.42	12.02
430.06	0.42	12.02
430.08	0.42	12.02
430.11	0.42	12.02
430.13	0.42	12.02
430.16	0.43	12.01
430.18	0.43	12.01
430.21	0.43	12.01
430.23	0.44	12.02
430.25	0.43	12.01
430.28	0.42	12.02
430.30	0.42	12.02
430.33	0.42	12.02
430.35	0.44	12.02
430.38	0.44	12.02
430.40	0.42	12.02
430.42	0.42	12.02
430.45	0.42	12.02
430.47	0.42	12.02
430.50	0.41	12.02
430.52	0.41	12.01
430.55	0.42	12.02
430.57	0.43	12.01
430.59	0.43	12.02
430.62	0.42	12.02
430.64	0.42	12.02
430.67	0.40	12.01
430.69	0.41	12.01
430.72	0.42	12.01
430.74	0.42	12.02
430.76	0.42	12.02
430.79	0.40	12.01
430.81	0.40	12.01
430.84	0.40	12.01
430.86	0.40	12.01
430.89	0.40	12.01
430.91	0.40	12.01
430.93	0.40	12.01
430.96	0.40	12.01
430.98	0.42	12.02
431.01	0.41	12.01
431.03	0.40	12.01
431.06	0.39	12.02
431.08	0.40	12.01
431.10	0.41	12.02
431.13	0.41	12.02
431.15	0.40	12.01
431.18	0.40	12.01
431.20	0.40	12.01
431.23	0.41	12.02
431.25	0.40	12.01
431.27	0.39	12.01
431.30	0.40	12.01
431.32	0.41	12.02
431.35	0.42	12.02
431.37	0.41	12.01
431.40	0.40	12.01
431.42	0.39	12.02
431.44	0.40	12.01
431.47	0.41	12.02
431.49	0.42	12.02
431.52	0.40	12.01
431.54	0.39	12.01
431.57	0.40	12.01
431.59	0.40	12.01
431.61	0.40	12.01
431.64	0.39	12.02
431.66	0.39	12.01
431.69	0.40	12.01
431.71	0.41	12.02
431.74	0.41	12.02
431.76	0.40	12.01
431.78	0.39	12.01
431.81	0.38	12.01
431.83	0.40	12.01
431.86	0.42	12.02
431.88	0.42	12.02
431.91	0.41	12.01
431.93	0.40	12.01
431.95	0.40	12.01
431.98	0.42	12.02
432.00	0.42	12.02
432.03	0.41	12.02
432.05	0.40	12.01
432.08	0.40	12.01
432.10	0.42	12.01
432.12	0.42	12.02
432.15	0.40	12.01
432.17	0.39	12.02
432.20	0.40	12.01
432.22	0.42	12.02
432.25	0.43	12.02
432.27	0.42	12.02
432.29	0.41	12.02
432.32	0.41	12.02
432.34	0.41	12.02
432.37	0.41	12.02
432.39	0.40	12.01
432.42	0.41	12.01
432.44	0.43	12.01
432.46	0.42	12.02
432.49	0.42	12.02
432.51	0.40	12.01
432.54	0.40	12.01
432.56	0.41	12.02
432.59	0.41	12.02
432.61	0.42	12.02
432.63	0.41	12.02
432.66	0.41	12.01
432.68	0.42	12.02
432.71	0.42	12.02
432.73	0.41	12.02
432.76	0.40	12.01
432.78	0.40	12.01
432.80	0.40	12.01
432.83	0.42	12.02
432.85	0.41	12.02
432.88	0.40	12.01
432.90	0.40	12.02
432.93	0.40	12.01
432.95	0.40	12.01
432.97	0.41	12.02
433.00	0.41	12.02
433.02	0.41	12.02
433.05	0.41	12.02
433.07	0.40	12.01
433.10	0.40	12.01
433.12	0.38	12.01
433.14	0.39	12.01
433.17	0.41	12.01
433.19	0.41	12.01
433.22	0.42	12.02
433.24	0.40	12.01
433.27	0.40	12.01
433.29	0.40	12.01
433.31	0.40	12.02
433.34	0.40	12.01
433.36	0.40	12.01
433.39	0.40	12.01
433.41	0.40	12.01
433.44	0.41	12.02
433.46	0.41	12.01
433.48	0.40	12.01
433.51	0.40	12.01
433.53	0.40	12.01
433.56	0.40	12.01
433.58	0.41	12.01
433.61	0.40	12.01
433.63	0.41	12.02
433.65	0.42	12.02
433.68	0.41	12.02
433.70	0.40	12.01
433.73	0.40	12.01
433.75	0.41	12.02
433.78	0.41	12.02
433.80	0.42	12.02
433.82	0.41	12.01
433.85	0.40	12.01
433.87	0.39	12.01
433.90	0.40	12.01
433.92	0.42	12.02
433.95	0.41	12.02
433.97	0.40	12.01
433.99	0.40	12.01
434.02	0.40	12.01
434.04	0.40	12.01
434.07	0.40	12.01
434.09	0.39	12.01
434.12	0.40	12.01
434.14	0.41	12.02
434.16	0.41	12.02
434.19	0.40	12.01
434.21	0.39	12.01
434.24	0.39	12.01
434.26	0.39	12.01
434.29	0.39	12.01
434.31	0.40	12.01
434.34	0.40	12.01
434.36	0.39	12.02
434.38	0.40	12.01
434.41	0.40	12.01
434.43	0.40	12.01
434.46	0.38	12.02
434.48	0.39	12.01
434.51	0.40	12.01
434.53	0.40	12.01
434.55	0.39	12.01
434.58	0.38	12.01
434.60	0.39	12.02
434.63	0.38	12.02
434.65	0.38	12.01
434.68	0.38	12.01
434.70	0.38	12.01
434.72	0.39	12.01
434.75	0.38	12.01
434.77	0.38	12.01
434.80	0.37	12.02
434.82	0.37	12.01
434.85	0.38	12.01
434.87	0.40	12.01
434.89	0.40	12.01
434.92	0.40	12.01
434.94	0.38	12.01
434.97	0.37	12.02
434.99	0.38	12.01
435.02	0.38	12.01
435.04	0.37	12.02
435.06	0.37	12.02
435.09	0.37	12.02
435.11	0.39	12.02
435.14	0.38	12.01
435.16	0.37	12.02
435.19	0.37	12.01
435.21	0.37	12.01
435.23	0.38	12.02
435.26	0.38	12.01
435.28	0.37	12.02
435.31	0.37	12.02
435.33	0.37	12.02
435.36	0.37	12.02
435.38	0.37	12.02
435.40	0.36	12.02
435.43	0.36	12.02
435.45	0.38	12.01
435.48	0.38	12.02
435.50	0.38	12.01
435.53	0.36	12.02
435.55	0.35	12.02
435.57	0.37	12.01
435.60	0.37	12.02
435.62	0.37	12.02
435.65	0.37	12.01
435.67	0.36	12.02
435.70	0.37	12.01
435.72	0.37	12.02
435.74	0.36	12.02
435.77	0.35	12.02
435.79	0.35	12.01
435.82	0.35	12.02
435.84	0.37	12.01
435.87	0.36	12.02
435.89	0.35	12.01
435.91	0.34	12.01
435.94	0.34	12.01
435.96	0.34	12.01
435.99	0.35	12.01
436.01	0.34	12.01
436.04	0.35	12.01
436.06	0.35	12.02
436.08	0.35	12.02
436.11	0.35	12.02
436.13	0.34	12.02
436.16	0.34	12.01
436.18	0.34	12.01
436.21	0.35	12.01
436.23	0.35	12.01
436.25	0.34	12.01
436.28	0.33	12.02
436.30	0.33	12.02
436.33	0.33	12.02
436.35	0.34	12.01
436.38	0.34	12.01
436.40	0.32	12.02
436.42	0.33	12.01
436.45	0.34	12.02
436.47	0.34	12.01
436.50	0.32	12.01
436.52	0.32	12.02
436.55	0.32	12.01
436.57	0.34	12.02
436.59	0.35	12.01
436.62	0.34	12.01
436.64	0.34	12.01
436.67	0.33	12.02
436.69	0.33	12.01
436.72	0.34	12.01
436.74	0.34	12.01
436.76	0.34	12.01
436.79	0.33	12.02
436.81	0.34	12.01
436.84	0.34	12.01
436.86	0.34	12.01
436.89	0.33	12.01
436.91	0.32	12.01
436.93	0.33	12.02
436.96	0.34	12.01
436.98	0.35	12.01
437.01	0.34	12.01
437.03	0.34	12.01
437.06	0.34	12.01
437.08	0.34	12.01
437.10	0.34	12.01
437.13	0.35	12.01
437.15	0.34	12.01
437.18	0.35	12.01
437.20	0.35	12.01
437.23	0.35	12.01
437.25	0.35	12.01
437.27	0.35	12.01
437.30	0.35	12.01
437.32	0.36	12.02
437.35	0.37	12.01
437.37	0.37	12.01
437.40	0.37	12.02
437.42	0.35	12.01
437.44	0.35	12.02
437.47	0.35	12.02
437.49	0.38	12.01
437.52	0.38	12.01
437.54	0.36	12.02
437.57	0.36	12.02
437.59	0.37	12.02
437.61	0.37	12.02
437.64	0.37	12.01
437.66	0.36	12.02
437.69	0.37	12.01
437.71	0.38	12.01
437.74	0.38	12.02
437.76	0.38	12.02
437.78	0.37	12.01
437.81	0.36	12.02
437.83	0.37	12.02
437.86	0.37	12.02
437.88	0.38	12.01
437.91	0.38	12.01
437.93	0.38	12.02
437.95	0.38	12.02
437.98	0.38	12.02
438.00	0.37	12.01
438.03	0.36	12.02
438.05	0.37	12.02
438.08	0.38	12.01
438.10	0.39	12.02
438.12	0.38	12.01
438.15	0.38	12.01
438.17	0.38	12.01
438.20	0.38	12.01
438.22	0.38	12.01
438.25	0.38	12.01
438.27	0.38	12.01
438.29	0.38	12.01
438.32	0.39	12.02
438.34	0.39	12.01
438.37	0.38	12.01
438.39	0.37	12.02
438.42	0.36	12.02
438.44	0.38	12.01
438.46	0.39	12.02
438.49	0.39	12.01
438.51	0.39	12.01
438.54	0.38	12.02
438.56	0.38	12.01
438.59	0.37	12.02
438.61	0.39	12.02
438.63	0.39	12.01
438.66	0.39	12.01
438.68	0.39	12.02
438.71	0.39	12.02
438.73	0.39	12.02
438.76	0.38	12.01
438.78	0.38	12.02
438.80	0.39	12.01
438.83	0.39	12.02
438.85	0.38	12.01
438.88	0.37	12.02
438.90	0.38	12.01
438.93	0.38	12.01
438.95	0.38	12.01
438.97	0.37	12.02
439.00	0.37	12.01
439.02	0.37	12.02
439.05	0.38	12.01
439.07	0.39	12.02
439.10	0.38	12.01
439.12	0.37	12.02
439.14	0.37	12.01
439.17	0.37	12.02
439.19	0.38	12.01
439.22	0.39	12.02
439.24	0.38	12.02
439.27	0.37	12.02
439.29	0.38	12.01
439.31	0.40	12.01
439.34	0.39	12.02
439.36	0.38	12.01
439.39	0.38	12.02
439.41	0.39	12.02
439.44	0.39	12.01
439.46	0.39	12.02
439.48	0.38	12.01
439.51	0.37	12.02
439.53	0.37	12.02
439.56	0.37	12.02
439.58	0.37	12.01
439.61	0.38	12.01
439.63	0.39	12.02
439.65	0.37	12.02
439.68	0.37	12.02
439.70	0.37	12.02
439.73	0.38	12.01
439.75	0.38	12.01
439.78	0.38	12.01
439.80	0.38	12.01
439.82	0.37	12.01
439.85	0.38	12.01
439.87	0.38	12.02
439.90	0.38	12.01
439.92	0.38	12.02
439.95	0.38	12.02
439.97	0.38	12.02
439.99	0.38	12.01
440.02	0.38	12.01
440.04	0.39	12.01
440.07	0.38	12.02
440.09	0.37	12.02
440.12	0.38	12.02
440.14	0.38	12.02
440.17	0.38	12.01
440.19	0.39	12.01
440.21	0.39	12.02
440.24	0.38	12.01
440.26	0.39	12.01
440.29	0.39	12.02
440.31	0.39	12.02
440.34	0.40	12.01
440.36	0.39	12.02
440.38	0.41	12.02
440.41	0.40	12.01
440.43	0.40	12.01
440.46	0.40	12.01
440.48	0.39	12.02
440.51	0.40	12.01
440.53	0.41	12.02
440.55	0.41	12.02
440.58	0.41	12.02
440.60	0.40	12.01
440.63	0.39	12.01
440.65	0.40	12.01
440.68	0.39	12.01
440.70	0.40	12.01
440.72	0.40	12.02
440.75	0.40	12.01
440.77	0.41	12.01
440.80	0.41	12.02
440.82	0.40	12.01
440.85	0.39	12.01
440.87	0.39	12.01
440.89	0.40	12.01
440.92	0.41	12.02
440.94	0.41	12.02
440.97	0.41	12.02
440.99	0.40	12.01
441.02	0.40	12.01
441.04	0.39	12.01
441.06	0.40	12.02
441.09	0.40	12.01
441.11	0.41	12.02
441.14	0.42	12.02
441.16	0.40	12.01
441.19	0.40	12.01
441.21	0.40	12.01
441.23	0.40	12.01
441.26	0.41	12.02
441.28	0.40	12.02
441.31	0.40	12.01
441.33	0.40	12.01
441.36	0.41	12.02
441.38	0.41	12.02
441.40	0.40	12.01
441.43	0.39	12.01
441.45	0.40	12.01
441.48	0.40	12.01
441.50	0.40	12.01
441.53	0.41	12.02
441.55	0.41	12.02
441.57	0.40	12.01
441.60	0.39	12.01
441.62	0.39	12.02
441.65	0.40	12.01
441.67	0.41	12.02
441.70	0.40	12.01
441.72	0.40	12.01
441.74	0.40	12.01
441.77	0.39	12.01
441.79	0.38	12.01
441.82	0.39	12.02
441.84	0.39	12.01
441.87	0.39	12.02
441.89	0.39	12.01
441.91	0.40	12.01
441.94	0.40	12.01
441.96	0.39	12.01
441.99	0.39	12.02
442.01	0.39	12.01
442.04	0.40	12.02
442.06	0.40	12.01
442.08	0.39	12.01
442.11	0.39	12.02
442.13	0.39	12.01
442.16	0.39	12.02
442.18	0.39	12.01
442.21	0.40	12.01
442.23	0.38	12.01
442.25	0.40	12.01
442.28	0.40	12.01
442.30	0.40	12.01
442.33	0.40	12.01
442.35	0.38	12.01
442.38	0.38	12.02
442.40	0.40	12.01
442.42	0.40	12.01
442.45	0.40	12.01
442.47	0.38	12.01
442.50	0.38	12.01
442.52	0.39	12.01
442.55	0.38	12.01
442.57	0.39	12.02
442.59	0.38	12.01
442.62	0.38	12.02
442.64	0.39	12.01
442.67	0.39	12.02
442.69	0.38	12.01
442.72	0.38	12.01
442.74	0.37	12.02
442.76	0.37	12.01
442.79	0.38	12.02
442.81	0.38	12.01
442.84	0.38	12.01
442.86	0.37	12.02
442.89	0.37	12.02
442.91	0.37	12.02
442.93	0.37	12.01
442.96	0.37	12.02
442.98	0.38	12.01
443.01	0.37	12.02
443.03	0.37	12.02
443.06	0.37	12.02
443.08	0.37	12.01
443.10	0.37	12.02
443.13	0.36	12.01
443.15	0.36	12.02
443.18	0.37	12.02
443.20	0.37	12.02
443.23	0.37	12.02
443.25	0.37	12.02
443.27	0.35	12.02
443.30	0.34	12.02
443.32	0.35	12.01
443.35	0.37	12.02
443.37	0.37	12.01
443.40	0.35	12.02
443.42	0.35	12.01
443.44	0.35	12.02
443.47	0.37	12.02
443.49	0.36	12.01
443.52	0.34	12.01
443.54	0.34	12.01
443.57	0.35	12.01
443.59	0.37	12.01
443.61	0.36	12.01
443.64	0.34	12.01
443.66	0.33	12.01
443.69	0.34	12.01
443.71	0.36	12.02
443.74	0.37	12.01
443.76	0.35	12.01
443.78	0.34	12.01
443.81	0.34	12.01
443.83	0.36	12.01
443.86	0.36	12.01
443.88	0.33	12.01
443.91	0.32	12.01
443.93	0.34	12.01
443.95	0.36	12.02
443.98	0.37	12.01
444.00	0.35	12.01
444.03	0.32	12.01
444.05	0.33	12.01
444.08	0.35	12.01
444.10	0.36	12.02
444.12	0.35	12.01
444.15	0.34	12.01
444.17	0.34	12.01
444.20	0.35	12.01
444.22	0.35	12.01
444.25	0.34	12.02
444.27	0.34	12.01
444.29	0.34	12.01
444.32	0.35	12.01
444.34	0.36	12.02
444.37	0.35	12.01
444.39	0.34	12.01
444.42	0.33	12.02
444.44	0.34	12.01
444.46	0.34	12.01
444.49	0.34	12.01
444.51	0.34	12.02
444.54	0.34	12.02
444.56	0.34	12.01
444.59	0.35	12.01
444.61	0.35	12.01
444.63	0.33	12.02
444.66	0.33	12.01
444.68	0.34	12.01
444.71	0.36	12.02
444.73	0.36	12.01
444.76	0.34	12.01
444.78	0.33	12.01
444.80	0.32	12.01
444.83	0.35	12.01
444.85	0.35	12.02
444.88	0.35	12.02
444.90	0.34	12.01
444.93	0.35	12.01
444.95	0.35	12.01
444.97	0.35	12.02
445.00	0.34	12.01
445.02	0.34	12.01
445.05	0.34	12.01
445.07	0.35	12.01
445.10	0.36	12.02
445.12	0.35	12.02
445.14	0.33	12.01
445.17	0.32	12.02
445.19	0.34	12.01
445.22	0.35	12.02
445.24	0.35	12.02
445.27	0.34	12.01
445.29	0.34	12.01
445.31	0.35	12.02
445.34	0.36	12.02
445.36	0.35	12.01
445.39	0.34	12.01
445.41	0.34	12.01
445.44	0.35	12.01
445.46	0.37	12.01
445.48	0.35	12.02
445.51	0.35	12.01
445.53	0.34	12.01
445.56	0.34	12.01
445.58	0.35	12.01
445.61	0.35	12.01
445.63	0.34	12.01
445.65	0.34	12.01
445.68	0.35	12.01
445.70	0.35	12.02
445.73	0.35	12.01
445.75	0.33	12.02
445.78	0.34	12.02
445.80	0.35	12.01
445.82	0.35	12.01
445.85	0.35	12.01
445.87	0.34	12.01
445.90	0.34	12.01
445.92	0.34	12.02
445.95	0.34	12.01
445.97	0.35	12.01
446.00	0.35	12.02
446.02	0.35	12.02
446.04	0.35	12.02
446.07	0.35	12.02
446.09	0.35	12.02
446.12	0.35	12.02
446.14	0.34	12.01
446.17	0.35	12.01
446.19	0.35	12.02
446.21	0.35	12.02
446.24	0.35	12.01
446.26	0.34	12.01
446.29	0.34	12.01
446.31	0.34	12.02
446.34	0.34	12.01
446.36	0.34	12.01
446.38	0.34	12.01
446.41	0.34	12.01
446.43	0.34	12.01
446.46	0.35	12.01
446.48	0.34	12.01
446.51	0.32	12.02
446.53	0.33	12.01
446.55	0.34	12.01
446.58	0.35	12.02
446.60	0.34	12.01
446.63	0.34	12.02
446.65	0.34	12.01
446.68	0.33	12.02
446.70	0.34	12.01
446.72	0.34	12.02
446.75	0.34	12.01
446.77	0.34	12.01
446.80	0.35	12.01
446.82	0.34	12.01
446.85	0.34	12.01
446.87	0.35	12.01
446.89	0.34	12.01
446.92	0.34	12.01
446.94	0.35	12.01
446.97	0.36	12.02
446.99	0.36	12.02
447.02	0.35	12.02
447.04	0.34	12.01
447.06	0.34	12.01
447.09	0.34	12.01
447.11	0.35	12.02
447.14	0.37	12.02
447.16	0.36	12.01
447.19	0.35	12.01
447.21	0.35	12.02
447.23	0.36	12.02
447.26	0.35	12.02
447.28	0.35	12.01
447.31	0.35	12.01
447.33	0.37	12.01
447.36	0.37	12.02
447.38	0.37	12.02
447.40	0.35	12.02
447.43	0.35	12.01
447.45	0.35	12.01
447.48	0.35	12.02
447.50	0.36	12.02
447.53	0.36	12.02
447.55	0.37	12.02
447.57	0.36	12.01
447.60	0.37	12.02
447.62	0.37	12.01
447.65	0.36	12.02
447.67	0.36	12.02
447.70	0.36	12.02
447.72	0.38	12.01
447.74	0.37	12.02
447.77	0.37	12.01
447.79	0.36	12.02
447.82	0.36	12.02
447.84	0.37	12.01
447.87	0.38	12.02
447.89	0.38	12.01
447.91	0.37	12.01
447.94	0.37	12.01
447.96	0.38	12.01
447.99	0.38	12.01
448.01	0.37	12.02
448.04	0.36	12.02
448.06	0.37	12.01
448.08	0.38	12.01
448.11	0.40	12.01
448.13	0.39	12.01
448.16	0.37	12.02
448.18	0.36	12.01
448.21	0.37	12.02
448.23	0.38	12.01
448.25	0.38	12.01
448.28	0.37	12.02
448.30	0.37	12.02
448.33	0.38	12.01
448.35	0.38	12.01
448.38	0.38	12.02
448.40	0.37	12.02
448.42	0.37	12.01
448.45	0.37	12.02
448.47	0.39	12.01
448.50	0.39	12.01
448.52	0.38	12.01
448.55	0.38	12.01
448.57	0.38	12.02
448.59	0.39	12.01
448.62	0.40	12.01
448.64	0.40	12.01
448.67	0.38	12.01
448.69	0.38	12.02
448.72	0.40	12.01
448.74	0.40	12.01
448.76	0.38	12.01
448.79	0.38	12.01
448.81	0.38	12.01
448.84	0.39	12.01
448.86	0.40	12.01
448.89	0.40	12.01
448.91	0.39	12.01
448.93	0.38	12.02
448.96	0.38	12.02
448.98	0.40	12.01
449.01	0.41	12.02
449.03	0.40	12.02
449.06	0.40	12.01
449.08	0.40	12.01
449.10	0.40	12.02
449.13	0.40	12.01
449.15	0.40	12.01
449.18	0.39	12.01
449.20	0.40	12.01
449.23	0.40	12.01
449.25	0.40	12.02
449.27	0.40	12.01
449.30	0.39	12.01
449.32	0.38	12.01
449.35	0.39	12.01
449.37	0.40	12.01
449.40	0.39	12.01
449.42	0.38	12.01
449.44	0.38	12.01
449.47	0.40	12.01
449.49	0.39	12.01
449.52	0.38	12.01
449.54	0.37	12.01
449.57	0.38	12.01
449.59	0.40	12.01
449.61	0.38	12.01
449.64	0.38	12.01
449.66	0.38	12.02
449.69	0.38	12.02
449.71	0.38	12.01
449.74	0.39	12.01
449.76	0.39	12.01
449.78	0.39	12.01
449.81	0.40	12.01
449.83	0.39	12.01
449.86	0.38	12.01
449.88	0.38	12.01
449.91	0.37	12.02
449.93	0.38	12.01
449.95	0.38	12.02
449.98	0.38	12.02
450.00	0.37	12.02
450.03	0.37	12.02
450.05	0.38	12.01
450.08	0.37	12.01
450.10	0.36	12.02
450.12	0.36	12.02
450.15	0.37	12.01
450.17	0.38	12.02
450.20	0.38	12.01
450.22	0.37	12.02
450.25	0.36	12.02
450.27	0.36	12.02
450.29	0.36	12.02
450.32	0.37	12.02
450.34	0.38	12.01
450.37	0.36	12.02
450.39	0.35	12.01
450.42	0.35	12.01
450.44	0.37	12.01
450.46	0.37	12.02
450.49	0.36	12.02
450.51	0.35	12.01
450.54	0.35	12.02
450.56	0.37	12.02
450.59	0.38	12.01
450.61	0.37	12.01
450.63	0.35	12.01
450.66	0.35	12.01
450.68	0.36	12.02
450.71	0.39	12.02
450.73	0.39	12.02
450.76	0.37	12.02
450.78	0.36	12.01
450.80	0.37	12.02
450.83	0.38	12.02
450.85	0.38	12.02
450.88	0.38	12.02
450.90	0.37	12.01
450.93	0.38	12.01
450.95	0.40	12.01
450.97	0.39	12.02
451.00	0.37	12.02
451.02	0.37	12.01
451.05	0.37	12.02
451.07	0.39	12.02
451.10	0.40	12.01
451.12	0.39	12.02
451.14	0.38	12.01
451.17	0.38	12.01
451.19	0.38	12.01
451.22	0.38	12.01
451.24	0.38	12.01
451.27	0.38	12.02
451.29	0.38	12.01
451.31	0.39	12.01
451.34	0.40	12.01
451.36	0.39	12.01
451.39	0.39	12.02
451.41	0.38	12.01
451.44	0.40	12.01
451.46	0.41	12.01
451.48	0.41	12.02
451.51	0.40	12.01
451.53	0.40	12.02
451.56	0.40	12.01
451.58	0.40	12.01
451.61	0.40	12.01
451.63	0.40	12.01
451.65	0.41	12.02
451.68	0.41	12.02
451.70	0.40	12.01
451.73	0.41	12.01
451.75	0.40	12.01
451.78	0.39	12.02
451.80	0.39	12.01
451.83	0.40	12.01
451.85	0.41	12.02
451.87	0.40	12.01
451.90	0.40	12.01
451.92	0.41	12.02
451.95	0.40	12.01
451.97	0.40	12.01
452.00	0.39	12.01
452.02	0.40	12.01
452.04	0.42	12.02
452.07	0.43	12.02
452.09	0.42	12.02
452.12	0.40	12.01
452.14	0.39	12.02
452.17	0.40	12.01
452.19	0.42	12.01
452.21	0.43	12.01
452.24	0.40	12.01
452.26	0.40	12.01
452.29	0.40	12.01
452.31	0.43	12.01
452.34	0.42	12.02
452.36	0.41	12.02
452.38	0.40	12.01
452.41	0.41	12.02
452.43	0.42	12.01
452.46	0.42	12.01
452.48	0.41	12.02
452.51	0.39	12.02
452.53	0.39	12.01
452.55	0.40	12.01
452.58	0.42	12.02
452.60	0.42	12.01
452.63	0.40	12.01
452.65	0.40	12.01
452.68	0.40	12.01
452.70	0.40	12.01
452.72	0.40	12.01
452.75	0.39	12.01
452.77	0.39	12.01
452.80	0.40	12.01
452.82	0.40	12.01
452.85	0.40	12.01
452.87	0.39	12.02
452.89	0.38	12.01
452.92	0.38	12.02
452.94	0.39	12.01
452.97	0.40	12.01
452.99	0.39	12.02
453.02	0.39	12.01
453.04	0.39	12.01
453.06	0.40	12.01
453.09	0.40	12.01
453.11	0.38	12.01
453.14	0.37	12.01
453.16	0.38	12.01
453.19	0.40	12.01
453.21	0.40	12.01
453.23	0.39	12.02
453.26	0.37	12.02
453.28	0.37	12.02
453.31	0.37	12.02
453.33	0.39	12.01
453.36	0.38	12.01
453.38	0.37	12.01
453.40	0.37	12.02
453.43	0.38	12.01
453.45	0.38	12.01
453.48	0.38	12.01
453.50	0.36	12.02
453.53	0.37	12.01
453.55	0.38	12.02
453.57	0.38	12.02
453.60	0.38	12.02
453.62	0.37	12.01
453.65	0.37	12.01
453.67	0.37	12.01
453.70	0.38	12.01
453.72	0.37	12.02
453.74	0.37	12.01
453.77	0.37	12.02
453.79	0.38	12.01
453.82	0.38	12.02
453.84	0.37	12.02
453.87	0.37	12.02
453.89	0.37	12.02
453.91	0.37	12.02
453.94	0.38	12.01
453.96	0.38	12.01
453.99	0.38	12.02
454.01	0.37	12.02
454.04	0.37	12.02
454.06	0.38	12.01
454.08	0.38	12.01
454.11	0.39	12.02
454.13	0.37	12.02
454.16	0.37	12.01
454.18	0.39	12.02
454.21	0.39	12.02
454.23	0.38	12.01
454.25	0.37	12.02
454.28	0.38	12.02
454.30	0.38	12.01
454.33	0.38	12.01
454.35	0.38	12.01
454.38	0.38	12.01
454.40	0.37	12.02
454.42	0.37	12.01
454.45	0.39	12.01
454.47	0.40	12.01
454.50	0.39	12.01
454.52	0.39	12.02
454.55	0.39	12.02
454.57	0.40	12.01
454.59	0.40	12.02
454.62	0.39	12.01
454.64	0.39	12.01
454.67	0.40	12.01
454.69	0.41	12.02
454.72	0.41	12.02
454.74	0.40	12.01
454.76	0.39	12.01
454.79	0.39	12.01
454.81	0.40	12.01
454.84	0.40	12.01
454.86	0.40	12.01
454.89	0.40	12.01
454.91	0.40	12.01
454.93	0.40	12.01
454.96	0.40	12.02
454.98	0.39	12.02
455.01	0.38	12.02
455.03	0.39	12.02
455.06	0.40	12.01
455.08	0.40	12.01
455.10	0.40	12.01
455.13	0.40	12.01
455.15	0.39	12.01
455.18	0.39	12.01
455.20	0.40	12.01
455.23	0.40	12.01
455.25	0.40	12.01
455.27	0.40	12.01
455.30	0.41	12.02
455.32	0.41	12.02
455.35	0.41	12.02
455.37	0.40	12.01
455.40	0.40	12.01
455.42	0.40	12.02
455.44	0.40	12.01
455.47	0.41	12.01
455.49	0.40	12.01
455.52	0.40	12.01
455.54	0.39	12.01
455.57	0.39	12.01
455.59	0.40	12.01
455.61	0.40	12.01
455.64	0.41	12.02
455.66	0.40	12.01
455.69	0.41	12.02
455.71	0.40	12.01
455.74	0.39	12.02
455.76	0.40	12.01
455.78	0.42	12.02
455.81	0.42	12.02
455.83	0.40	12.01
455.86	0.40	12.01
455.88	0.40	12.01
455.91	0.40	12.01
455.93	0.40	12.01
455.95	0.40	12.01
455.98	0.40	12.01
456.00	0.41	12.02
456.03	0.40	12.01
456.05	0.40	12.01
456.08	0.40	12.01
456.10	0.40	12.01
456.12	0.40	12.01
456.15	0.40	12.01
456.17	0.40	12.01
456.20	0.40	12.01
456.22	0.41	12.01
456.25	0.40	12.01
456.27	0.39	12.01
456.29	0.38	12.01
456.32	0.38	12.01
456.34	0.40	12.01
456.37	0.40	12.01
456.39	0.40	12.01
456.42	0.38	12.01
456.44	0.39	12.01
456.46	0.39	12.01
456.49	0.39	12.02
456.51	0.38	12.02
456.54	0.38	12.01
456.56	0.40	12.01
456.59	0.39	12.02
456.61	0.40	12.01
456.63	0.38	12.01
456.66	0.37	12.02
456.68	0.37	12.01
456.71	0.38	12.02
456.73	0.39	12.02
456.76	0.37	12.02
456.78	0.37	12.01
456.80	0.38	12.02
456.83	0.38	12.01
456.85	0.37	12.02
456.88	0.35	12.01
456.90	0.36	12.02
456.93	0.38	12.01
456.95	0.38	12.01
456.97	0.38	12.02
457.00	0.37	12.02
457.02	0.37	12.02
457.05	0.37	12.02
457.07	0.37	12.02
457.10	0.37	12.02
457.12	0.37	12.02
457.14	0.37	12.02
457.17	0.36	12.02
457.19	0.37	12.02
457.22	0.37	12.01
457.24	0.36	12.02
457.27	0.35	12.02
457.29	0.36	12.02
457.31	0.37	12.02
457.34	0.37	12.02
457.36	0.37	12.02
457.39	0.37	12.02
457.41	0.37	12.01
457.44	0.36	12.02
