Position [m]	Intensity	Int_Area	Int_Edge1	Int_Edge2	Position Sensor [m]	Temperature Sensor 1 [°C]	Temperature Sensor 2 [°C]
432.46	6.00	0.00	8.72	11.44			
432.46	6.00	0.00	8.35	11.39			
432.53	6.00	0.00	8.23	11.01			
432.53	6.00	0.00	7.17	11.10			
432.60	6.00	0.00	9.29	11.11			
432.60	6.00	4.00	8.16	11.02			
432.67	6.00	0.00	7.66	10.81			
432.67	6.00	0.00	8.68	10.80			
432.74	6.00	0.00	9.63	11.58			
432.74	6.00	7.00	8.40	11.74			
432.81	6.00	0.00	7.88	11.14			
432.81	6.00	0.00	8.89	10.98			
432.87	6.00	0.00	8.62	11.07			
432.87	6.00	7.00	8.57	12.23			
432.94	6.00	0.00	8.58	11.25			
432.94	6.00	6.00	9.32	10.75			
433.01	6.00	0.00	9.10	12.29			
433.01	6.00	0.00	8.16	12.01			
433.08	6.00	0.00	9.14	12.06			
433.08	6.00	0.00	8.91	11.37			
433.15	6.00	0.00	8.10	11.72			
433.15	6.00	0.00	7.73	11.63			
433.22	6.00	0.00	8.85	11.26			
433.22	6.00	0.00	8.45	11.93			
433.29	6.00	0.00	7.67	11.10			
433.29	6.00	0.00	8.34	11.38			
433.35	6.00	0.00	9.13	11.12			
433.35	6.00	0.00	9.49	10.84			
433.42	6.00	0.00	8.09	11.24			
433.42	6.00	0.00	9.07	11.02			
433.49	6.00	4.00	8.91	11.05			
433.49	6.00	0.00	8.56	11.19			
433.56	6.00	0.00	8.53	11.21			
433.56	6.00	0.00	8.71	10.90			
433.63	6.00	6.00	9.70	12.03			
433.63	6.00	0.00	8.36	11.06			
433.70	6.00	0.00	8.29	10.83			
433.70	6.00	0.00	8.43	11.45			
433.77	6.00	0.00	8.41	10.96			
433.77	6.00	7.00	7.28	11.43			
433.83	6.00	0.00	8.65	11.79			
433.83	6.00	0.00	8.51	11.43			
433.90	6.00	0.00	8.05	11.07			
433.90	6.00	0.00	7.55	12.08			
433.97	6.00	0.00	8.45	11.59			
433.97	6.00	0.00	8.46	11.03			
434.04	6.00	3.00	7.82	11.43			
434.04	6.00	0.00	8.91	10.72			
434.11	6.00	0.00	8.50	11.46			
434.11	6.00	0.00	9.09	11.42			
434.18	6.00	0.00	8.11	11.30			
434.18	6.00	0.00	9.27	11.07			
434.25	6.00	0.00	10.01	12.21			
434.25	5.00	0.00	8.81	11.63			
434.31	6.00	0.00	9.04	11.52			
434.31	6.00	0.00	8.63	11.49			
434.38	6.00	0.00	8.22	10.84			
434.38	6.00	0.00	8.62	11.05			
434.45	6.00	0.00	9.28	11.50			
434.45	6.00	0.00	8.38	11.10			
434.52	6.00	4.00	8.10	11.70			
434.52	6.00	0.00	7.77	11.54			
434.59	6.00	4.00	8.78	11.70			
434.59	6.00	0.00	8.65	11.03			
434.66	6.00	0.00	8.07	11.16			
434.66	6.00	0.00	8.28	11.10			
434.73	6.00	0.00	8.60	11.57			
434.73	6.00	0.00	8.53	11.60			
434.79	6.00	0.00	8.12	11.13			
434.79	6.00	4.00	8.43	11.06			
434.86	6.00	5.00	8.82	11.51			
434.86	6.00	0.00	8.35	11.88			
434.93	6.00	0.00	8.91	11.02			
434.93	6.00	0.00	9.50	10.87			
435.00	6.00	2.00	9.09	11.48			
435.00	6.00	0.00	7.70	12.00			
435.07	6.00	0.00	8.92	12.07			
435.07	6.00	0.00	8.56	11.92			
435.14	6.00	0.00	8.13	11.10			
435.14	6.00	0.00	8.46	11.72			
435.21	6.00	0.00	8.90	11.79			
435.21	6.00	0.00	8.41	12.05			
435.28	6.00	0.00	8.71	11.54			
435.28	6.00	0.00	9.35	10.81			
435.34	6.00	0.00	8.53	11.60			
435.34	6.00	0.00	8.14	11.24			
435.41	6.00	0.00	8.34	10.59			
435.41	6.00	0.00	9.09	11.11			
435.48	6.00	0.00	9.04	11.11			
435.48	6.00	0.00	7.74	11.43			
435.55	5.00	0.00	9.22	11.06			
435.55	6.00	0.00	8.86	12.35			
435.62	6.00	5.00	9.00	10.85			
435.62	6.00	0.00	7.74	11.92			
435.69	6.00	4.00	9.14	11.30			
435.69	6.00	0.00	8.59	10.85			
435.76	6.00	4.00	8.93	10.69			
435.76	6.00	0.00	8.20	11.17			
435.82	6.00	0.00	9.00	11.14			
435.82	6.00	0.00	8.64	11.55			
435.89	6.00	0.00	7.36	11.02			
435.89	6.00	0.00	8.31	11.02			
435.96	6.00	0.00	8.38	10.63			
435.96	6.00	0.00	8.00	10.36			
436.03	6.00	10.00	7.42	11.45			
436.03	6.00	0.00	9.10	11.11			
436.10	6.00	0.00	8.34	11.63			
436.10	6.00	1.00	8.27	11.29			
436.17	6.00	0.00	8.02	10.80			
436.17	6.00	0.00	9.27	10.94			
436.24	6.00	0.00	8.83	11.06			
436.24	6.00	4.00	7.73	11.40			
436.30	6.00	0.00	9.25	11.52			
436.30	6.00	0.00	8.81	11.89			
436.37	6.00	2.00	8.26	10.99			
436.37	6.00	2.00	8.12	11.04			
436.44	6.00	0.00	9.42	11.89			
436.44	6.00	22.00	9.13	11.83			
436.51	6.00	0.00	7.89	12.28			
436.51	6.00	0.00	8.38	11.16			
436.58	6.00	0.00	9.05	11.55			
436.58	6.00	0.00	8.93	11.04			
436.65	6.00	6.00	6.88	10.50			
436.65	6.00	0.00	8.45	11.07			
436.72	6.00	0.00	8.36	11.71			
436.72	6.00	0.00	8.56	11.65			
436.78	6.00	4.00	8.22	11.37			
436.78	6.00	0.00	9.55	12.44			
436.85	6.00	0.00	8.91	10.66			
436.85	6.00	0.00	8.02	11.79			
436.92	6.00	0.00	9.20	11.25			
436.92	6.00	0.00	8.80	11.01			
436.99	6.00	0.00	8.74	10.29			
436.99	6.00	0.00	7.82	11.76			
437.06	6.00	3.00	9.30	10.96			
437.06	6.00	0.00	8.26	11.66			
437.13	6.00	0.00	7.44	12.14			
437.13	6.00	0.00	7.68	11.80			
437.20	6.00	0.00	7.91	11.97			
437.20	6.00	2.00	9.50	11.69			
437.26	6.00	0.00	8.12	11.37			
437.26	6.00	0.00	8.50	10.77			
437.33	6.00	0.00	8.30	11.32			
437.33	6.00	0.00	9.03	10.96			
437.40	6.00	0.00	7.48	10.52			
437.40	6.00	0.00	9.89	11.22			
437.47	6.00	6.00	8.62	11.30			
437.47	6.00	0.00	7.62	10.98			
437.54	6.00	0.00	9.33	11.28			
437.54	6.00	0.00	9.51	11.92			
437.61	6.00	6.00	8.48	10.78			
437.61	6.00	4.00	7.86	11.69			
437.68	6.00	0.00	9.15	12.36			
437.68	6.00	0.00	8.93	11.70			
437.75	6.00	0.00	8.75	11.30			
437.75	6.00	0.00	7.95	10.63			
437.81	6.00	0.00	8.37	11.46			
437.81	6.00	0.00	8.30	11.57			
437.88	6.00	0.00	7.87	11.51			
437.88	6.00	0.00	8.23	10.96			
437.95	6.00	0.00	8.77	11.53			
437.95	6.00	0.00	8.96	11.64			
438.02	6.00	0.00	8.27	10.78			
438.02	6.00	0.00	9.41	11.95			
438.09	6.00	0.00	8.59	10.63			
438.09	6.00	0.00	8.10	11.20			
438.16	6.00	0.00	8.50	10.72			
438.16	6.00	0.00	9.29	11.23			
438.23	6.00	0.00	8.63	10.77			
438.23	6.00	9.00	8.34	11.38			
438.29	6.00	0.00	9.67	11.60			
438.29	6.00	5.00	9.34	12.19			
438.36	6.00	0.00	8.59	11.72			
438.36	6.00	0.00	7.88	11.25			
438.43	6.00	0.00	8.49	12.29			
438.43	6.00	0.00	9.24	10.92			
438.50	6.00	0.00	7.75	11.41			
438.50	6.00	0.00	8.58	10.73			
438.57	6.00	7.00	8.47	11.79			
438.57	6.00	0.00	8.50	12.01			
438.64	6.00	0.00	7.78	11.48			
438.64	6.00	0.00	8.62	12.20			
438.71	6.00	0.00	8.54	11.87			
438.71	6.00	0.00	7.69	11.52			
438.77	6.00	0.00	9.24	10.83			
438.77	6.00	4.00	8.85	12.09			
438.84	6.00	0.00	8.57	10.69			
438.84	6.00	2.00	7.62	11.02			
438.91	6.00	0.00	9.73	10.33			
438.91	6.00	0.00	9.28	12.35			
438.98	6.00	0.00	8.49	11.00			
438.98	6.00	0.00	8.88	11.55			
439.05	6.00	0.00	9.51	12.05			
439.05	5.00	0.00	9.65	11.70			
439.12	6.00	8.00	7.89	11.94			
439.12	6.00	0.00	7.93	10.94			
439.19	6.00	6.00	9.03	11.41			
439.19	6.00	0.00	8.95	11.62			
439.25	6.00	0.00	7.86	11.91			
439.25	6.00	4.00	9.35	12.07			
439.32	6.00	26.00	8.17	11.40			
439.32	6.00	4.00	7.81	11.62			
439.39	6.00	0.00	8.33	11.58			
439.39	6.00	0.00	9.00	12.50			
439.46	6.00	0.00	9.08	11.54			
439.46	6.00	0.00	7.87	11.66			
439.53	6.00	0.00	9.09	10.78			
439.53	6.00	0.00	9.35	12.57			
439.60	6.00	0.00	8.20	11.32			
439.60	6.00	0.00	8.46	11.35			
439.67	6.00	0.00	9.17	11.60			
439.67	6.00	0.00	8.94	11.33			
439.73	6.00	5.00	7.78	11.73			
439.73	6.00	0.00	8.63	11.80			
439.80	6.00	0.00	9.00	11.99			
439.80	6.00	0.00	8.11	10.59			
439.87	6.00	0.00	7.82	12.37			
439.87	6.00	0.00	9.29	11.92			
439.94	6.00	0.00	8.74	11.67			
439.94	6.00	0.00	8.18	11.50			
440.01	6.00	0.00	8.09	11.22			
440.01	6.00	6.00	9.08	11.83			
440.08	6.00	0.00	9.19	11.18			
440.08	6.00	0.00	7.53	11.00			
440.15	6.00	0.00	9.12	10.87			
440.15	6.00	0.00	8.68	10.95			
440.22	6.00	0.00	9.04	11.67			
440.22	6.00	0.00	8.38	11.29			
440.28	6.00	0.00	9.24	11.23			
440.28	6.00	0.00	9.59	11.32			
440.35	6.00	0.00	7.99	11.38			
440.35	6.00	0.00	7.98	10.92			
440.42	6.00	0.00	9.25	11.70			
440.42	6.00	0.00	9.34	11.32			
440.49	6.00	2.00	7.95	11.81			
440.49	6.00	0.00	8.49	11.09			
440.56	6.00	0.00	8.92	11.70			
440.56	6.00	0.00	8.57	11.42			
440.63	6.00	0.00	7.79	11.63			
440.63	6.00	9.00	8.66	12.07			
440.70	6.00	0.00	8.97	11.12			
440.70	6.00	10.00	7.58	11.72			
440.76	6.00	4.00	8.57	11.68			
440.76	6.00	0.00	9.38	11.92			
440.83	5.00	0.00	8.89	12.04			
440.83	6.00	2.00	7.38	11.22			
440.90	6.00	0.00	9.42	10.84			
440.90	6.00	0.00	8.97	11.49			
440.97	6.00	0.00	8.92	12.26			
440.97	6.00	0.00	8.83	10.58			
441.04	6.00	4.00	9.44	11.71			
441.04	6.00	0.00	8.59	11.35			
441.11	6.00	0.00	8.04	12.20			
441.11	6.00	0.00	8.46	11.31			
441.18	6.00	0.00	8.71	11.57			
441.18	6.00	0.00	8.41	11.75			
441.24	6.00	0.00	7.94	11.50			
441.24	6.00	1.00	8.94	12.51			
441.31	6.00	0.00	9.20	10.47			
441.31	6.00	0.00	8.01	11.87			
441.38	6.00	2.00	8.44	11.27			
441.38	6.00	0.00	9.76	11.45			
441.45	6.00	0.00	8.63	11.23			
441.45	6.00	0.00	8.60	11.73			
441.52	6.00	0.00	8.90	11.47			
441.52	6.00	0.00	8.90	11.11			
441.59	6.00	0.00	9.07	11.68			
441.59	6.00	0.00	7.62	10.69			
441.66	6.00	0.00	9.23	12.13			
441.66	6.00	0.00	9.68	11.25			
441.72	6.00	0.00	8.28	12.65			
441.72	6.00	0.00	9.59	11.53			
441.79	6.00	0.00	9.21	12.79			
441.79	6.00	0.00	8.90	11.20			
441.86	6.00	1.00	7.83	11.63			
441.86	6.00	0.00	8.74	12.03			
441.93	6.00	0.00	9.01	11.01			
441.93	6.00	0.00	8.66	11.96			
442.00	6.00	0.00	8.69	11.96			
442.00	6.00	0.00	9.03	11.21			
442.07	6.00	0.00	9.31	11.20			
442.07	6.00	2.00	8.36	11.35			
442.14	6.00	8.00	8.65	11.01			
442.14	6.00	0.00	8.71	11.04			
442.20	6.00	2.00	9.19	10.83			
442.20	6.00	4.00	8.03	11.42			
442.27	6.00	0.00	9.54	11.74			
442.27	6.00	0.00	9.56	11.28			
442.34	6.00	0.00	8.56	12.15			
442.34	6.00	0.00	9.16	12.15			
442.41	5.00	0.00	9.17	12.49			
442.41	6.00	0.00	8.69	11.50			
442.48	6.00	0.00	8.08	11.76			
442.48	6.00	4.00	8.42	12.03			
442.55	6.00	0.00	8.89	10.79			
442.55	6.00	0.00	8.54	11.25			
442.62	6.00	0.00	8.36	11.63			
442.62	6.00	0.00	8.57	12.24			
442.68	6.00	0.00	8.81	11.17			
442.68	6.00	0.00	7.42	12.08			
442.75	6.00	4.00	8.60	11.16			
442.75	6.00	0.00	9.01	11.58			
442.82	6.00	0.00	8.00	11.73			
442.82	6.00	0.00	8.47	11.14			
442.89	6.00	0.00	9.97	12.26			
442.89	6.00	0.00	9.59	10.87			
442.96	5.00	0.00	9.24	12.59			
442.96	6.00	5.00	9.34	11.16			
443.03	6.00	0.00	9.17	12.10			
443.03	6.00	0.00	8.28	10.79			
443.10	6.00	0.00	7.51	10.85			
443.10	6.00	0.00	9.58	12.28			
443.17	6.00	0.00	8.70	10.74			
443.17	6.00	0.00	7.89	11.40			
443.23	6.00	0.00	8.66	11.82			
443.23	6.00	0.00	9.33	12.54			
443.30	6.00	0.00	8.57	11.47			
443.30	6.00	0.00	7.77	11.53			
443.37	6.00	0.00	8.30	10.89			
443.37	6.00	0.00	9.05	12.30			
443.44	6.00	0.00	7.80	11.56			
443.44	6.00	8.00	8.33	11.38			
443.51	6.00	0.00	9.49	10.79			
443.51	6.00	0.00	9.20	10.36			
443.58	6.00	0.00	8.64	12.50			
443.58	6.00	0.00	8.68	10.20			
443.65	6.00	0.00	9.63	11.95			
443.65	6.00	0.00	9.01	11.06			
443.71	6.00	0.00	8.24	11.93			
443.71	6.00	0.00	8.92	11.07			
443.78	6.00	0.00	9.24	11.86			
443.78	6.00	0.00	8.40	12.29			
443.85	6.00	0.00	8.36	11.05			
443.85	6.00	0.00	9.01	12.99			
443.92	6.00	0.00	8.94	10.61			
443.92	6.00	0.00	7.72	11.31			
443.99	6.00	0.00	8.86	11.08			
443.99	6.00	4.00	9.25	11.79			
444.06	6.00	0.00	8.23	12.05			
444.06	6.00	0.00	7.35	11.34			
444.13	6.00	0.00	8.65	10.40			
444.13	6.00	0.00	9.40	10.75			
444.19	6.00	0.00	8.41	11.84			
444.19	6.00	7.00	8.82	10.67			
444.26	6.00	0.00	9.22	12.73			
444.26	6.00	0.00	8.48	10.65			
444.33	6.00	0.00	7.79	11.35			
444.33	6.00	0.00	9.84	11.29			
444.40	6.00	0.00	9.40	12.68			
444.40	6.00	0.00	8.67	11.55			
444.47	6.00	0.00	7.93	11.51			
444.47	6.00	0.00	10.06	12.70			
444.54	6.00	0.00	10.00	11.33			
444.54	6.00	4.00	7.38	11.79			
444.61	6.00	0.00	8.42	10.52			
444.61	6.00	0.00	8.81	11.61			
444.67	6.00	0.00	8.52	11.87			
444.67	6.00	0.00	7.52	12.14			
444.74	6.00	0.00	7.92	11.76			
444.74	6.00	0.00	8.99	11.10			
444.81	6.00	0.00	8.93	11.90			
444.81	6.00	0.00	7.92	10.81			
444.88	6.00	6.00	9.25	12.05			
444.88	6.00	0.00	9.05	10.73			
444.95	6.00	0.00	8.12	12.01			
444.95	6.00	0.00	9.20	10.98			
445.02	6.00	0.00	9.44	12.50			
445.02	6.00	0.00	8.79	11.61			
445.09	6.00	0.00	8.23	11.74			
445.09	6.00	0.00	9.43	12.48			
445.15	6.00	0.00	9.52	11.11			
445.15	5.00	0.00	9.00	12.44			
445.22	6.00	0.00	7.67	10.57			
445.22	6.00	0.00	8.85	11.82			
445.29	6.00	0.00	8.42	11.74			
445.29	6.00	0.00	7.92	12.03			
445.36	6.00	1.00	8.31	11.67			
445.36	6.00	0.00	9.41	11.87			
445.43	6.00	0.00	8.79	12.55			
445.43	6.00	0.00	8.09	10.70			
445.50	6.00	0.00	9.56	13.13			
445.50	6.00	0.00	8.39	10.50			
445.57	6.00	0.00	8.31	11.45			
445.57	6.00	0.00	8.77	10.53			
445.64	6.00	8.00	9.54	11.17			
445.64	6.00	0.00	8.76	10.83			
445.70	6.00	0.00	8.91	11.39			
445.70	6.00	1.00	9.24	12.31			
445.77	6.00	0.00	9.15	11.17			
445.77	5.00	0.00	8.90	12.53			
445.84	6.00	0.00	7.76	11.08			
445.84	6.00	0.00	8.63	11.80			
445.91	6.00	0.00	9.38	10.97			
445.91	6.00	0.00	8.17	11.79			
445.98	6.00	0.00	7.90	11.83			
445.98	6.00	0.00	8.98	11.99			
446.05	6.00	0.00	9.21	12.61			
446.05	6.00	3.00	8.51	11.83			
446.12	6.00	0.00	8.50	12.08			
446.12	6.00	0.00	8.82	10.67			
446.18	6.00	0.00	8.82	11.11			
446.18	6.00	0.00	8.48	11.03			
446.25	6.00	2.00	9.27	11.76			
446.25	6.00	0.00	8.22	11.43			
446.32	6.00	0.00	9.04	11.38			
446.32	6.00	0.00	9.26	12.31			
446.39	6.00	0.00	9.20	11.10			
446.39	6.00	9.00	8.96	12.39			
446.46	6.00	0.00	8.84	10.42			
446.46	6.00	2.00	9.12	12.26			
446.53	6.00	3.00	8.74	10.74			
446.53	6.00	0.00	8.50	11.56			
446.60	6.00	8.00	8.27	11.68			
446.60	6.00	0.00	9.02	12.02			
446.66	6.00	0.00	8.17	12.51			
446.66	6.00	6.00	8.04	11.66			
446.73	6.00	0.00	9.58	11.95			
446.73	6.00	0.00	7.60	10.86			
446.80	6.00	0.00	8.44	11.44			
446.80	6.00	4.00	8.89	10.60			
446.87	6.00	0.00	9.15	11.87			
446.87	6.00	0.00	8.92	10.77			
446.94	6.00	0.00	9.16	11.20			
446.94	6.00	1.00	9.58	11.92			
447.01	5.00	0.00	10.07	11.76			
447.08	6.00	0.00	8.22	12.15			
447.08	6.00	0.00	8.95	10.81			
447.14	6.00	0.00	9.42	12.45			
447.14	6.00	0.00	8.67	10.97			
447.21	5.00	0.00	8.39	12.37			
447.21	6.00	0.00	8.36	10.99			
447.28	6.00	0.00	8.48	11.31			
447.28	6.00	4.00	7.83	11.34			
447.35	6.00	5.00	8.44	11.35			
447.35	6.00	0.00	9.25	12.23			
447.42	6.00	0.00	9.36	10.25			
447.42	6.00	0.00	7.87	11.84			
447.49	6.00	3.00	7.88	10.23			
447.49	6.00	0.00	8.83	11.49			
447.56	6.00	0.00	8.42	10.39			
447.56	6.00	0.00	7.75	11.14			
447.62	6.00	0.00	9.12	11.30			
447.62	6.00	0.00	8.88	11.45			
447.69	6.00	0.00	8.47	11.75			
447.69	6.00	0.00	8.30	10.74			
447.76	6.00	0.00	9.05	12.35			
447.76	6.00	0.00	8.66	10.74			
447.83	6.00	7.00	7.43	11.32			
447.83	6.00	6.00	8.60	10.75			
447.90	6.00	0.00	9.02	11.39			
447.90	6.00	0.00	8.94	11.24			
447.97	6.00	0.00	7.89	11.86			
447.97	6.00	0.00	8.96	10.81			
448.04	6.00	0.00	8.74	10.71			
448.04	6.00	0.00	7.79	12.46			
448.11	6.00	0.00	7.70	10.42			
448.11	6.00	0.00	9.41	12.04			
448.17	6.00	0.00	8.02	10.37			
448.17	6.00	0.00	7.21	11.70			
448.24	6.00	0.00	8.52	11.39			
448.24	6.00	0.00	8.45	10.75			
448.31	6.00	0.00	8.37	11.66			
448.31	6.00	5.00	8.18	11.36			
448.38	6.00	0.00	9.87	12.29			
448.38	6.00	2.00	9.54	10.49			
448.45	6.00	0.00	9.15	12.16			
448.45	6.00	4.00	9.14	10.21			
448.52	6.00	0.00	8.80	11.35			
448.52	6.00	0.00	8.95	11.30			
448.59	6.00	0.00	7.51	10.59			
448.59	6.00	0.00	9.46	11.74			
448.65	6.00	0.00	8.88	11.21			
448.65	6.00	0.00	8.36	11.91			
448.72	6.00	0.00	8.00	11.21			
448.72	6.00	0.00	9.54	12.90			
448.79	6.00	12.00	8.04	10.47			
448.79	6.00	0.00	7.49	12.30			
448.86	6.00	0.00	8.20	10.89			
448.86	6.00	0.00	9.00	10.69			
448.93	6.00	0.00	8.64	11.50			
448.93	6.00	7.00	8.05	11.24			
449.00	6.00	9.00	9.15	11.23			
449.00	6.00	0.00	9.34	10.03			
449.07	6.00	0.00	8.80	12.63			
449.07	6.00	0.00	8.39	10.51			
449.13	6.00	0.00	8.68	11.82			
449.13	6.00	0.00	9.26	10.79			
449.20	6.00	0.00	7.89	11.34			
449.20	6.00	0.00	9.01	11.58			
449.27	6.00	0.00	8.77	10.64			
449.27	6.00	0.00	8.40	11.48			
449.34	6.00	0.00	8.36	11.30			
449.34	6.00	0.00	8.97	12.67			
449.41	6.00	0.00	8.54	10.65			
449.41	6.00	0.00	7.90	11.89			
449.48	6.00	0.00	9.16	11.77			
449.48	6.00	0.00	9.27	11.88			
449.55	6.00	0.00	8.51	11.68			
449.55	6.00	0.00	7.32	11.43			
449.61	6.00	0.00	8.59	11.54			
449.61	6.00	0.00	8.91	10.62			
449.68	6.00	3.00	9.15	11.48			
449.68	6.00	0.00	8.07	10.51			
449.75	6.00	0.00	9.34	12.19			
449.75	5.00	0.00	9.72	11.24			
449.82	6.00	0.00	8.00	11.49			
449.82	6.00	7.00	8.55	11.23			
449.89	6.00	0.00	8.99	10.80			
449.89	6.00	0.00	8.37	11.25			
449.96	6.00	5.00	8.32	11.44			
449.96	6.00	0.00	8.63	12.31			
450.03	6.00	0.00	7.99	10.39			
450.03	6.00	0.00	8.42	11.51			
450.10	6.00	0.00	7.71	10.87			
450.10	6.00	0.00	8.69	11.26			
450.16	6.00	0.00	7.88	11.35			
450.16	6.00	0.00	8.29	10.55			
450.23	6.00	0.00	8.38	11.60			
450.23	6.00	2.00	8.47	10.77			
450.30	6.00	0.00	9.31	11.93			
450.30	6.00	0.00	8.12	10.49			
450.37	6.00	0.00	9.28	11.71			
450.37	5.00	0.00	9.67	11.79			
450.44	5.00	0.00	8.65	12.15			
450.44	6.00	0.00	9.63	11.79			
450.51	6.00	0.00	7.79	10.57			
450.51	6.00	0.00	8.39	11.42			
450.58	6.00	0.00	8.22	11.28			
450.58	6.00	0.00	8.73	12.88			
450.64	6.00	15.00	8.58	11.23			
450.64	6.00	0.00	8.01	11.87			
450.71	6.00	0.00	8.46	10.66			
450.71	6.00	0.00	9.00	11.69			
450.78	6.00	0.00	8.95	11.29			
450.78	6.00	2.00	7.58	10.78			
450.85	6.00	0.00	8.80	11.21			
450.85	6.00	0.00	8.95	10.88			
450.92	6.00	0.00	8.69	12.07			
450.92	6.00	2.00	9.01	10.69			
450.99	6.00	0.00	8.75	11.84			
450.99	6.00	0.00	9.07	10.93			
451.06	6.00	0.00	7.89	11.29			
451.06	6.00	7.00	8.77	11.22			
451.12	6.00	0.00	9.17	10.91			
451.12	6.00	3.00	8.57	11.53			
451.19	6.00	0.00	8.40	10.99			
451.19	6.00	0.00	9.52	12.87			
451.26	6.00	0.00	8.24	10.26			
451.26	6.00	0.00	8.42	12.19			
451.33	6.00	0.00	8.26	11.29			
451.33	6.00	0.00	9.08	12.72			
451.40	6.00	0.00	8.41	11.09			
451.40	6.00	0.00	7.61	11.57			
451.47	6.00	0.00	8.33	11.06			
451.47	6.00	0.00	8.64	10.70			
451.54	6.00	0.00	8.42	12.15			
451.54	6.00	0.00	7.84	10.89			
451.60	6.00	0.00	8.86	11.79			
451.60	6.00	0.00	8.41	10.47			
451.67	6.00	4.00	9.23	12.70			
451.67	6.00	0.00	8.72	10.79			
451.74	6.00	0.00	9.47	11.47			
451.74	6.00	0.00	8.73	11.22			
451.81	5.00	0.00	8.22	11.57			
451.81	6.00	0.00	9.47	12.47			
451.88	6.00	0.00	8.40	10.70			
451.88	6.00	0.00	8.75	11.64			
451.95	6.00	9.00	8.51	11.29			
451.95	6.00	0.00	8.56	11.61			
452.02	6.00	0.00	8.60	10.62			
452.02	6.00	0.00	7.83	11.43			
452.08	6.00	0.00	7.64	11.23			
452.08	6.00	0.00	8.69	10.95			
452.15	6.00	0.00	8.94	11.85			
452.15	6.00	0.00	7.37	10.67			
452.22	6.00	0.00	8.27	11.80			
452.22	6.00	0.00	8.84	10.52			
452.29	6.00	0.00	9.65	11.89			
452.29	6.00	0.00	8.12	10.68			
452.36	6.00	0.00	9.26	10.59			
452.36	6.00	7.00	9.35	10.74			
452.43	6.00	0.00	8.33	11.26			
452.43	6.00	0.00	8.60	11.92			
452.50	6.00	22.00	8.35	10.93			
452.50	6.00	0.00	9.20	11.76			
452.57	6.00	7.00	7.63	11.02			
452.57	6.00	0.00	9.64	12.57			
452.63	6.00	0.00	9.13	11.05			
452.63	6.00	0.00	7.99	11.80			
452.70	6.00	0.00	8.16	11.23			
452.70	6.00	0.00	8.52	10.99			
452.77	6.00	0.00	9.91	11.86			
452.77	6.00	9.00	6.91	11.00			
452.84	6.00	0.00	9.10	12.23			
452.84	6.00	0.00	9.06	10.62			
452.91	6.00	0.00	9.38	11.91			
452.91	6.00	0.00	8.38	10.90			
452.98	6.00	0.00	8.41	11.07			
452.98	6.00	0.00	8.91	10.47			
453.05	6.00	0.00	8.18	11.12			
453.05	6.00	0.00	9.21	11.46			
453.11	6.00	0.00	8.79	10.53			
453.11	6.00	0.00	9.09	11.45			
453.18	6.00	0.00	8.39	10.85			
453.18	6.00	0.00	8.97	12.40			
453.25	6.00	0.00	8.15	10.37			
453.25	6.00	0.00	8.83	11.74			
453.32	6.00	0.00	7.54	11.04			
453.32	6.00	0.00	8.70	11.45			
453.39	6.00	1.00	8.79	11.40			
453.39	6.00	0.00	7.74	11.71			
453.46	6.00	0.00	8.16	12.17			
453.46	6.00	0.00	8.67	10.99			
453.53	6.00	0.00	9.69	12.12			
453.53	6.00	0.00	7.28	10.49			
453.59	6.00	0.00	8.69	12.00			
453.59	6.00	0.00	8.18	10.82			
453.66	6.00	0.00	8.62	10.98			
453.66	6.00	3.00	8.16	11.44			
453.73	6.00	0.00	8.55	10.77			
453.73	6.00	0.00	9.03	11.18			
453.80	6.00	0.00	8.54	10.80			
453.80	5.00	0.00	9.80	12.35			
453.87	6.00	0.00	9.05	11.17			
453.87	6.00	0.00	9.28	12.61			
453.94	6.00	0.00	8.58	11.28			
453.94	6.00	0.00	9.59	11.68			
454.01	6.00	0.00	8.44	10.72			
454.01	6.00	0.00	8.69	11.16			
454.07	6.00	0.00	8.80	12.24			
454.07	6.00	0.00	8.71	11.13			
454.14	6.00	0.00	9.12	12.07			
454.14	6.00	0.00	8.57	10.69			
454.21	6.00	0.00	8.74	12.19			
454.21	6.00	0.00	7.75	11.24			
454.28	6.00	7.00	8.94	11.37			
454.28	6.00	0.00	8.44	11.59			
454.35	6.00	0.00	8.90	11.11			
454.35	6.00	0.00	8.98	11.71			
454.42	6.00	0.00	8.98	10.37			
454.42	6.00	0.00	9.73	12.53			
454.49	6.00	0.00	8.10	11.51			
454.49	6.00	0.00	9.18	11.47			
454.55	6.00	0.00	8.55	10.32			
454.55	6.00	0.00	9.18	11.14			
454.62	6.00	0.00	8.43	11.47			
454.62	6.00	0.00	8.35	10.59			
454.69	6.00	10.00	8.20	11.89			
454.69	6.00	0.00	7.68	11.42			
454.76	6.00	0.00	8.60	12.74			
454.76	6.00	0.00	8.30	11.38			
454.83	6.00	0.00	9.03	12.16			
454.83	6.00	0.00	8.05	10.89			
454.90	6.00	0.00	7.95	10.97			
454.90	6.00	0.00	8.46	11.55			
454.97	6.00	0.00	9.20	10.79			
454.97	6.00	0.00	8.98	10.70			
455.04	6.00	0.00	8.69	10.98			
455.04	5.00	0.00	9.48	12.95			
455.10	5.00	0.00	9.44	11.87			
455.10	6.00	7.00	9.28	11.82			
455.17	6.00	0.00	8.49	10.47			
455.17	6.00	0.00	9.62	12.03			
