Position [m]	Intensity	Int_Area	Int_Edge1	Int_Edge2	Position Sensor [m]	Temperature Sensor 1 [°C]	Temperature Sensor 2 [°C]
1560.29	6.00	0.00	8.85	14.30			
1560.36	6.00	3.00	8.20	12.89			
1560.36	6.00	0.00	8.12	13.38			
1560.43	6.00	0.00	8.75	13.07			
1560.43	6.00	0.00	8.23	13.12			
1560.50	6.00	0.00	7.99	12.65			
1560.50	6.00	24.00	7.78	12.28			
1560.57	6.00	0.00	8.81	13.34			
1560.57	6.00	0.00	9.20	12.44			
1560.63	6.00	0.00	8.47	12.46			
1560.63	6.00	0.00	8.71	13.06			
1560.70	6.00	0.00	9.46	12.73			
1560.70	6.00	0.00	7.96	12.82			
1560.77	6.00	8.00	8.73	12.49			
1560.77	6.00	0.00	8.55	13.35			
1560.84	6.00	0.00	9.41	13.95			
1560.84	6.00	0.00	8.02	13.29			
1560.91	6.00	0.00	9.26	13.90			
1560.91	6.00	0.00	8.35	12.66			
1560.98	6.00	0.00	8.15	13.20			
1560.98	6.00	4.00	7.74	12.10			
1561.05	6.00	8.00	8.20	13.08			
1561.05	6.00	2.00	8.21	12.43			
1561.11	6.00	7.00	8.31	13.72			
1561.11	6.00	0.00	7.82	13.66			
1561.18	6.00	4.00	8.43	11.81			
1561.18	6.00	3.00	9.06	12.33			
1561.25	6.00	0.00	8.48	14.70			
1561.25	6.00	0.00	9.05	14.30			
1561.32	6.00	2.00	7.88	12.44			
1561.32	6.00	0.00	9.01	14.24			
1561.39	6.00	0.00	8.21	13.37			
1561.39	6.00	2.00	8.39	13.29			
1561.46	6.00	2.00	9.15	12.71			
1561.46	6.00	0.00	8.87	14.59			
1561.53	6.00	0.00	8.01	13.06			
1561.53	6.00	0.00	8.40	13.76			
1561.59	6.00	0.00	8.51	12.50			
1561.59	6.00	0.00	8.66	13.65			
1561.66	6.00	0.00	7.86	12.79			
1561.66	6.00	4.00	8.98	11.29			
1561.73	6.00	1.00	8.46	14.27			
1561.73	6.00	0.00	7.25	13.24			
1561.80	6.00	0.00	8.13	13.39			
1561.80	6.00	2.00	8.05	12.26			
1561.87	6.00	8.00	8.57	13.47			
1561.87	6.00	0.00	8.18	12.79			
1561.94	6.00	0.00	8.53	12.06			
1561.94	6.00	0.00	8.39	13.19			
1562.01	6.00	0.00	8.21	13.16			
1562.01	6.00	0.00	8.48	13.65			
1562.08	6.00	0.00	7.80	11.17			
1562.08	6.00	0.00	8.55	12.98			
1562.14	6.00	0.00	8.40	12.80			
1562.14	6.00	0.00	8.57	12.74			
1562.21	6.00	0.00	8.49	12.37			
1562.21	6.00	0.00	8.65	13.47			
1562.28	6.00	4.00	7.96	12.96			
1562.28	6.00	0.00	8.60	13.43			
1562.35	6.00	4.00	8.30	13.73			
1562.35	6.00	0.00	7.04	12.56			
1562.42	6.00	7.00	7.83	13.32			
1562.42	6.00	0.00	8.06	12.79			
1562.49	6.00	0.00	8.23	12.58			
1562.49	6.00	0.00	8.33	14.18			
1562.56	6.00	0.00	7.75	13.44			
1562.56	6.00	0.00	7.92	13.09			
1562.62	6.00	4.00	8.99	13.21			
1562.62	6.00	0.00	8.95	13.07			
1562.69	6.00	0.00	8.82	12.76			
1562.69	6.00	4.00	8.57	13.59			
1562.76	6.00	0.00	8.60	14.40			
1562.76	6.00	0.00	8.54	12.95			
1562.83	6.00	5.00	8.73	13.02			
1562.83	6.00	8.00	8.21	12.80			
1562.90	6.00	0.00	8.24	12.84			
1562.90	6.00	0.00	8.07	12.26			
1562.97	6.00	0.00	7.59	12.78			
1562.97	6.00	2.00	7.56	13.50			
1563.04	6.00	0.00	8.55	12.79			
1563.04	6.00	0.00	8.61	12.57			
1563.10	6.00	0.00	8.02	12.75			
1563.10	6.00	0.00	8.35	13.41			
1563.17	6.00	3.00	8.93	12.38			
1563.17	6.00	3.00	8.50	12.01			
1563.24	6.00	0.00	7.94	12.20			
1563.24	6.00	2.00	9.40	14.35			
1563.31	6.00	0.00	8.85	12.63			
1563.31	6.00	0.00	7.86	13.35			
1563.38	6.00	0.00	8.84	13.71			
1563.38	6.00	0.00	9.08	12.73			
1563.45	6.00	0.00	9.22	12.90			
1563.45	6.00	0.00	8.52	12.68			
1563.52	6.00	0.00	8.77	13.03			
1563.52	6.00	0.00	8.38	12.73			
1563.58	6.00	0.00	8.70	13.80			
1563.58	6.00	0.00	7.68	12.69			
1563.65	6.00	0.00	9.24	13.82			
1563.65	6.00	0.00	8.77	12.07			
1563.72	6.00	4.00	8.39	13.08			
1563.72	6.00	10.00	8.11	13.37			
1563.79	6.00	14.00	7.96	12.41			
1563.79	6.00	0.00	8.75	14.09			
1563.86	6.00	0.00	7.76	13.41			
1563.86	6.00	0.00	8.51	12.62			
1563.93	6.00	0.00	8.97	12.48			
1563.93	6.00	0.00	7.72	14.27			
1564.00	6.00	0.00	8.54	13.49			
1564.00	6.00	0.00	9.06	13.03			
1564.07	6.00	0.00	8.49	12.64			
1564.07	6.00	7.00	8.48	12.43			
1564.13	6.00	8.00	8.07	12.42			
1564.13	6.00	0.00	9.12	12.37			
1564.20	6.00	0.00	9.33	12.95			
1564.20	6.00	3.00	6.88	12.68			
1564.27	6.00	0.00	9.03	14.23			
1564.27	6.00	0.00	8.05	11.94			
1564.34	6.00	0.00	7.59	12.64			
1564.34	6.00	0.00	8.15	12.91			
1564.41	6.00	13.00	8.00	12.36			
1564.41	6.00	3.00	7.80	11.88			
1564.48	6.00	0.00	7.94	13.98			
1564.48	6.00	0.00	7.54	11.74			
1564.55	6.00	0.00	8.51	13.30			
1564.55	6.00	0.00	8.40	12.97			
1564.61	6.00	0.00	7.78	13.34			
1564.61	6.00	3.00	9.19	13.66			
1564.68	6.00	0.00	9.12	13.16			
1564.68	6.00	0.00	8.63	13.19			
1564.75	6.00	2.00	7.71	12.12			
1564.75	6.00	3.00	8.88	12.16			
1564.82	6.00	0.00	8.75	13.87			
1564.82	6.00	0.00	7.96	13.70			
1564.89	6.00	0.00	8.48	12.18			
1564.89	6.00	0.00	8.70	12.91			
1564.96	6.00	0.00	7.78	12.64			
1564.96	6.00	0.00	8.40	14.44			
1565.03	6.00	0.00	8.30	12.37			
1565.03	6.00	0.00	8.51	13.14			
1565.09	6.00	0.00	7.24	13.70			
1565.09	6.00	0.00	7.68	12.43			
1565.16	6.00	0.00	8.34	12.37			
1565.16	6.00	3.00	8.04	11.39			
1565.23	6.00	0.00	7.73	14.45			
1565.23	6.00	0.00	8.18	12.03			
1565.30	6.00	9.00	8.25	13.02			
1565.30	6.00	0.00	8.41	13.47			
1565.37	6.00	0.00	8.19	12.54			
1565.37	6.00	0.00	8.26	12.66			
1565.44	6.00	0.00	8.74	12.92			
1565.44	6.00	0.00	7.99	13.43			
1565.51	6.00	0.00	8.44	13.33			
1565.51	6.00	7.00	8.11	12.79			
1565.57	6.00	0.00	8.80	13.79			
1565.57	6.00	0.00	8.06	13.23			
1565.64	6.00	4.00	7.89	12.15			
1565.64	6.00	8.00	8.41	11.83			
1565.71	6.00	0.00	7.95	12.84			
1565.71	6.00	0.00	7.83	13.32			
1565.78	6.00	0.00	8.41	12.19			
1565.78	6.00	0.00	7.39	13.08			
1565.85	6.00	0.00	7.35	13.12			
1565.85	6.00	0.00	8.37	12.99			
1565.92	6.00	0.00	7.78	12.71			
1565.92	6.00	0.00	7.88	13.37			
1565.99	6.00	0.00	8.85	12.00			
1565.99	6.00	0.00	8.74	12.34			
1566.05	6.00	0.00	8.00	13.04			
1566.05	6.00	0.00	8.35	13.94			
1566.12	6.00	0.00	8.63	12.50			
1566.12	6.00	0.00	8.45	12.15			
1566.19	6.00	0.00	8.22	13.51			
1566.19	6.00	0.00	8.10	13.21			
1566.26	6.00	0.00	8.79	13.62			
1566.26	6.00	0.00	7.78	11.72			
1566.33	6.00	0.00	7.43	13.75			
1566.33	6.00	0.00	8.11	12.98			
1566.40	6.00	0.00	7.98	12.68			
1566.40	6.00	0.00	7.96	12.04			
1566.47	6.00	0.00	7.45	13.27			
1566.47	6.00	0.00	8.44	13.17			
1566.53	6.00	4.00	8.22	12.76			
1566.53	6.00	0.00	8.09	13.31			
1566.60	6.00	0.00	7.66	12.78			
1566.60	6.00	0.00	8.37	12.41			
1566.67	6.00	0.00	8.73	13.93			
1566.67	6.00	2.00	7.72	13.45			
1566.74	6.00	0.00	7.93	12.45			
1566.74	6.00	0.00	9.03	11.96			
1566.81	6.00	0.00	8.54	12.51			
1566.81	6.00	1.00	7.54	13.38			
1566.88	6.00	0.00	9.04	13.03			
1566.88	6.00	8.00	8.25	13.29			
1566.95	6.00	0.00	8.45	13.83			
1566.95	6.00	0.00	8.15	14.30			
1567.02	6.00	0.00	7.97	12.10			
1567.02	6.00	3.00	7.63	13.28			
1567.08	6.00	8.00	7.55	13.14			
1567.08	6.00	0.00	8.28	13.31			
1567.15	6.00	0.00	8.07	12.79			
1567.15	6.00	0.00	8.08	13.26			
1567.22	6.00	0.00	7.69	13.11			
1567.22	6.00	0.00	8.65	12.28			
1567.29	6.00	0.00	8.93	12.23			
1567.29	6.00	0.00	8.23	14.54			
1567.36	6.00	0.00	7.71	11.20			
1567.36	6.00	0.00	9.30	12.92			
1567.43	6.00	0.00	8.32	13.20			
1567.43	6.00	0.00	8.21	13.44			
1567.50	6.00	0.00	9.10	13.62			
1567.50	6.00	3.00	8.14	11.53			
1567.56	6.00	0.00	8.46	13.50			
1567.56	6.00	0.00	7.74	12.59			
1567.63	6.00	5.00	8.29	11.82			
1567.63	6.00	0.00	7.81	12.11			
1567.70	6.00	0.00	7.42	11.74			
1567.70	6.00	0.00	7.91	12.65			
1567.77	6.00	0.00	8.35	12.96			
1567.77	6.00	0.00	8.38	12.72			
1567.84	6.00	18.00	7.58	12.72			
1567.84	6.00	0.00	8.24	12.49			
1567.91	6.00	0.00	8.78	12.14			
1567.91	6.00	0.00	8.08	13.62			
1567.98	6.00	0.00	8.21	13.01			
1567.98	6.00	0.00	8.03	13.16			
1568.04	6.00	0.00	9.21	12.53			
1568.04	6.00	0.00	8.20	13.85			
1568.11	6.00	0.00	8.44	12.48			
1568.11	6.00	2.00	8.32	12.45			
1568.18	6.00	3.00	8.75	12.99			
1568.18	6.00	0.00	8.10	13.04			
1568.25	6.00	0.00	8.41	12.79			
1568.25	6.00	0.00	8.14	12.60			
1568.32	6.00	0.00	8.04	12.71			
1568.32	6.00	0.00	7.72	14.01			
1568.39	6.00	0.00	8.89	12.26			
1568.39	6.00	0.00	8.23	13.33			
1568.46	6.00	0.00	7.93	13.09			
1568.46	6.00	1.00	8.04	13.05			
1568.52	6.00	2.00	8.23	13.10			
1568.52	6.00	0.00	8.30	14.07			
1568.59	6.00	4.00	7.48	12.99			
1568.59	6.00	10.00	8.69	12.54			
1568.66	6.00	0.00	8.52	12.52			
1568.66	6.00	0.00	8.18	12.51			
1568.73	6.00	0.00	8.46	13.11			
1568.73	6.00	9.00	7.97	11.78			
1568.80	6.00	0.00	8.57	12.39			
1568.80	6.00	7.00	8.23	13.75			
1568.87	6.00	3.00	9.05	12.36			
1568.87	6.00	0.00	8.35	11.78			
1568.94	6.00	0.00	8.11	12.02			
1568.94	6.00	0.00	8.68	13.26			
1569.01	6.00	0.00	7.93	12.64			
1569.01	6.00	0.00	8.07	12.89			
1569.07	6.00	0.00	7.58	13.20			
1569.07	6.00	0.00	8.67	12.24			
1569.14	6.00	0.00	7.96	12.83			
1569.14	6.00	0.00	8.01	12.76			
1569.21	6.00	0.00	7.88	12.75			
1569.21	6.00	0.00	8.45	13.42			
1569.28	6.00	6.00	7.95	12.65			
1569.28	6.00	0.00	8.09	12.99			
1569.35	6.00	0.00	7.75	14.17			
1569.35	6.00	14.00	8.20	12.40			
1569.42	6.00	4.00	8.04	13.49			
1569.42	6.00	3.00	7.91	12.55			
1569.49	6.00	0.00	9.18	13.00			
1569.49	6.00	0.00	8.64	12.80			
1569.55	6.00	0.00	8.33	12.30			
1569.55	6.00	2.00	8.54	13.02			
1569.62	6.00	2.00	8.29	12.74			
1569.62	6.00	0.00	8.34	13.06			
1569.69	6.00	0.00	7.16	13.05			
1569.69	6.00	0.00	8.54	13.47			
1569.76	6.00	0.00	7.89	13.07			
1569.76	6.00	0.00	7.69	11.95			
1569.83	6.00	2.00	7.82	11.95			
1569.83	6.00	0.00	8.92	12.47			
1569.90	6.00	4.00	7.93	12.22			
1569.90	6.00	0.00	7.38	12.99			
1569.97	6.00	0.00	8.42	13.80			
1569.97	6.00	9.00	8.10	13.25			
1570.03	6.00	0.00	8.11	12.29			
1570.03	6.00	0.00	7.23	12.42			
1570.10	6.00	5.00	9.12	13.80			
1570.10	6.00	0.00	7.82	12.66			
1570.17	6.00	0.00	7.65	13.93			
1570.17	6.00	0.00	8.96	12.20			
1570.24	6.00	0.00	8.40	13.38			
1570.24	6.00	5.00	8.41	12.76			
1570.31	6.00	0.00	7.49	12.65			
1570.31	6.00	0.00	9.59	13.03			
1570.38	6.00	0.00	8.33	13.16			
1570.38	6.00	3.00	7.94	13.01			
1570.45	6.00	0.00	7.46	12.66			
1570.45	6.00	10.00	8.73	12.10			
1570.51	6.00	0.00	8.48	12.89			
1570.51	6.00	0.00	7.65	13.09			
1570.58	6.00	0.00	8.03	12.99			
1570.58	6.00	0.00	8.45	11.95			
1570.65	6.00	0.00	7.88	12.59			
1570.65	6.00	3.00	7.99	13.26			
1570.72	6.00	0.00	9.67	13.31			
1570.72	6.00	8.00	9.13	13.48			
1570.79	6.00	0.00	7.86	13.51			
1570.79	6.00	0.00	8.20	12.47			
1570.86	6.00	0.00	8.96	12.41			
1570.86	6.00	7.00	8.79	12.59			
1570.93	6.00	0.00	7.62	12.91			
1570.93	6.00	0.00	7.95	12.72			
1570.99	6.00	1.00	8.28	13.02			
1570.99	6.00	0.00	8.31	12.31			
1571.06	6.00	0.00	7.69	13.54			
1571.06	6.00	1.00	10.21	13.42			
1571.13	6.00	0.00	8.48	13.01			
1571.13	6.00	4.00	7.75	14.07			
1571.20	6.00	0.00	8.16	12.80			
1571.20	6.00	0.00	7.52	12.78			
1571.27	6.00	0.00	9.03	12.13			
1571.27	6.00	0.00	7.67	13.09			
1571.34	6.00	0.00	8.55	12.52			
1571.34	6.00	0.00	8.15	12.49			
1571.41	6.00	4.00	8.54	13.75			
1571.41	6.00	0.00	8.22	13.23			
1571.47	6.00	0.00	7.99	12.63			
1571.47	6.00	0.00	8.82	13.31			
1571.54	6.00	0.00	7.91	13.41			
1571.54	6.00	8.00	8.26	13.79			
1571.61	6.00	0.00	8.48	12.26			
1571.61	6.00	0.00	8.29	12.71			
1571.68	6.00	0.00	7.75	13.38			
1571.68	6.00	0.00	8.54	13.76			
1571.75	6.00	0.00	8.51	13.44			
1571.75	6.00	0.00	7.83	13.93			
1571.82	6.00	0.00	7.86	12.30			
1571.82	6.00	0.00	8.26	12.07			
1571.89	6.00	3.00	8.07	13.49			
1571.89	6.00	0.00	7.64	13.92			
1571.96	6.00	0.00	8.92	13.39			
1571.96	6.00	2.00	7.93	12.45			
1572.02	6.00	4.00	8.38	13.64			
1572.02	6.00	4.00	7.63	13.24			
1572.09	6.00	0.00	8.81	12.21			
1572.09	6.00	0.00	8.98	11.50			
1572.16	6.00	3.00	7.71	13.04			
1572.16	6.00	0.00	7.84	13.30			
1572.23	6.00	0.00	8.85	13.45			
1572.23	6.00	0.00	8.75	13.11			
1572.30	6.00	0.00	8.08	13.69			
1572.30	6.00	0.00	8.31	11.77			
1572.37	6.00	0.00	8.88	12.87			
1572.37	6.00	0.00	8.84	13.38			
1572.44	6.00	4.00	7.83	13.61			
1572.44	6.00	0.00	7.66	12.30			
1572.50	6.00	0.00	8.57	12.30			
1572.50	6.00	0.00	7.21	12.54			
1572.57	6.00	0.00	8.32	13.08			
1572.57	6.00	0.00	9.01	12.88			
1572.64	6.00	0.00	8.09	12.43			
1572.64	6.00	0.00	8.26	12.95			
1572.71	6.00	0.00	8.26	11.92			
1572.78	6.00	11.00	8.73	12.37			
1572.78	6.00	0.00	7.95	13.85			
1572.85	6.00	0.00	8.02	13.23			
1572.85	6.00	0.00	8.89	12.50			
1572.92	6.00	0.00	7.90	12.26			
1572.92	6.00	3.00	8.10	13.74			
1572.98	6.00	13.00	8.40	13.62			
1572.98	6.00	10.00	9.33	12.99			
1573.05	6.00	0.00	8.42	12.91			
1573.05	6.00	0.00	8.50	13.58			
1573.12	6.00	0.00	7.91	11.66			
1573.12	6.00	7.00	8.65	12.63			
1573.19	6.00	4.00	7.39	13.85			
1573.19	6.00	8.00	8.34	14.33			
1573.26	6.00	0.00	7.64	12.40			
1573.26	6.00	0.00	8.19	12.98			
1573.33	6.00	0.00	7.80	13.51			
1573.33	6.00	0.00	8.62	12.49			
1573.40	6.00	0.00	8.70	12.72			
1573.40	6.00	0.00	7.96	14.56			
1573.46	6.00	0.00	8.00	13.76			
1573.46	6.00	2.00	8.54	12.75			
1573.53	6.00	0.00	9.15	12.27			
1573.53	6.00	0.00	8.06	13.81			
1573.60	6.00	0.00	8.79	12.54			
1573.60	6.00	0.00	8.97	12.89			
1573.67	6.00	4.00	9.17	12.80			
1573.67	6.00	0.00	7.68	13.12			
1573.74	6.00	6.00	8.30	12.71			
1573.74	6.00	0.00	8.26	12.64			
1573.81	6.00	2.00	7.54	12.68			
1573.81	6.00	0.00	8.39	13.15			
1573.88	6.00	4.00	7.83	12.56			
1573.88	6.00	0.00	7.70	12.52			
1573.95	6.00	0.00	7.43	12.63			
1573.95	6.00	6.00	8.24	12.80			
1574.01	6.00	0.00	8.16	12.84			
1574.01	6.00	0.00	8.30	13.11			
1574.08	6.00	2.00	7.68	14.47			
1574.08	6.00	0.00	9.12	13.04			
1574.15	6.00	3.00	8.29	12.15			
1574.15	6.00	0.00	7.70	13.12			
1574.22	6.00	0.00	8.16	13.01			
1574.22	6.00	0.00	9.05	12.85			
1574.29	6.00	0.00	8.47	13.40			
1574.29	6.00	0.00	8.11	13.81			
1574.36	6.00	0.00	8.41	12.25			
1574.36	6.00	0.00	8.31	11.75			
1574.43	6.00	0.00	8.01	13.64			
1574.43	6.00	9.00	7.97	13.65			
1574.49	6.00	0.00	7.99	13.56			
1574.49	6.00	0.00	7.61	13.40			
1574.56	6.00	0.00	7.52	12.40			
1574.56	6.00	0.00	7.86	12.86			
1574.63	6.00	3.00	8.09	13.10			
1574.63	6.00	0.00	7.53	13.32			
1574.70	6.00	3.00	7.83	12.52			
1574.70	6.00	0.00	7.95	13.23			
1574.77	6.00	0.00	8.44	13.72			
1574.77	6.00	0.00	8.08	13.91			
1574.84	6.00	0.00	8.39	12.84			
1574.84	6.00	0.00	8.31	12.82			
1574.91	6.00	0.00	8.02	12.31			
1574.91	6.00	0.00	8.27	12.93			
1574.97	6.00	0.00	9.21	13.13			
1574.97	6.00	4.00	9.05	11.84			
1575.04	6.00	4.00	7.51	13.94			
1575.04	6.00	0.00	8.83	13.72			
1575.11	6.00	0.00	7.93	13.18			
1575.11	6.00	0.00	8.23	13.40			
1575.18	6.00	4.00	7.81	14.29			
1575.18	6.00	12.00	7.75	12.04			
1575.25	6.00	0.00	8.68	12.97			
1575.25	6.00	1.00	8.15	13.69			
1575.32	6.00	4.00	7.48	13.71			
1575.32	6.00	0.00	8.49	11.90			
1575.39	6.00	7.00	8.69	12.09			
1575.39	6.00	7.00	8.48	13.06			
1575.45	6.00	0.00	8.46	13.29			
1575.45	6.00	0.00	7.97	12.77			
1575.52	6.00	0.00	8.86	13.61			
1575.52	6.00	0.00	7.98	13.82			
1575.59	6.00	13.00	8.75	12.30			
1575.59	6.00	0.00	8.86	12.88			
1575.66	6.00	0.00	8.40	12.75			
1575.66	6.00	2.00	8.38	12.22			
1575.73	6.00	0.00	8.77	12.80			
1575.73	6.00	0.00	8.51	12.00			
1575.80	6.00	8.00	7.33	13.92			
1575.80	6.00	2.00	8.86	13.31			
1575.87	6.00	0.00	8.20	13.06			
1575.87	6.00	0.00	8.07	12.48			
1575.93	6.00	7.00	8.14	13.41			
1575.93	6.00	0.00	7.72	13.07			
1576.00	6.00	0.00	8.04	12.42			
1576.00	6.00	4.00	7.91	13.27			
1576.07	6.00	0.00	8.22	12.46			
1576.07	6.00	0.00	8.22	12.51			
1576.14	6.00	5.00	8.57	12.00			
1576.14	6.00	0.00	7.91	13.24			
1576.21	6.00	0.00	8.46	12.03			
1576.21	6.00	0.00	8.51	12.57			
1576.28	6.00	0.00	8.47	13.29			
1576.28	6.00	0.00	8.08	12.78			
1576.35	6.00	0.00	8.62	12.22			
1576.35	6.00	15.00	9.16	12.47			
1576.41	6.00	0.00	8.11	13.17			
1576.41	6.00	0.00	9.16	12.86			
1576.48	6.00	0.00	8.14	13.15			
1576.48	6.00	0.00	7.71	13.33			
1576.55	6.00	0.00	8.05	13.73			
1576.55	6.00	0.00	8.09	11.91			
1576.62	6.00	0.00	8.81	11.07			
1576.62	6.00	0.00	8.06	11.48			
1576.69	6.00	0.00	7.60	12.20			
1576.69	6.00	0.00	7.94	13.23			
1576.76	6.00	0.00	8.20	12.44			
1576.76	6.00	7.00	7.58	13.47			
1576.83	6.00	0.00	9.33	13.31			
1576.83	6.00	0.00	8.44	12.36			
1576.90	6.00	0.00	8.12	13.86			
1576.90	6.00	0.00	8.69	13.28			
1576.96	6.00	0.00	8.45	12.66			
1576.96	6.00	5.00	8.06	12.25			
1577.03	6.00	0.00	8.39	13.08			
1577.03	6.00	0.00	8.36	12.09			
1577.10	6.00	0.00	7.94	12.53			
1577.10	6.00	0.00	8.13	11.68			
1577.17	6.00	0.00	7.49	13.26			
1577.17	6.00	0.00	8.11	12.12			
1577.24	6.00	4.00	8.16	12.30			
1577.24	6.00	5.00	7.46	12.53			
1577.31	6.00	0.00	8.12	13.92			
1577.31	6.00	0.00	8.11	12.66			
1577.38	6.00	10.00	8.54	12.38			
1577.38	6.00	0.00	8.11	13.17			
1577.44	6.00	0.00	8.21	12.32			
1577.44	6.00	0.00	7.85	12.96			
1577.51	6.00	0.00	8.74	12.80			
1577.51	6.00	0.00	8.24	13.31			
1577.58	6.00	0.00	8.53	12.42			
1577.58	6.00	0.00	8.73	12.46			
1577.65	6.00	0.00	8.25	12.84			
1577.65	6.00	0.00	8.84	13.01			
1577.72	6.00	0.00	8.16	12.40			
1577.72	6.00	1.00	8.45	13.48			
1577.79	6.00	0.00	7.54	13.39			
1577.79	6.00	7.00	7.73	13.67			
1577.86	6.00	0.00	8.28	12.65			
1577.86	6.00	10.00	8.69	12.75			
1577.92	6.00	3.00	7.61	13.09			
1577.92	6.00	3.00	8.51	13.47			
1577.99	6.00	0.00	8.67	13.18			
1577.99	6.00	13.00	7.80	11.61			
1578.06	6.00	0.00	9.18	12.11			
1578.06	6.00	0.00	7.96	12.04			
1578.13	6.00	3.00	8.67	12.85			
1578.13	6.00	0.00	7.85	12.65			
1578.20	6.00	0.00	8.66	12.25			
1578.20	6.00	0.00	8.46	11.78			
1578.27	6.00	4.00	8.02	13.41			
1578.27	6.00	0.00	8.39	12.58			
1578.34	6.00	4.00	8.58	12.75			
1578.34	6.00	0.00	9.19	12.60			
1578.40	6.00	0.00	8.03	12.70			
1578.40	6.00	0.00	8.62	14.55			
1578.47	6.00	0.00	8.43	12.11			
1578.47	6.00	0.00	7.79	13.03			
1578.54	6.00	0.00	7.76	11.54			
1578.54	6.00	0.00	8.56	12.99			
1578.61	6.00	0.00	8.28	11.44			
1578.61	6.00	4.00	8.01	13.46			
1578.68	6.00	0.00	7.68	12.60			
1578.68	6.00	0.00	8.48	12.56			
1578.75	6.00	0.00	8.24	12.81			
1578.75	6.00	0.00	7.95	13.01			
1578.82	6.00	5.00	8.74	13.10			
1578.82	6.00	0.00	8.75	11.90			
1578.88	6.00	35.00	8.54	13.43			
1578.88	6.00	0.00	8.24	12.97			
1578.95	6.00	0.00	8.96	14.43			
1578.95	6.00	0.00	8.78	12.32			
1579.02	6.00	9.00	8.16	12.72			
1579.02	6.00	0.00	8.62	12.21			
1579.09	6.00	0.00	7.89	12.65			
1579.09	6.00	0.00	8.30	12.15			
1579.16	6.00	0.00	7.81	14.08			
1579.16	6.00	14.00	8.82	12.89			
1579.23	6.00	0.00	9.07	12.32			
1579.23	6.00	2.00	7.69	13.10			
1579.30	6.00	9.00	8.59	13.02			
1579.30	6.00	0.00	8.48	13.58			
1579.37	6.00	0.00	7.99	13.14			
1579.37	6.00	0.00	7.88	13.11			
1579.43	6.00	12.00	8.38	12.93			
1579.43	6.00	0.00	8.46	12.04			
1579.50	6.00	0.00	8.27	13.00			
1579.50	6.00	10.00	8.23	13.70			
1579.57	6.00	0.00	8.72	12.42			
1579.57	6.00	0.00	8.84	11.92			
1579.64	6.00	6.00	8.12	13.12			
1579.64	6.00	12.00	8.43	12.43			
1579.71	6.00	0.00	8.53	12.68			
1579.71	6.00	0.00	8.39	13.05			
1579.78	6.00	0.00	7.90	12.77			
1579.78	6.00	0.00	8.45	12.16			
1579.85	6.00	0.00	8.24	11.36			
1579.85	6.00	0.00	7.87	12.69			
1579.91	6.00	0.00	8.00	13.32			
1579.91	6.00	0.00	7.91	12.22			
1579.98	6.00	0.00	8.18	13.07			
1579.98	6.00	0.00	7.78	14.02			
1580.05	6.00	0.00	8.22	13.62			
1580.05	6.00	0.00	8.28	11.82			
1580.12	6.00	0.00	8.54	13.80			
1580.12	6.00	0.00	8.17	13.42			
1580.19	6.00	0.00	8.70	13.04			
1580.19	6.00	8.00	9.23	12.68			
1580.26	6.00	3.00	7.88	12.64			
1580.26	6.00	0.00	8.65	12.44			
1580.33	6.00	0.00	8.24	11.47			
1580.33	6.00	0.00	8.62	12.58			
1580.39	6.00	0.00	7.82	13.20			
1580.39	6.00	0.00	9.02	14.20			
1580.46	6.00	0.00	8.23	12.31			
1580.46	6.00	0.00	8.04	13.09			
1580.53	6.00	40.00	7.65	12.72			
1580.53	6.00	0.00	7.69	12.78			
1580.60	6.00	0.00	8.13	12.60			
1580.60	6.00	2.00	7.80	13.21			
1580.67	6.00	0.00	8.26	12.84			
1580.67	6.00	4.00	7.71	13.50			
1580.74	6.00	0.00	8.53	12.32			
1580.74	6.00	0.00	8.06	12.68			
1580.81	6.00	0.00	8.57	13.05			
1580.81	6.00	0.00	8.36	11.17			
1580.87	6.00	0.00	7.72	11.63			
1580.87	6.00	0.00	9.05	12.87			
1580.94	6.00	3.00	8.11	12.62			
1580.94	6.00	0.00	8.73	12.65			
1581.01	6.00	2.00	7.73	11.73			
1581.01	6.00	8.00	8.69	12.98			
1581.08	6.00	0.00	8.48	11.64			
1581.08	6.00	0.00	8.46	13.60			
1581.15	6.00	0.00	8.07	12.90			
1581.15	6.00	0.00	7.72	13.28			
1581.22	6.00	0.00	8.56	12.31			
1581.22	6.00	3.00	8.09	13.23			
1581.29	6.00	0.00	8.42	11.85			
1581.29	6.00	5.00	7.74	11.21			
1581.36	6.00	0.00	8.21	13.47			
1581.36	6.00	0.00	7.69	13.65			
1581.42	6.00	0.00	8.70	12.27			
1581.42	6.00	0.00	7.83	12.76			
1581.49	6.00	0.00	7.61	12.67			
1581.49	6.00	8.00	8.55	13.71			
1581.56	6.00	2.00	8.46	11.77			
1581.56	6.00	5.00	8.67	12.83			
1581.63	6.00	0.00	7.67	13.10			
1581.63	6.00	0.00	9.38	12.22			
1581.70	6.00	0.00	9.01	11.91			
1581.70	6.00	4.00	8.24	12.81			
1581.77	6.00	0.00	7.81	12.68			
1581.77	6.00	2.00	8.31	13.38			
1581.84	6.00	7.00	9.46	12.89			
1581.84	6.00	0.00	7.73	13.29			
1581.90	6.00	0.00	8.36	14.00			
1581.90	6.00	3.00	7.41	11.51			
1581.97	6.00	0.00	8.66	13.12			
1581.97	6.00	0.00	7.13	13.69			
