hour Minute Sec int Int_Max Int_Sa area    
06 38 49 00160 00206 00023 00000 0000 +00000.000 141.976 147.387
06 38 50 00160 00208 00023 00000 0000 +00000.000 142.282 147.727
06 38 50 00160 00208 00023 00000 0000 +00000.000 142.237 147.603
06 38 51 00160 00203 00023 00000 0000 +00000.000 142.073 147.404
06 38 51 00160 00206 00023 00000 0000 +00000.000 142.079 147.533
06 38 52 00160 00207 00023 00000 0000 +00000.000 142.120 147.523
06 38 52 00160 00208 00023 00000 0000 +00000.000 142.344 147.726
06 38 53 00160 00207 00023 00000 0000 +00000.000 142.066 147.516
06 38 53 00160 00205 00023 00000 0000 +00000.000 141.959 147.328
06 38 54 00160 00206 00023 00000 0000 +00000.000 142.119 147.509
06 38 54 00160 00205 00023 00000 0000 +00000.000 141.977 147.344
06 38 55 00160 00208 00023 00000 0000 +00000.000 142.260 147.744
06 38 55 00160 00206 00023 00000 0000 +00000.000 142.136 147.601
06 38 56 00160 00206 00023 00000 0000 +00000.000 142.167 147.570
06 38 56 00160 00205 00023 00000 0000 +00000.000 142.030 147.515
06 38 57 00160 00205 00023 00000 0000 +00000.000 142.199 147.603
06 38 57 00160 00205 00023 00000 0000 +00000.000 142.223 147.616
06 38 58 00160 00206 00023 00000 0000 +00000.000 142.177 147.483
06 38 58 00160 00206 00023 00000 0000 +00000.000 142.146 147.572
06 38 59 00160 00207 00023 00000 0000 +00000.000 141.954 147.329
06 38 59 00160 00211 00023 00000 0000 +00000.000 142.220 147.613
06 39 00 00160 00206 00023 00000 0000 +00000.000 142.384 147.726
06 39 00 00160 00205 00023 00000 0000 +00000.000 142.308 147.614
06 39 01 00160 00204 00023 00000 0000 +00000.000 142.100 147.437
06 39 01 00160 00207 00023 00000 0000 +00000.000 142.104 147.429
06 39 02 00160 00206 00023 00000 0000 +00000.000 142.124 147.421
06 39 02 00160 00210 00023 00000 0000 +00000.000 142.393 147.801
06 39 03 00160 00207 00023 00000 0000 +00000.000 142.141 147.510
06 39 03 00160 00205 00023 00000 0000 +00000.000 142.333 147.677
06 39 04 00160 00205 00023 00000 0000 +00000.000 142.061 147.510
06 39 04 00160 00207 00023 00000 0000 +00000.000 142.278 147.725
06 39 05 00160 00209 00023 00000 0000 +00000.000 142.390 147.741
06 39 05 00160 00205 00023 00000 0000 +00000.000 142.378 147.702
06 39 06 00160 00205 00023 00000 0000 +00000.000 142.320 147.669
06 39 06 00160 00206 00023 00000 0000 +00000.000 142.102 147.424
06 39 07 00160 00209 00023 00000 0000 +00000.000 142.183 147.529
06 39 07 00160 00205 00023 00000 0000 +00000.000 142.403 147.794
06 39 08 00160 00209 00023 00000 0000 +00000.000 142.269 147.716
06 39 08 00160 00208 00023 00000 0000 +00000.000 142.373 147.768
06 39 09 00160 00208 00023 00000 0000 +00000.000 142.119 147.510
06 39 09 00160 00204 00023 00000 0000 +00000.000 142.059 147.411
06 39 10 00160 00205 00023 00000 0000 +00000.000 142.316 147.689
06 39 10 00160 00206 00023 00000 0000 +00000.000 142.119 147.531
06 39 11 00160 00205 00023 00000 0000 +00000.000 142.486 147.841
06 39 11 00160 00206 00023 00000 0000 +00000.000 142.257 147.624
06 39 12 00160 00206 00023 00000 0000 +00000.000 142.427 147.820
06 39 12 00160 00207 00023 00000 0000 +00000.000 141.916 147.326
06 39 13 00160 00206 00023 00000 0000 +00000.000 142.100 147.577
06 39 13 00160 00209 00023 00000 0000 +00000.000 142.163 147.465
06 39 14 00160 00207 00023 00000 0000 +00000.000 142.314 147.639
06 39 14 00160 00207 00023 00000 0000 +00000.000 142.379 147.829
06 39 15 00160 00207 00023 00000 0000 +00000.000 142.291 147.761
06 39 15 00160 00206 00023 00000 0000 +00000.000 142.189 147.548
06 39 16 00160 00207 00023 00000 0000 +00000.000 142.167 147.535
06 39 16 00160 00207 00023 00000 0000 +00000.000 141.987 147.251
06 39 17 00160 00207 00023 00000 0000 +00000.000 142.300 147.696
06 39 17 00160 00206 00023 00000 0000 +00000.000 142.135 147.441
06 39 18 00160 00206 00023 00000 0000 +00000.000 142.429 147.803
06 39 18 00160 00207 00023 00000 0000 +00000.000 142.321 147.614
06 39 19 00160 00207 00023 00000 0000 +00000.000 142.315 147.644
06 39 19 00160 00207 00023 00000 0000 +00000.000 142.141 147.523
06 39 20 00160 00209 00023 00000 0000 +00000.000 141.974 147.382
06 39 20 00160 00206 00023 00000 0000 +00000.000 142.243 147.690
06 39 21 00160 00208 00023 00000 0000 +00000.000 142.305 147.668
06 39 21 00161 00205 00023 00000 0000 +00000.000 142.474 147.840
06 39 22 00160 00209 00023 00000 0000 +00000.000 142.446 147.817
06 39 22 00160 00208 00023 00000 0000 +00000.000 142.451 147.831
06 39 23 00160 00206 00023 00000 0000 +00000.000 142.264 147.616
06 39 23 00160 00207 00023 00000 0000 +00000.000 142.259 147.629
06 39 24 00160 00206 00023 00000 0000 +00000.000 142.255 147.633
06 39 24 00160 00210 00023 00000 0000 +00000.000 142.143 147.484
06 39 25 00160 00205 00023 00000 0000 +00000.000 142.359 147.629
06 39 25 00160 00208 00023 00000 0000 +00000.000 142.231 147.535
06 39 26 00160 00209 00023 00000 0000 +00000.000 142.361 147.733
06 39 26 00160 00204 00023 00000 0000 +00000.000 142.097 147.481
06 39 27 00160 00206 00023 00000 0000 +00000.000 142.169 147.564
06 39 27 00160 00205 00023 00000 0000 +00000.000 142.192 147.604
04 30 41 00248 00255 00013 86470 0001 +00134.296 248.072 233.785
04 30 41 00248 00255 00013 87155 0001 +00134.232 248.024 233.691
04 30 42 00248 00255 00013 86104 0001 +00134.284 247.972 233.522
04 30 42 00248 00255 00013 86401 0001 +00134.203 247.851 233.644
04 30 43 00248 00255 00013 86432 0001 +00134.278 247.988 233.765
04 30 43 00248 00255 00013 86662 0001 +00134.139 247.876 233.640
04 30 44 00248 00255 00013 86939 0001 +00134.081 248.232 233.552
04 30 44 00248 00255 00013 86759 0001 +00134.143 247.935 233.742
04 30 45 00248 00255 00013 86436 0001 +00134.315 247.686 233.891
04 30 45 00248 00255 00013 86596 0001 +00134.211 247.858 233.563
04 30 46 00248 00255 00013 86247 0001 +00134.044 247.745 233.535
04 30 46 00248 00255 00013 86930 0001 +00134.225 247.959 233.682
04 30 47 00248 00255 00013 86754 0001 +00134.399 247.837 233.870
04 30 47 00248 00255 00013 86342 0001 +00134.311 247.721 233.660
04 30 48 00248 00255 00013 86728 0001 +00134.212 248.198 233.538
04 30 48 00249 00255 00013 87620 0001 +00134.254 248.185 233.717
04 30 49 00248 00255 00013 86309 0001 +00134.220 247.995 233.808
04 30 49 00248 00255 00013 86414 0001 +00134.342 247.592 233.915
04 30 50 00248 00255 00013 86273 0001 +00134.201 248.039 233.553
04 30 50 00248 00255 00013 86848 0001 +00134.184 247.944 233.721
04 30 51 00248 00255 00013 86633 0001 +00134.193 248.144 233.790
04 30 51 00248 00255 00014 85699 0001 +00134.252 247.560 233.635
04 30 52 00248 00255 00013 86387 0001 +00134.158 248.077 233.644
04 30 52 00248 00255 00013 87383 0001 +00134.143 248.174 233.706
04 30 53 00248 00255 00013 86404 0001 +00134.155 247.743 233.885
04 30 53 00248 00255 00013 85908 0001 +00134.199 247.890 233.543
04 30 54 00248 00255 00013 86363 0001 +00134.254 247.940 233.575
04 30 54 00248 00255 00013 86199 0001 +00134.143 248.000 233.737
04 30 55 00248 00255 00014 86110 0001 +00134.221 247.608 233.744
04 30 55 00248 00255 00013 86513 0001 +00134.154 248.141 233.690
04 30 56 00248 00255 00013 87262 0001 +00134.282 248.204 233.719
04 30 56 00248 00255 00013 86693 0001 +00134.312 248.105 233.848
04 30 57 00248 00255 00013 86624 0001 +00134.209 247.726 233.703
04 30 57 00248 00255 00014 85449 0001 +00134.225 247.859 233.545
04 30 58 00248 00255 00013 86414 0001 +00134.371 247.857 233.688
04 30 58 00248 00255 00013 86559 0001 +00134.337 247.880 233.909
04 30 59 00248 00255 00014 85789 0001 +00134.128 247.760 233.584
04 30 59 00248 00255 00013 86976 0001 +00134.123 248.111 233.793
04 31 00 00248 00255 00013 86681 0001 +00134.260 248.146 233.701
04 31 00 00248 00255 00013 86783 0001 +00134.375 247.732 233.847
04 31 01 00248 00255 00014 85798 0001 +00134.260 247.814 233.608
04 31 01 00248 00255 00013 87015 0001 +00134.272 247.988 233.755
04 31 02 00248 00255 00013 86905 0001 +00134.181 248.054 233.685
04 31 02 00248 00255 00013 86561 0001 +00134.356 247.717 233.967
04 31 03 00248 00255 00013 85920 0001 +00134.125 247.709 233.720
04 31 03 00248 00255 00013 86623 0001 +00134.154 247.877 233.754
04 31 04 00248 00255 00013 86237 0001 +00134.421 247.864 233.853
04 31 04 00248 00255 00013 87054 0001 +00134.320 247.837 233.955
