Position [m]	Sabre [mm/m]	Band width [mm]
2.45	-0.42	12.01
2.47	-0.41	12.01
2.50	-0.41	12.01
2.53	-0.42	12.01
2.55	-0.41	12.01
2.58	-0.41	12.01
2.60	-0.41	12.01
2.63	-0.41	12.01
2.66	-0.41	12.01
2.68	-0.41	12.01
2.71	-0.42	12.01
2.74	-0.41	12.01
2.76	-0.41	12.01
2.79	-0.42	12.01
2.82	-0.41	12.01
2.84	-0.41	12.01
2.87	-0.41	12.01
2.89	-0.42	12.01
2.92	-0.41	12.01
2.95	-0.41	12.01
2.97	-0.41	12.01
3.00	-0.41	12.01
3.03	-0.40	12.01
3.05	-0.41	12.01
3.08	-0.41	12.01
3.10	-0.41	12.01
3.13	-0.41	12.01
3.16	-0.42	12.01
3.18	-0.41	12.01
3.21	-0.41	12.01
3.24	-0.41	12.01
3.26	-0.41	12.01
3.29	-0.41	12.01
3.32	-0.41	12.01
3.34	-0.42	12.01
3.37	-0.41	12.01
3.39	-0.41	12.01
3.42	-0.42	12.01
3.45	-0.41	12.01
3.47	-0.41	12.01
3.50	-0.41	12.01
3.53	-0.41	12.01
3.55	-0.41	12.01
3.58	-0.41	12.01
3.60	-0.42	12.01
3.63	-0.41	12.01
3.66	-0.41	12.01
3.68	-0.42	12.01
3.71	-0.41	12.01
3.74	-0.41	12.01
3.76	-0.41	12.01
3.79	-0.42	12.01
3.81	-0.44	12.01
3.84	-0.47	12.01
3.87	-0.42	12.01
3.89	-0.34	12.01
3.92	-0.38	12.01
3.95	-0.43	12.01
3.97	-0.54	12.01
4.00	-0.54	12.01
4.03	-0.38	12.01
4.05	-0.42	12.01
4.08	-0.52	12.01
4.10	-0.48	12.01
4.13	-0.40	12.00
4.16	-0.38	12.01
4.18	-0.47	12.00
4.21	-0.40	12.00
4.24	-0.47	12.00
4.26	-0.26	12.00
4.29	-0.33	12.01
4.31	-0.51	12.00
4.34	-0.22	12.00
4.37	-0.37	12.00
4.39	-0.56	12.00
4.42	-0.49	12.01
4.45	-0.35	12.01
4.47	-0.38	12.00
4.50	-0.49	12.01
4.53	-0.46	12.01
4.55	-0.25	12.00
4.58	-0.37	12.01
4.60	-0.28	12.01
4.63	-0.27	12.01
4.66	-0.36	12.00
4.68	-0.33	12.01
4.71	-0.59	12.01
4.74	-0.52	12.01
4.76	-0.41	12.01
4.79	-0.54	12.00
4.81	-0.48	12.01
4.84	-0.50	12.01
4.87	-0.36	12.00
4.89	-0.25	12.01
4.92	-0.52	12.01
4.95	-0.34	12.01
4.97	-0.35	12.01
5.00	-0.40	12.01
5.03	-0.47	12.00
5.05	-0.52	12.00
5.08	-0.35	12.01
5.10	-0.24	12.01
5.13	-0.53	12.00
5.16	-0.43	12.00
5.18	-0.36	12.00
5.21	-0.36	12.00
5.24	-0.40	12.00
5.26	-0.70	12.00
5.29	-0.25	12.01
5.31	-0.32	12.01
5.34	-0.48	12.01
5.37	-0.41	12.01
5.39	-0.44	12.00
5.42	-0.19	12.00
5.45	-0.64	12.01
5.47	-0.54	12.01
5.50	-0.34	12.01
5.53	-0.58	12.01
5.55	-0.52	12.01
5.58	-0.67	12.01
5.60	-0.49	12.01
5.63	-0.30	12.01
5.66	-0.66	12.01
5.68	-0.37	12.01
5.71	-0.41	12.01
5.74	-0.49	12.01
5.76	-0.57	12.00
5.79	-0.63	12.01
5.81	-0.38	12.01
5.84	-0.55	12.01
5.87	-0.62	12.00
5.89	-0.46	12.01
5.92	-0.35	12.01
5.95	-0.38	12.01
5.97	-0.50	12.01
6.00	-0.44	12.01
6.02	-0.32	12.01
6.05	-0.46	12.01
6.08	-0.71	12.01
6.10	-0.56	12.01
6.13	-0.41	12.01
6.16	-0.47	12.00
6.18	-0.61	12.01
6.21	-0.30	12.01
6.24	-0.23	12.01
6.26	-0.41	12.01
6.29	-0.62	12.01
6.31	-0.39	12.01
6.34	-0.34	12.01
6.37	-0.70	12.01
6.39	-0.78	12.00
6.42	-0.55	12.01
6.45	-0.40	12.00
6.47	-0.60	12.01
6.50	-0.63	12.01
6.52	-0.33	12.01
6.55	-0.33	12.02
6.58	-0.66	12.00
6.60	-0.62	12.01
6.63	-0.51	12.00
6.66	-0.44	12.00
6.68	-0.75	12.01
6.71	-0.75	12.01
6.74	-0.42	12.01
6.76	-0.32	12.01
6.79	-0.59	12.01
6.81	-0.40	12.01
6.84	-0.37	12.01
6.87	-0.36	12.00
6.89	-0.58	12.01
6.92	-0.61	12.01
6.95	-0.33	12.01
6.97	-0.44	12.00
7.00	-0.58	12.01
7.02	-0.55	12.01
7.05	-0.21	12.01
7.08	-0.27	12.00
7.10	-0.44	12.01
7.13	-0.56	12.00
7.16	-0.13	12.00
7.18	-0.24	12.00
7.21	-0.71	12.01
7.24	-0.44	12.00
7.26	-0.21	12.01
7.29	-0.29	12.00
7.31	-0.71	12.01
7.34	-0.46	12.01
7.37	-0.06	12.02
7.39	-0.49	12.01
7.42	-0.61	12.01
7.45	-0.35	12.01
7.47	-0.12	12.00
7.50	-0.29	12.01
7.52	-0.69	12.01
7.55	-0.29	12.01
7.58	-0.18	12.01
7.60	-0.61	12.01
7.63	-0.66	12.01
7.66	-0.31	12.00
7.68	-0.14	12.01
7.71	-0.40	12.00
7.74	-0.60	12.00
7.76	-0.10	12.01
7.79	-0.26	12.00
7.81	-0.62	12.00
7.84	-0.59	12.01
7.87	-0.33	12.01
7.89	-0.23	12.01
7.92	-0.66	12.00
7.95	-0.55	12.01
7.97	-0.16	12.01
8.00	-0.18	12.01
8.02	-0.51	12.00
8.05	-0.41	12.01
8.08	-0.13	12.01
8.10	-0.27	12.01
8.13	-0.60	12.01
8.16	-0.40	12.01
8.18	-0.14	12.01
8.21	-0.47	12.00
8.24	-0.48	12.01
8.26	-0.36	12.01
8.29	-0.11	12.01
8.31	-0.41	12.01
8.34	-0.55	12.01
8.37	-0.32	12.01
8.39	-0.28	12.01
8.42	-0.39	12.00
8.45	-0.62	12.01
8.47	-0.35	12.00
8.50	-0.28	12.01
8.52	-0.61	12.01
8.55	-0.61	12.01
8.58	-0.42	12.01
8.60	-0.29	12.00
8.63	-0.49	12.01
8.66	-0.60	12.00
8.68	-0.22	12.01
8.71	-0.25	12.00
8.73	-0.45	12.01
8.76	-0.66	12.01
8.79	-0.49	12.01
8.81	-0.37	12.01
8.84	-0.66	12.01
8.87	-0.75	12.01
8.89	-0.42	12.01
8.92	-0.20	12.00
8.95	-0.51	12.00
8.97	-0.59	12.01
9.00	-0.39	12.02
9.02	-0.27	12.01
9.05	-0.61	12.01
9.08	-0.76	12.01
9.10	-0.41	12.01
9.13	-0.32	12.01
9.16	-0.54	12.00
9.18	-0.71	12.01
9.21	-0.21	12.01
9.23	-0.23	12.00
9.26	-0.64	12.01
9.29	-0.64	12.01
9.31	-0.26	12.01
9.34	-0.17	12.00
9.37	-0.61	12.01
9.39	-0.55	12.01
9.42	-0.28	12.01
9.45	-0.33	12.01
9.47	-0.78	12.01
9.50	-0.63	12.01
9.52	-0.20	12.01
9.55	-0.30	12.01
9.58	-0.65	12.00
9.60	-0.59	12.01
9.63	-0.27	12.01
9.66	-0.41	12.01
9.68	-0.78	12.01
9.71	-0.57	12.01
9.73	-0.37	12.01
9.76	-0.52	12.01
9.79	-0.77	12.01
9.81	-0.55	12.01
9.84	-0.28	12.01
9.87	-0.45	12.00
9.89	-0.72	12.00
9.92	-0.52	12.01
9.95	-0.36	12.00
9.97	-0.47	12.00
10.00	-0.77	12.00
10.02	-0.42	12.01
10.05	-0.20	12.00
10.08	-0.51	12.00
10.10	-0.55	12.01
10.13	-0.40	12.00
10.16	-0.19	12.00
10.18	-0.45	12.01
10.21	-0.59	12.00
10.23	-0.22	12.01
10.26	-0.15	12.01
10.29	-0.41	12.01
10.31	-0.44	12.00
10.34	-0.25	12.01
10.37	-0.14	12.01
10.39	-0.57	12.01
10.42	-0.61	12.01
10.45	-0.23	12.01
10.47	-0.36	12.00
10.50	-0.44	12.00
10.52	-0.54	12.01
10.55	-0.21	12.01
10.58	-0.16	12.00
10.60	-0.56	12.00
10.63	-0.37	12.01
10.66	-0.21	12.01
10.68	-0.21	12.01
10.71	-0.54	12.00
10.73	-0.71	12.01
10.76	-0.27	12.01
10.79	-0.44	12.00
10.81	-0.80	12.01
10.84	-0.46	12.01
10.87	-0.21	12.01
10.89	-0.13	12.01
10.92	-0.44	12.00
10.94	-0.53	12.01
10.97	-0.14	12.01
11.00	-0.40	12.00
11.02	-0.66	12.01
11.05	-0.61	12.01
11.08	-0.34	12.01
11.10	-0.28	12.01
11.13	-0.59	12.01
11.16	-0.36	12.00
11.18	-0.07	12.01
11.21	-0.33	12.01
11.23	-0.48	12.01
11.26	-0.43	12.01
11.29	-0.31	12.00
11.31	-0.39	12.01
11.34	-0.68	12.01
11.37	-0.44	12.00
11.39	-0.08	12.00
11.42	-0.41	12.01
11.44	-0.48	12.01
11.47	-0.30	12.01
11.50	-0.22	12.01
11.52	-0.52	12.01
11.55	-0.79	12.01
11.58	-0.40	12.00
11.60	-0.39	12.01
11.63	-0.68	12.00
11.66	-0.50	12.00
11.68	-0.20	12.00
11.71	-0.24	12.01
11.73	-0.49	12.01
11.76	-0.67	12.01
11.79	-0.26	12.00
11.81	-0.35	12.00
11.84	-0.73	12.00
11.87	-0.71	12.00
11.89	-0.37	12.00
11.92	-0.35	12.00
11.94	-0.72	12.00
11.97	-0.68	12.00
12.00	-0.23	12.01
12.02	-0.34	12.00
12.05	-0.76	12.01
12.08	-0.60	12.00
12.10	-0.34	12.00
12.13	-0.34	12.00
12.16	-0.78	12.01
12.18	-0.66	12.01
12.21	-0.16	12.01
12.23	-0.40	12.00
12.26	-0.60	12.00
12.29	-0.40	12.01
12.31	-0.21	12.01
12.34	-0.38	12.01
12.37	-0.75	12.01
12.39	-0.40	12.01
12.42	-0.27	12.01
12.44	-0.66	12.00
12.47	-0.77	12.01
12.50	-0.43	12.01
12.52	-0.17	12.00
12.55	-0.41	12.01
12.58	-0.65	12.00
12.60	-0.28	12.01
12.63	-0.35	12.00
12.66	-0.64	12.01
12.68	-0.68	12.01
12.71	-0.46	12.01
12.73	-0.24	12.00
12.76	-0.62	12.00
12.79	-0.58	12.01
12.81	-0.30	12.01
12.84	-0.38	12.01
12.87	-0.58	12.01
12.89	-0.62	12.01
12.92	-0.32	12.01
12.94	-0.37	12.01
12.97	-0.73	12.01
13.00	-0.50	12.00
13.02	-0.36	12.01
13.05	-0.39	12.01
13.08	-0.57	12.01
13.10	-0.47	12.01
13.13	-0.24	12.01
13.16	-0.38	12.00
13.18	-0.64	12.01
13.21	-0.35	12.00
13.23	-0.31	12.01
13.26	-0.39	12.00
13.29	-0.64	12.01
13.31	-0.55	12.01
13.34	-0.20	12.01
13.37	-0.47	12.00
13.39	-0.64	12.00
13.42	-0.43	12.00
13.44	-0.31	12.00
13.47	-0.32	12.01
13.50	-0.64	12.01
13.52	-0.41	12.01
13.55	-0.21	12.01
13.58	-0.52	12.01
13.60	-0.55	12.01
13.63	-0.37	12.01
13.65	-0.24	12.00
13.68	-0.39	12.00
13.71	-0.68	12.00
13.73	-0.28	12.01
13.76	-0.22	12.01
13.79	-0.57	12.00
13.81	-0.49	12.01
13.84	-0.31	12.01
13.87	-0.20	12.00
13.89	-0.50	12.01
13.92	-0.52	12.01
13.94	-0.19	12.00
13.97	-0.30	12.01
14.00	-0.52	12.01
14.02	-0.63	12.01
14.05	-0.37	12.01
14.08	-0.17	12.00
14.10	-0.56	12.00
14.13	-0.50	12.00
14.15	-0.28	12.01
14.18	-0.28	12.01
14.21	-0.48	12.01
14.23	-0.58	12.01
14.26	-0.19	12.01
14.29	-0.23	12.01
14.31	-0.60	12.01
14.34	-0.60	12.01
14.37	-0.31	12.00
14.39	-0.32	12.01
14.42	-0.59	12.01
14.44	-0.55	12.01
14.47	-0.27	12.01
14.50	-0.29	12.00
14.52	-0.58	12.01
14.55	-0.49	12.01
14.58	-0.27	12.01
14.60	-0.37	12.01
14.63	-0.61	12.01
14.65	-0.49	12.01
14.68	-0.30	12.01
14.71	-0.41	12.01
14.73	-0.55	12.01
14.76	-0.44	12.00
14.79	-0.13	12.01
14.81	-0.31	12.00
14.84	-0.51	12.00
14.87	-0.35	12.01
14.89	-0.31	12.01
14.92	-0.43	12.00
14.94	-0.59	12.00
14.97	-0.38	12.01
15.00	-0.31	12.00
15.02	-0.50	12.01
15.05	-0.47	12.01
15.08	-0.49	12.01
15.10	-0.27	12.01
15.13	-0.47	12.01
15.15	-0.53	12.00
15.18	-0.39	12.01
15.21	-0.36	12.00
15.23	-0.44	12.00
15.26	-0.50	12.00
15.29	-0.41	12.01
15.31	-0.40	12.00
15.34	-0.66	12.00
15.37	-0.60	12.00
15.39	-0.48	12.01
15.42	-0.43	12.01
15.44	-0.50	12.00
15.47	-0.53	12.00
15.50	-0.31	12.00
15.52	-0.33	12.01
15.55	-0.46	12.01
15.58	-0.42	12.01
15.60	-0.36	12.00
15.63	-0.42	12.01
15.65	-0.67	12.01
15.68	-0.56	12.00
15.71	-0.35	12.00
15.73	-0.40	12.01
15.76	-0.42	12.00
15.79	-0.34	12.00
15.81	-0.31	12.00
15.84	-0.41	12.01
15.86	-0.44	12.01
15.89	-0.44	12.00
15.92	-0.42	12.01
15.94	-0.59	12.00
15.97	-0.58	12.01
16.00	-0.48	12.00
16.02	-0.44	12.00
16.05	-0.51	12.00
16.08	-0.50	12.00
16.10	-0.28	12.01
16.13	-0.38	12.01
16.15	-0.49	12.00
16.18	-0.44	12.01
16.21	-0.41	12.01
16.23	-0.49	12.01
16.26	-0.62	12.01
16.29	-0.64	12.01
16.31	-0.39	12.00
16.34	-0.55	12.01
16.36	-0.57	12.01
16.39	-0.44	12.00
16.42	-0.40	12.01
16.44	-0.39	12.00
16.47	-0.64	12.01
16.50	-0.37	12.01
16.52	-0.28	12.01
16.55	-0.47	12.00
16.58	-0.47	12.00
16.60	-0.35	12.01
16.63	-0.36	12.00
16.65	-0.48	12.01
16.68	-0.58	12.01
16.71	-0.38	12.01
16.73	-0.28	12.01
16.76	-0.48	12.00
16.79	-0.53	12.01
16.81	-0.42	12.00
16.84	-0.25	12.01
16.86	-0.53	12.01
16.89	-0.60	12.00
16.92	-0.45	12.01
16.94	-0.29	12.01
16.97	-0.53	12.01
17.00	-0.60	12.01
17.02	-0.42	12.01
17.05	-0.27	12.01
17.08	-0.46	12.01
17.10	-0.53	12.01
17.13	-0.20	12.00
17.15	-0.30	12.00
17.18	-0.54	12.01
17.21	-0.59	12.00
17.23	-0.41	12.01
17.26	-0.37	12.01
17.29	-0.53	12.01
17.31	-0.46	12.01
17.34	-0.34	12.00
17.36	-0.34	12.00
17.39	-0.46	12.01
17.42	-0.44	12.00
17.44	-0.27	12.01
17.47	-0.23	12.01
17.50	-0.44	12.00
17.52	-0.46	12.01
17.55	-0.39	12.00
17.58	-0.35	12.00
17.60	-0.56	12.00
17.63	-0.46	12.01
17.65	-0.31	12.01
17.68	-0.28	12.01
17.71	-0.40	12.00
17.73	-0.41	12.01
17.76	-0.28	12.01
17.79	-0.41	12.01
17.81	-0.61	12.01
17.84	-0.54	12.01
17.86	-0.40	12.00
17.89	-0.46	12.01
17.92	-0.57	12.00
17.94	-0.45	12.01
17.97	-0.24	12.01
18.00	-0.39	12.00
18.02	-0.46	12.01
18.05	-0.35	12.01
18.07	-0.28	12.01
18.10	-0.39	12.00
18.13	-0.62	12.00
18.15	-0.55	12.01
18.18	-0.35	12.00
18.21	-0.51	12.00
18.23	-0.57	12.00
18.26	-0.29	12.00
18.29	-0.22	12.01
18.31	-0.35	12.00
18.34	-0.46	12.01
18.36	-0.23	12.01
18.39	-0.32	12.01
18.42	-0.51	12.01
18.44	-0.58	12.01
18.47	-0.52	12.01
18.50	-0.44	12.01
18.52	-0.54	12.01
18.55	-0.51	12.00
18.57	-0.27	12.01
18.60	-0.36	12.00
18.63	-0.52	12.01
18.65	-0.54	12.00
18.68	-0.36	12.00
18.71	-0.47	12.00
18.73	-0.68	12.00
18.76	-0.57	12.00
18.79	-0.40	12.00
18.81	-0.42	12.00
18.84	-0.61	12.01
18.86	-0.53	12.01
18.89	-0.37	12.01
18.92	-0.37	12.01
18.94	-0.46	12.00
18.97	-0.44	12.00
19.00	-0.30	12.01
19.02	-0.47	12.00
19.05	-0.55	12.01
19.07	-0.47	12.00
19.10	-0.38	12.01
19.13	-0.48	12.01
19.15	-0.51	12.01
19.18	-0.27	12.01
19.21	-0.31	12.01
19.23	-0.41	12.01
19.26	-0.43	12.01
19.29	-0.26	12.00
19.31	-0.29	12.01
19.34	-0.63	12.01
19.36	-0.56	12.00
19.39	-0.40	12.00
19.42	-0.39	12.00
19.44	-0.64	12.01
19.47	-0.57	12.00
19.50	-0.20	12.01
19.52	-0.40	12.01
19.55	-0.68	12.01
19.57	-0.44	12.01
19.60	-0.24	12.01
19.63	-0.40	12.00
19.65	-0.59	12.01
19.68	-0.42	12.01
19.71	-0.16	12.01
19.73	-0.51	12.00
19.76	-0.62	12.01
19.79	-0.43	12.01
19.81	-0.29	12.01
19.84	-0.43	12.01
19.86	-0.70	12.01
19.89	-0.25	12.01
19.92	-0.18	12.01
19.94	-0.46	12.01
19.97	-0.58	12.01
20.00	-0.37	12.01
20.02	-0.19	12.00
20.05	-0.52	12.00
20.07	-0.68	12.01
20.10	-0.42	12.00
20.13	-0.25	12.00
20.15	-0.39	12.00
20.18	-0.69	12.01
20.21	-0.42	12.01
20.23	-0.21	12.01
20.26	-0.44	12.00
20.29	-0.70	12.00
20.31	-0.33	12.01
20.34	-0.20	12.01
20.36	-0.40	12.00
20.39	-0.67	12.01
20.42	-0.40	12.01
20.44	-0.18	12.01
20.47	-0.55	12.00
20.50	-0.65	12.01
20.52	-0.30	12.01
20.55	-0.10	12.00
20.57	-0.40	12.00
20.60	-0.59	12.01
20.63	-0.33	12.01
20.65	-0.19	12.00
20.68	-0.52	12.01
20.71	-0.64	12.01
20.73	-0.39	12.00
20.76	-0.17	12.00
20.78	-0.39	12.01
20.81	-0.56	12.01
20.84	-0.23	12.01
20.86	-0.14	12.01
20.89	-0.36	12.01
20.92	-0.62	12.00
20.94	-0.47	12.01
20.97	-0.42	12.00
21.00	-0.61	12.01
21.02	-0.63	12.01
21.05	-0.45	12.01
21.07	-0.22	12.01
21.10	-0.38	12.01
21.13	-0.54	12.01
21.15	-0.32	12.01
21.18	-0.28	12.01
21.21	-0.43	12.00
21.23	-0.61	12.01
21.26	-0.52	12.01
21.28	-0.40	12.00
21.31	-0.47	12.01
21.34	-0.45	12.01
21.36	-0.38	12.01
21.39	-0.26	12.00
21.42	-0.39	12.00
21.44	-0.41	12.01
21.47	-0.37	12.01
21.50	-0.48	12.00
21.52	-0.52	12.01
21.55	-0.50	12.01
21.57	-0.49	12.01
21.60	-0.52	12.01
21.63	-0.58	12.01
21.65	-0.42	12.00
21.68	-0.41	12.01
21.71	-0.50	12.00
21.73	-0.42	12.01
21.76	-0.40	12.01
21.78	-0.40	12.01
21.81	-0.51	12.00
21.84	-0.49	12.01
21.86	-0.36	12.00
21.89	-0.46	12.01
21.92	-0.53	12.00
21.94	-0.42	12.01
21.97	-0.28	12.01
22.00	-0.41	12.01
22.02	-0.55	12.01
22.05	-0.31	12.01
22.07	-0.31	12.00
22.10	-0.38	12.01
22.13	-0.60	12.01
22.15	-0.38	12.01
22.18	-0.23	12.00
22.21	-0.47	12.00
22.23	-0.62	12.00
22.26	-0.41	12.01
22.28	-0.36	12.00
22.31	-0.42	12.00
22.34	-0.57	12.00
22.36	-0.29	12.01
22.39	-0.13	12.01
22.42	-0.41	12.01
22.44	-0.46	12.01
22.47	-0.33	12.01
22.50	-0.29	12.01
22.52	-0.47	12.00
22.55	-0.73	12.01
22.57	-0.38	12.01
22.60	-0.31	12.00
22.63	-0.44	12.00
22.65	-0.36	12.00
22.68	-0.30	12.01
22.71	-0.21	12.01
22.73	-0.35	12.00
22.76	-0.53	12.00
22.78	-0.23	12.00
22.81	-0.34	12.00
22.84	-0.41	12.00
22.86	-0.44	12.00
22.89	-0.33	12.00
22.92	-0.17	12.01
22.94	-0.45	12.01
22.97	-0.38	12.01
22.99	-0.35	12.01
23.02	-0.31	12.01
23.05	-0.42	12.01
23.07	-0.56	12.00
23.10	-0.28	12.01
23.13	-0.32	12.01
23.15	-0.49	12.01
23.18	-0.41	12.01
23.21	-0.34	12.01
23.23	-0.25	12.00
23.26	-0.43	12.01
23.28	-0.39	12.01
23.31	-0.21	12.01
23.34	-0.41	12.01
23.36	-0.48	12.01
23.39	-0.43	12.01
23.42	-0.36	12.00
23.44	-0.28	12.01
23.47	-0.45	12.01
23.49	-0.29	12.00
23.52	-0.25	12.01
23.55	-0.33	12.01
23.57	-0.42	12.01
23.60	-0.41	12.01
23.63	-0.19	12.01
23.65	-0.36	12.00
23.68	-0.43	12.01
23.71	-0.24	12.01
23.73	-0.29	12.01
23.76	-0.25	12.01
23.78	-0.41	12.01
23.81	-0.36	12.00
23.84	-0.30	12.00
23.86	-0.53	12.00
23.89	-0.41	12.01
23.92	-0.30	12.01
23.94	-0.36	12.00
23.97	-0.36	12.00
23.99	-0.42	12.01
24.02	-0.19	12.00
24.05	-0.30	12.01
24.07	-0.53	12.00
24.10	-0.26	12.00
24.13	-0.30	12.01
24.15	-0.50	12.00
24.18	-0.45	12.00
24.21	-0.37	12.00
24.23	-0.17	12.00
24.26	-0.42	12.00
24.28	-0.49	12.01
24.31	-0.17	12.00
24.34	-0.19	12.00
24.36	-0.27	12.00
24.39	-0.46	12.01
24.42	-0.23	12.01
24.44	-0.03	12.00
24.47	-0.52	12.01
24.49	-0.51	12.00
24.52	-0.28	12.01
24.55	-0.30	12.01
24.57	-0.46	12.01
24.60	-0.55	12.01
24.63	-0.19	12.01
24.65	-0.14	12.01
24.68	-0.44	12.00
24.71	-0.41	12.01
24.73	-0.35	12.00
24.76	-0.21	12.01
24.78	-0.48	12.01
24.81	-0.67	12.01
24.84	-0.36	12.00
24.86	-0.36	12.00
24.89	-0.44	12.00
24.92	-0.40	12.00
24.94	-0.23	12.01
24.97	-0.09	12.01
24.99	-0.35	12.01
25.02	-0.41	12.00
25.05	-0.19	12.00
25.07	-0.34	12.00
25.10	-0.46	12.01
25.13	-0.48	12.01
25.15	-0.34	12.02
25.18	-0.28	12.01
25.20	-0.47	12.01
25.23	-0.34	12.01
25.26	-0.14	12.01
25.28	-0.41	12.01
25.31	-0.53	12.01
25.34	-0.44	12.00
25.36	-0.39	12.00
25.39	-0.46	12.01
25.42	-0.58	12.01
25.44	-0.36	12.00
25.47	-0.21	12.01
25.49	-0.44	12.00
25.52	-0.42	12.00
25.55	-0.31	12.00
25.57	-0.17	12.00
25.60	-0.34	12.01
25.63	-0.57	12.00
25.65	-0.33	12.01
25.68	-0.36	12.00
25.70	-0.50	12.00
25.73	-0.53	12.00
25.76	-0.37	12.01
25.78	-0.11	12.00
25.81	-0.38	12.01
25.84	-0.45	12.01
25.86	-0.26	12.00
25.89	-0.27	12.01
25.92	-0.47	12.01
25.94	-0.64	12.01
25.97	-0.33	12.01
25.99	-0.39	12.02
26.02	-0.61	12.01
26.05	-0.48	12.01
26.07	-0.28	12.01
26.10	-0.34	12.01
26.13	-0.45	12.01
26.15	-0.53	12.00
26.18	-0.26	12.01
26.20	-0.47	12.00
26.23	-0.62	12.01
26.26	-0.50	12.00
26.28	-0.44	12.00
26.31	-0.42	12.00
26.34	-0.64	12.00
26.36	-0.41	12.01
26.39	-0.14	12.01
26.42	-0.45	12.01
26.44	-0.38	12.00
26.47	-0.31	12.00
26.49	-0.28	12.01
26.52	-0.31	12.00
26.55	-0.59	12.01
26.57	-0.24	12.00
26.60	-0.24	12.01
26.63	-0.49	12.01
26.65	-0.48	12.01
26.68	-0.40	12.00
26.70	-0.26	12.01
26.73	-0.39	12.00
26.76	-0.53	12.01
26.78	-0.07	12.01
26.81	-0.23	12.01
26.84	-0.50	12.00
26.86	-0.47	12.00
26.89	-0.29	12.01
26.92	-0.24	12.01
26.94	-0.65	12.00
26.97	-0.54	12.00
26.99	-0.18	12.00
27.02	-0.18	12.00
27.05	-0.47	12.00
27.07	-0.40	12.00
27.10	-0.06	12.01
27.13	-0.05	12.00
27.15	-0.50	12.00
27.18	-0.34	12.01
27.20	-0.13	12.01
27.23	-0.17	12.00
27.26	-0.49	12.01
27.28	-0.48	12.01
27.31	-0.11	12.01
27.34	-0.20	12.00
27.36	-0.48	12.01
27.39	-0.40	12.00
27.42	-0.12	12.00
27.44	-0.17	12.00
27.47	-0.49	12.01
27.49	-0.43	12.01
27.52	-0.10	12.00
27.55	-0.26	12.00
27.57	-0.44	12.00
27.60	-0.31	12.00
27.63	-0.18	12.01
27.65	-0.10	12.00
27.68	-0.35	12.01
27.70	-0.22	12.01
27.73	-0.19	12.01
27.76	-0.17	12.00
27.78	-0.34	12.00
27.81	-0.36	12.00
27.84	-0.21	12.01
27.86	-0.28	12.01
27.89	-0.28	12.01
27.91	-0.28	12.01
27.94	-0.31	12.01
27.97	-0.34	12.01
27.99	-0.27	12.01
28.02	-0.29	12.00
28.05	-0.31	12.00
28.07	-0.43	12.01
28.10	-0.26	12.00
28.13	-0.28	12.01
28.15	-0.43	12.01
28.18	-0.33	12.01
28.20	-0.30	12.01
