Position [m]	Sabre [mm/m]	Band width [mm]
95.06	-0.11	12.01
95.08	-0.31	12.00
95.11	-0.47	12.00
95.14	-0.57	12.01
95.16	-0.54	12.00
95.19	-0.38	12.01
95.22	-0.18	12.00
95.24	-0.14	12.01
95.27	-0.11	12.00
95.29	-0.08	12.00
95.32	-0.10	12.00
95.35	-0.11	12.00
95.37	-0.21	12.01
95.40	-0.27	12.01
95.43	-0.46	12.01
95.45	-0.40	12.00
95.48	-0.51	12.00
95.51	-0.51	12.00
95.53	-0.30	12.01
95.56	-0.20	12.00
95.58	-0.19	12.00
95.61	-0.17	12.00
95.64	-0.20	12.00
95.66	-0.10	12.00
95.69	-0.16	12.01
95.72	-0.38	12.01
95.74	-0.27	12.01
95.77	-0.40	12.01
95.79	-0.45	12.01
95.82	-0.49	12.01
95.85	-0.39	12.00
95.87	-0.10	12.00
95.90	-0.18	12.01
95.93	-0.14	12.00
95.95	-0.15	12.01
95.98	-0.18	12.01
96.01	-0.27	12.01
96.03	-0.28	12.01
96.06	-0.38	12.01
96.08	-0.44	12.00
96.11	-0.51	12.00
96.14	-0.31	12.01
96.16	-0.16	12.01
96.19	-0.17	12.00
96.22	-0.23	12.01
96.24	-0.19	12.01
96.27	-0.15	12.01
96.29	-0.16	12.01
96.32	-0.31	12.00
96.35	-0.38	12.01
96.37	-0.37	12.01
96.40	-0.37	12.01
96.43	-0.45	12.01
96.45	-0.41	12.01
96.48	-0.20	12.00
96.51	-0.07	12.01
96.53	-0.16	12.01
96.56	-0.20	12.01
96.58	-0.14	12.01
96.61	-0.12	12.01
96.64	-0.37	12.01
96.66	-0.41	12.01
96.69	-0.34	12.01
96.72	-0.41	12.01
96.74	-0.38	12.01
96.77	-0.37	12.01
96.79	-0.21	12.01
96.82	-0.12	12.01
96.85	-0.23	12.01
96.87	-0.10	12.00
96.90	-0.16	12.01
96.93	-0.21	12.01
96.95	-0.35	12.01
96.98	-0.37	12.01
97.00	-0.35	12.01
97.03	-0.49	12.01
97.06	-0.42	12.01
97.08	-0.26	12.00
97.11	-0.16	12.01
97.14	-0.29	12.01
97.16	-0.20	12.01
97.19	-0.21	12.01
97.22	-0.09	12.01
97.24	-0.22	12.01
97.27	-0.38	12.01
97.29	-0.38	12.01
97.32	-0.36	12.00
97.35	-0.49	12.00
97.37	-0.51	12.01
97.40	-0.44	12.00
97.43	-0.28	12.01
97.45	-0.26	12.00
97.48	-0.25	12.01
97.50	-0.16	12.01
97.53	-0.16	12.01
97.56	-0.19	12.00
97.58	-0.33	12.01
97.61	-0.27	12.01
97.64	-0.38	12.01
97.66	-0.46	12.01
97.69	-0.44	12.01
97.72	-0.29	12.01
97.74	-0.20	12.01
97.77	-0.25	12.01
97.79	-0.22	12.00
97.82	-0.01	12.00
97.85	-0.16	12.01
97.87	-0.20	12.01
97.90	-0.27	12.01
97.93	-0.23	12.01
97.95	-0.22	12.01
97.98	-0.46	12.01
98.00	-0.39	12.01
98.03	-0.31	12.00
98.06	-0.22	12.01
98.08	-0.31	12.00
98.11	-0.27	12.01
98.14	-0.12	12.01
98.16	-0.14	12.01
98.19	-0.16	12.01
98.22	-0.16	12.01
98.24	-0.28	12.01
98.27	-0.41	12.01
98.29	-0.43	12.01
98.32	-0.44	12.00
98.35	-0.35	12.01
98.37	-0.37	12.01
98.40	-0.21	12.01
98.43	-0.14	12.01
98.45	-0.18	12.01
98.48	-0.20	12.01
98.50	-0.23	12.01
98.53	-0.23	12.01
98.56	-0.26	12.00
98.58	-0.49	12.01
98.61	-0.38	12.01
98.64	-0.39	12.00
98.66	-0.36	12.00
98.69	-0.24	12.00
98.72	-0.36	12.00
98.74	-0.08	12.00
98.77	-0.10	12.00
98.79	-0.25	12.00
98.82	-0.24	12.00
98.85	-0.20	12.01
98.87	-0.20	12.00
98.90	-0.35	12.00
98.93	-0.46	12.01
98.95	-0.40	12.01
98.98	-0.35	12.01
99.00	-0.25	12.01
99.03	-0.26	12.00
99.06	-0.19	12.01
99.08	-0.12	12.01
99.11	-0.20	12.01
99.14	-0.15	12.01
99.16	-0.24	12.01
99.19	-0.30	12.01
99.22	-0.43	12.01
99.24	-0.47	12.00
99.27	-0.31	12.01
99.29	-0.40	12.01
99.32	-0.32	12.01
99.35	-0.15	12.01
99.37	-0.13	12.01
99.40	-0.14	12.01
99.43	-0.22	12.01
99.45	-0.26	12.01
99.48	-0.08	12.01
99.50	-0.32	12.01
99.53	-0.40	12.01
99.56	-0.46	12.01
99.58	-0.39	12.00
99.61	-0.30	12.00
99.64	-0.34	12.01
99.66	-0.23	12.01
99.69	-0.12	12.00
99.71	-0.14	12.01
99.74	-0.06	12.01
99.77	-0.18	12.01
99.79	-0.16	12.01
99.82	-0.19	12.01
99.85	-0.48	12.01
99.87	-0.38	12.01
99.90	-0.38	12.01
99.93	-0.28	12.01
99.95	-0.22	12.00
99.98	-0.18	12.01
100.00	-0.16	12.01
100.03	-0.19	12.00
100.06	-0.16	12.00
100.08	-0.08	12.00
100.11	-0.33	12.01
100.14	-0.40	12.01
100.16	-0.41	12.01
100.19	-0.33	12.01
100.21	-0.22	12.00
100.24	-0.37	12.01
100.27	-0.16	12.01
100.29	-0.16	12.01
100.32	-0.14	12.00
100.35	-0.24	12.01
100.37	-0.36	12.00
100.40	-0.11	12.01
100.43	-0.31	12.01
100.45	-0.43	12.01
100.48	-0.42	12.01
100.50	-0.38	12.01
100.53	-0.21	12.00
100.56	-0.27	12.01
100.58	-0.28	12.01
100.61	-0.10	12.00
100.64	-0.16	12.01
100.66	-0.09	12.01
100.69	-0.22	12.01
100.71	-0.28	12.01
100.74	-0.23	12.00
100.77	-0.42	12.01
100.79	-0.43	12.00
100.82	-0.46	12.00
100.85	-0.45	12.01
100.87	-0.19	12.00
100.90	-0.14	12.01
100.93	-0.13	12.00
100.95	-0.13	12.00
100.98	-0.29	12.00
101.00	-0.16	12.01
101.03	-0.21	12.01
101.06	-0.38	12.01
101.08	-0.43	12.01
101.11	-0.36	12.01
101.14	-0.25	12.01
101.16	-0.26	12.01
101.19	-0.15	12.01
101.21	-0.10	12.00
101.24	-0.13	12.01
101.27	-0.23	12.01
101.29	-0.22	12.01
101.32	-0.24	12.01
101.35	-0.36	12.00
101.37	-0.51	12.01
101.40	-0.36	12.00
101.43	-0.21	12.01
101.45	-0.16	12.00
101.48	-0.33	12.01
101.50	-0.16	12.01
101.53	-0.05	12.01
101.56	-0.12	12.01
101.58	-0.28	12.01
101.61	-0.28	12.01
101.64	-0.28	12.01
101.66	-0.43	12.00
101.69	-0.40	12.00
101.71	-0.37	12.01
101.74	-0.21	12.01
101.77	-0.22	12.01
101.79	-0.20	12.01
101.82	-0.16	12.01
101.85	-0.18	12.00
101.87	-0.22	12.01
101.90	-0.28	12.01
101.92	-0.30	12.01
101.95	-0.32	12.01
101.98	-0.51	12.01
102.00	-0.47	12.00
102.03	-0.29	12.00
102.06	-0.22	12.01
102.08	-0.24	12.00
102.11	-0.34	12.00
102.14	-0.12	12.00
102.16	-0.11	12.00
102.19	-0.22	12.01
102.21	-0.32	12.01
102.24	-0.32	12.01
102.27	-0.23	12.01
102.29	-0.39	12.00
102.32	-0.51	12.01
102.35	-0.47	12.00
102.37	-0.26	12.00
102.40	-0.21	12.01
102.42	-0.17	12.00
102.45	-0.32	12.01
102.48	-0.14	12.01
102.50	-0.16	12.01
102.53	-0.07	12.01
102.56	-0.39	12.00
102.58	-0.50	12.01
102.61	-0.43	12.01
102.64	-0.29	12.02
102.66	-0.35	12.00
102.69	-0.36	12.00
102.71	-0.31	12.00
102.74	-0.03	12.01
102.77	-0.11	12.01
102.79	-0.36	12.00
102.82	-0.31	12.00
102.85	-0.24	12.01
102.87	-0.32	12.01
102.90	-0.51	12.01
102.92	-0.55	12.00
102.95	-0.35	12.01
102.98	-0.16	12.01
103.00	-0.38	12.01
103.03	-0.31	12.00
103.06	-0.16	12.01
103.08	-0.14	12.01
103.11	-0.17	12.01
103.14	-0.31	12.00
103.16	-0.21	12.01
103.19	-0.25	12.01
103.21	-0.41	12.01
103.24	-0.57	12.00
103.27	-0.51	12.00
103.29	-0.28	12.01
103.32	-0.27	12.01
103.35	-0.40	12.01
103.37	-0.15	12.01
103.40	-0.07	12.01
103.42	-0.15	12.00
103.45	-0.22	12.01
103.48	-0.33	12.01
103.50	-0.33	12.01
103.53	-0.45	12.00
103.56	-0.58	12.00
103.58	-0.43	12.00
103.61	-0.23	12.00
103.64	-0.22	12.00
103.66	-0.11	12.00
103.69	-0.23	12.01
103.71	-0.19	12.00
103.74	-0.21	12.01
103.77	-0.16	12.01
103.79	-0.22	12.01
103.82	-0.39	12.01
103.85	-0.51	12.01
103.87	-0.28	12.01
103.90	-0.39	12.01
103.92	-0.53	12.00
103.95	-0.26	12.01
103.98	-0.05	12.01
104.00	-0.18	12.00
104.03	-0.30	12.01
104.06	-0.36	12.00
104.08	-0.14	12.01
104.11	-0.17	12.01
104.13	-0.52	12.01
104.16	-0.54	12.01
104.19	-0.38	12.01
104.21	-0.28	12.00
104.24	-0.26	12.00
104.27	-0.36	12.00
104.29	-0.21	12.01
104.32	-0.16	12.01
104.35	-0.26	12.00
104.37	-0.38	12.01
104.40	-0.36	12.00
104.42	-0.39	12.01
104.45	-0.21	12.01
104.48	-0.33	12.01
104.50	-0.25	12.01
104.53	-0.22	12.01
104.56	-0.18	12.00
104.58	-0.12	12.00
104.61	-0.21	12.01
104.63	-0.19	12.01
104.66	-0.24	12.01
104.69	-0.20	12.01
104.71	-0.39	12.01
104.74	-0.49	12.01
104.77	-0.30	12.01
104.79	-0.20	12.01
104.82	-0.23	12.01
104.85	-0.26	12.00
104.87	-0.12	12.01
104.90	-0.08	12.01
104.92	-0.18	12.01
104.95	-0.28	12.01
104.98	-0.27	12.01
105.00	-0.30	12.01
105.03	-0.44	12.00
105.06	-0.57	12.00
105.08	-0.24	12.00
105.11	-0.23	12.01
105.13	-0.19	12.00
105.16	-0.22	12.01
105.19	-0.20	12.00
105.21	-0.10	12.00
105.24	-0.28	12.01
105.27	-0.38	12.01
105.29	-0.38	12.01
105.32	-0.53	12.00
105.35	-0.47	12.01
105.37	-0.34	12.01
105.40	-0.28	12.01
105.42	-0.09	12.01
105.45	-0.15	12.00
105.48	-0.23	12.01
105.50	-0.14	12.01
105.53	-0.21	12.01
105.56	-0.32	12.00
105.58	-0.42	12.00
105.61	-0.57	12.00
105.63	-0.31	12.00
105.66	-0.41	12.01
105.69	-0.32	12.00
105.71	-0.12	12.01
105.74	-0.26	12.00
105.77	-0.13	12.01
105.79	-0.26	12.00
105.82	-0.26	12.00
105.85	-0.27	12.01
105.87	-0.36	12.00
105.90	-0.31	12.00
105.92	-0.38	12.01
105.95	-0.50	12.01
105.98	-0.28	12.00
106.00	-0.34	12.01
106.03	-0.06	12.01
106.06	-0.17	12.01
106.08	-0.36	12.00
106.11	-0.03	12.01
106.13	-0.26	12.00
106.16	-0.31	12.00
106.19	-0.56	12.01
106.21	-0.55	12.01
106.24	-0.07	12.01
106.27	-0.33	12.01
106.29	-0.43	12.00
106.32	-0.15	12.01
106.35	-0.19	12.00
106.37	-0.02	12.00
106.40	-0.37	12.01
106.42	-0.50	12.00
106.45	-0.25	12.00
106.48	-0.43	12.01
106.50	-0.32	12.01
106.53	-0.52	12.01
106.56	-0.43	12.01
106.58	-0.19	12.00
106.61	-0.28	12.01
106.63	-0.25	12.00
106.66	-0.23	12.01
106.69	-0.31	12.00
106.71	-0.05	12.01
106.74	-0.34	12.01
106.77	-0.45	12.01
106.79	-0.42	12.02
106.82	-0.59	12.00
106.84	-0.27	12.01
106.87	-0.38	12.00
106.90	-0.38	12.00
106.92	-0.14	12.01
106.95	-0.12	12.01
106.98	-0.08	12.00
107.00	-0.41	12.01
107.03	-0.41	12.01
107.06	-0.17	12.00
107.08	-0.41	12.01
107.11	-0.54	12.00
107.13	-0.54	12.00
107.16	-0.25	12.00
107.19	0.02	12.01
107.21	-0.32	12.01
107.24	-0.17	12.01
107.27	-0.12	12.01
107.29	-0.25	12.01
107.32	-0.31	12.01
107.34	-0.39	12.01
107.37	-0.41	12.01
107.40	-0.33	12.01
107.42	-0.61	12.01
107.45	-0.19	12.00
107.48	-0.26	12.00
107.50	-0.23	12.01
107.53	-0.18	12.01
107.56	-0.37	12.00
107.58	-0.08	12.00
107.61	-0.26	12.00
107.63	-0.35	12.00
107.66	-0.30	12.01
107.69	-0.42	12.01
107.71	-0.33	12.01
107.74	-0.35	12.01
107.77	-0.33	12.01
107.79	-0.07	12.01
107.82	-0.28	12.01
107.84	-0.13	12.01
107.87	-0.07	12.01
107.90	-0.26	12.01
107.92	-0.14	12.01
107.95	-0.46	12.01
107.98	-0.31	12.00
108.00	-0.31	12.00
108.03	-0.39	12.01
108.06	-0.14	12.01
108.08	-0.25	12.00
108.11	-0.13	12.01
108.13	-0.13	12.01
108.16	-0.24	12.00
108.19	-0.02	12.00
108.21	-0.34	12.00
108.24	-0.32	12.01
108.27	-0.34	12.00
108.29	-0.40	12.00
108.32	-0.20	12.01
108.34	-0.30	12.01
108.37	-0.20	12.01
108.40	-0.03	12.01
108.42	-0.19	12.00
108.45	-0.23	12.01
108.48	-0.31	12.00
108.50	-0.22	12.01
108.53	-0.22	12.01
108.56	-0.48	12.01
108.58	-0.35	12.01
108.61	-0.33	12.01
108.63	-0.28	12.01
108.66	-0.15	12.01
108.69	-0.31	12.00
108.71	-0.16	12.01
108.74	-0.28	12.01
108.77	-0.29	12.01
108.79	-0.32	12.01
108.82	-0.48	12.01
108.84	-0.36	12.01
108.87	-0.30	12.00
108.90	-0.37	12.01
108.92	-0.16	12.01
108.95	-0.35	12.01
108.98	-0.15	12.01
109.00	-0.10	12.01
109.03	-0.30	12.00
109.05	-0.22	12.00
109.08	-0.49	12.01
109.11	-0.36	12.01
109.13	-0.38	12.01
109.16	-0.47	12.00
109.19	-0.21	12.01
109.21	-0.16	12.01
109.24	-0.09	12.01
109.27	-0.20	12.00
109.29	-0.23	12.01
109.32	-0.07	12.01
109.34	-0.29	12.00
109.37	-0.45	12.01
109.40	-0.44	12.00
109.42	-0.48	12.01
109.45	-0.29	12.01
109.48	-0.30	12.01
109.50	-0.14	12.01
109.53	-0.22	12.01
109.55	-0.16	12.01
109.58	-0.16	12.00
109.61	-0.21	12.01
109.63	-0.21	12.01
109.66	-0.41	12.01
109.69	-0.48	12.01
109.71	-0.33	12.01
109.74	-0.50	12.00
109.77	-0.46	12.01
109.79	-0.34	12.00
109.82	-0.21	12.01
109.84	-0.10	12.01
109.87	-0.23	12.01
109.90	-0.11	12.01
109.92	-0.18	12.00
109.95	-0.18	12.00
109.98	-0.35	12.01
110.00	-0.48	12.01
110.03	-0.39	12.01
110.05	-0.49	12.00
110.08	-0.44	12.01
110.11	-0.25	12.01
110.13	-0.21	12.01
110.16	-0.17	12.01
110.19	-0.22	12.01
110.21	-0.30	12.01
110.24	-0.22	12.01
110.27	-0.31	12.00
110.29	-0.37	12.01
110.32	-0.36	12.00
110.34	-0.29	12.00
110.37	-0.28	12.01
110.40	-0.36	12.00
110.42	-0.36	12.00
110.45	-0.21	12.01
110.48	-0.32	12.01
110.50	-0.33	12.01
110.53	-0.38	12.01
110.55	-0.36	12.00
110.58	-0.31	12.00
110.61	-0.41	12.01
110.63	-0.29	12.01
110.66	-0.23	12.01
110.69	-0.28	12.01
110.71	-0.16	12.01
110.74	-0.23	12.01
110.77	-0.21	12.01
110.79	-0.14	12.01
110.82	-0.34	12.00
110.84	-0.28	12.01
110.87	-0.52	12.01
110.90	-0.43	12.01
110.92	-0.35	12.00
110.95	-0.45	12.01
110.98	-0.15	12.00
111.00	-0.24	12.00
111.03	-0.13	12.01
111.05	-0.13	12.01
111.08	-0.34	12.01
111.11	-0.28	12.01
111.13	-0.42	12.01
111.16	-0.47	12.00
111.19	-0.41	12.01
111.21	-0.49	12.01
111.24	-0.17	12.01
111.26	-0.13	12.01
111.29	-0.19	12.00
111.32	-0.12	12.01
111.34	-0.39	12.01
111.37	-0.26	12.00
111.40	-0.32	12.01
111.42	-0.49	12.01
111.45	-0.41	12.01
111.48	-0.46	12.01
111.50	-0.24	12.00
111.53	-0.18	12.01
111.55	-0.34	12.01
111.58	-0.10	12.00
111.61	-0.24	12.00
111.63	-0.15	12.00
111.66	-0.26	12.00
111.69	-0.44	12.00
111.71	-0.41	12.01
111.74	-0.48	12.01
111.76	-0.44	12.00
111.79	-0.38	12.00
111.82	-0.40	12.01
111.84	-0.33	12.01
111.87	-0.15	12.01
111.90	-0.16	12.01
111.92	-0.25	12.00
111.95	-0.26	12.01
111.98	-0.22	12.01
112.00	-0.28	12.01
112.03	-0.52	12.01
112.05	-0.47	12.00
112.08	-0.36	12.00
112.11	-0.41	12.01
112.13	-0.35	12.01
112.16	-0.28	12.01
112.19	-0.23	12.01
112.21	-0.24	12.01
112.24	-0.36	12.00
112.26	-0.31	12.01
112.29	-0.30	12.01
112.32	-0.39	12.01
112.34	-0.40	12.01
112.37	-0.37	12.01
112.40	-0.20	12.01
112.42	-0.25	12.00
112.45	-0.26	12.00
112.48	-0.20	12.00
112.50	-0.20	12.01
112.53	-0.25	12.01
112.55	-0.34	12.00
112.58	-0.40	12.01
112.61	-0.28	12.01
112.63	-0.38	12.01
112.66	-0.38	12.01
112.69	-0.19	12.01
112.71	-0.16	12.01
112.74	-0.14	12.01
112.76	-0.23	12.01
112.79	-0.18	12.01
112.82	-0.16	12.01
112.84	-0.35	12.01
112.87	-0.46	12.01
112.90	-0.39	12.00
112.92	-0.33	12.01
112.95	-0.24	12.00
112.98	-0.29	12.00
113.00	-0.14	12.01
113.03	-0.16	12.01
113.05	-0.20	12.00
113.08	-0.29	12.00
113.11	-0.30	12.00
113.13	-0.35	12.01
113.16	-0.51	12.00
113.19	-0.35	12.01
113.21	-0.24	12.01
113.24	-0.21	12.00
113.26	-0.21	12.01
113.29	-0.14	12.01
113.32	-0.13	12.01
113.34	-0.23	12.01
113.37	-0.30	12.01
113.40	-0.31	12.01
113.42	-0.35	12.01
113.45	-0.43	12.01
113.48	-0.39	12.01
113.50	-0.25	12.01
113.53	-0.28	12.01
113.55	-0.30	12.01
113.58	-0.15	12.01
113.61	-0.15	12.01
113.63	-0.12	12.01
113.66	-0.33	12.01
113.69	-0.27	12.01
113.71	-0.27	12.01
113.74	-0.37	12.00
113.76	-0.36	12.00
113.79	-0.39	12.00
113.82	-0.25	12.00
113.84	-0.14	12.01
113.87	-0.26	12.01
113.90	-0.26	12.00
113.92	-0.18	12.01
113.95	-0.22	12.01
113.97	-0.25	12.01
114.00	-0.43	12.01
114.03	-0.35	12.01
114.05	-0.32	12.01
114.08	-0.36	12.00
114.11	-0.23	12.01
114.13	-0.17	12.00
114.16	-0.14	12.01
114.19	-0.12	12.01
114.21	-0.32	12.01
114.24	-0.27	12.01
114.26	-0.36	12.00
114.29	-0.42	12.01
114.32	-0.31	12.00
114.34	-0.34	12.00
114.37	-0.23	12.00
114.40	-0.16	12.01
114.42	-0.10	12.01
114.45	-0.08	12.01
114.47	-0.29	12.01
114.50	-0.28	12.01
114.53	-0.27	12.01
114.55	-0.41	12.01
114.58	-0.44	12.01
114.61	-0.49	12.01
114.63	-0.25	12.01
114.66	-0.12	12.01
114.69	-0.25	12.00
114.71	-0.21	12.01
114.74	-0.25	12.01
114.76	-0.15	12.01
114.79	-0.21	12.01
114.82	-0.36	12.00
114.84	-0.46	12.01
114.87	-0.54	12.00
114.90	-0.36	12.00
114.92	-0.23	12.01
114.95	-0.24	12.01
114.97	-0.28	12.01
115.00	-0.18	12.00
115.03	-0.24	12.00
115.05	-0.22	12.01
115.08	-0.29	12.00
115.11	-0.50	12.00
115.13	-0.47	12.00
115.16	-0.35	12.01
115.19	-0.31	12.00
115.21	-0.30	12.01
115.24	-0.32	12.01
115.26	-0.10	12.00
115.29	-0.18	12.00
115.32	-0.28	12.01
115.34	-0.30	12.01
115.37	-0.30	12.01
115.40	-0.32	12.01
115.42	-0.58	12.01
115.45	-0.47	12.01
115.47	-0.29	12.01
115.50	-0.33	12.01
115.53	-0.25	12.01
115.55	-0.21	12.01
115.58	-0.20	12.01
115.61	-0.19	12.00
115.63	-0.36	12.00
115.66	-0.33	12.01
115.69	-0.37	12.01
115.71	-0.41	12.01
115.74	-0.35	12.01
115.76	-0.42	12.00
115.79	-0.22	12.00
115.82	-0.23	12.01
115.84	-0.23	12.01
115.87	-0.16	12.01
115.90	-0.32	12.01
115.92	-0.26	12.00
115.95	-0.36	12.00
115.97	-0.46	12.01
116.00	-0.34	12.00
116.03	-0.48	12.01
116.05	-0.38	12.01
116.08	-0.21	12.01
116.11	-0.24	12.01
116.13	-0.20	12.00
116.16	-0.35	12.01
116.18	-0.20	12.01
116.21	-0.24	12.00
116.24	-0.50	12.01
116.26	-0.41	12.00
116.29	-0.24	12.01
116.32	-0.23	12.01
116.34	-0.25	12.01
116.37	-0.36	12.01
116.40	-0.14	12.01
116.42	-0.24	12.00
116.45	-0.31	12.00
116.47	-0.25	12.00
116.50	-0.47	12.01
116.53	-0.35	12.00
116.55	-0.41	12.01
116.58	-0.26	12.00
116.61	-0.19	12.00
116.63	-0.35	12.01
116.66	-0.23	12.01
116.68	-0.13	12.01
116.71	-0.30	12.01
116.74	-0.35	12.01
116.76	-0.50	12.01
116.79	-0.35	12.01
116.82	-0.30	12.01
116.84	-0.45	12.01
116.87	-0.31	12.00
116.90	-0.25	12.01
116.92	-0.11	12.00
116.95	-0.22	12.01
116.97	-0.32	12.01
117.00	-0.22	12.01
117.03	-0.35	12.01
117.05	-0.56	12.00
117.08	-0.52	12.01
117.11	-0.50	12.00
117.13	-0.23	12.01
117.16	-0.22	12.01
117.18	-0.35	12.01
117.21	-0.15	12.00
117.24	-0.19	12.00
117.26	-0.23	12.01
117.29	-0.37	12.01
117.32	-0.35	12.00
117.34	-0.35	12.01
117.37	-0.40	12.01
117.40	-0.32	12.01
117.42	-0.21	12.01
117.45	-0.24	12.01
117.47	-0.20	12.01
117.50	-0.17	12.02
117.53	-0.17	12.01
117.55	-0.18	12.01
117.58	-0.32	12.01
117.61	-0.23	12.01
117.63	-0.33	12.01
117.66	-0.40	12.00
117.68	-0.36	12.01
117.71	-0.19	12.01
117.74	-0.12	12.00
117.76	-0.21	12.01
117.79	-0.32	12.01
117.82	-0.08	12.00
117.84	-0.15	12.00
117.87	-0.50	12.00
117.90	-0.52	12.00
117.92	-0.41	12.01
117.95	-0.15	12.00
117.97	-0.26	12.00
118.00	-0.33	12.01
118.03	-0.17	12.00
118.05	-0.08	12.00
118.08	-0.20	12.01
118.11	-0.28	12.01
118.13	-0.35	12.01
118.16	-0.33	12.01
118.18	-0.34	12.02
118.21	-0.35	12.01
118.24	-0.27	12.01
118.26	-0.33	12.01
118.29	-0.21	12.01
118.32	-0.25	12.01
118.34	-0.27	12.01
118.37	-0.35	12.01
118.40	-0.34	12.00
118.42	-0.30	12.01
118.45	-0.29	12.00
118.47	-0.35	12.00
118.50	-0.32	12.01
118.53	-0.28	12.01
118.55	-0.13	12.01
118.58	-0.19	12.00
118.61	-0.30	12.00
118.63	-0.29	12.01
118.66	-0.25	12.01
118.68	-0.29	12.00
118.71	-0.44	12.00
118.74	-0.53	12.00
118.76	-0.36	12.00
118.79	-0.23	12.01
118.82	-0.42	12.01
118.84	-0.19	12.01
118.87	-0.14	12.01
118.89	-0.22	12.01
118.92	-0.17	12.00
118.95	-0.35	12.01
118.97	-0.28	12.01
119.00	-0.46	12.01
119.03	-0.52	12.01
119.05	-0.43	12.01
119.08	-0.41	12.01
119.11	-0.30	12.00
119.13	-0.23	12.00
119.16	-0.25	12.00
119.18	-0.18	12.00
119.21	-0.38	12.01
119.24	-0.39	12.01
119.26	-0.37	12.00
119.29	-0.47	12.00
119.32	-0.43	12.01
119.34	-0.36	12.00
119.37	-0.16	12.01
119.39	-0.26	12.00
119.42	-0.30	12.00
119.45	-0.43	12.01
119.47	-0.27	12.01
119.50	-0.38	12.01
119.53	-0.43	12.01
119.55	-0.46	12.01
119.58	-0.24	12.01
119.61	-0.26	12.01
119.63	-0.27	12.01
119.66	-0.32	12.01
119.68	-0.15	12.01
119.71	-0.25	12.01
119.74	-0.36	12.00
119.76	-0.33	12.01
119.79	-0.53	12.01
119.82	-0.33	12.01
119.84	-0.38	12.01
119.87	-0.20	12.00
119.89	-0.18	12.01
119.92	-0.29	12.00
119.95	-0.21	12.01
119.97	-0.19	12.00
120.00	-0.17	12.00
120.03	-0.25	12.01
120.05	-0.46	12.01
120.08	-0.25	12.01
120.11	-0.34	12.00
120.13	-0.45	12.01
120.16	-0.28	12.01
120.18	-0.33	12.01
120.21	-0.14	12.01
120.24	-0.17	12.00
120.26	-0.23	12.01
120.29	-0.23	12.01
120.32	-0.35	12.00
120.34	-0.33	12.01
120.37	-0.36	12.01
120.39	-0.41	12.01
120.42	-0.30	12.00
120.45	-0.28	12.01
120.47	-0.20	12.00
120.50	-0.12	12.01
120.53	-0.19	12.00
120.55	-0.17	12.00
120.58	-0.39	12.01
120.61	-0.34	12.01
120.63	-0.31	12.00
120.66	-0.41	12.00
120.68	-0.27	12.00
120.71	-0.13	12.01
120.74	-0.14	12.01
120.76	-0.15	12.01
120.79	-0.18	12.00
120.82	-0.04	12.00
120.84	-0.20	12.01
120.87	-0.37	12.01
120.89	-0.28	12.01
120.92	-0.31	12.01
120.95	-0.21	12.01
120.97	-0.29	12.00
121.00	-0.08	12.00
121.03	-0.02	12.00
121.05	-0.18	12.00
121.08	-0.14	12.01
121.10	-0.10	12.00
121.13	-0.16	12.01
121.16	-0.28	12.01
121.18	-0.50	12.00
121.21	-0.14	12.01
121.24	-0.22	12.01
121.26	-0.23	12.00
121.29	-0.16	12.00
121.32	-0.26	12.00
121.34	-0.06	12.00
121.37	-0.22	12.01
121.39	-0.26	12.00
121.42	-0.22	12.01
121.45	-0.41	12.01
121.47	-0.29	12.00
121.50	-0.33	12.01
121.53	-0.30	12.01
121.55	-0.24	12.01
121.58	-0.30	12.01
121.60	-0.09	12.01
121.63	-0.19	12.01
121.66	-0.28	12.01
121.68	-0.33	12.01
121.71	-0.38	12.01
121.74	-0.26	12.01
121.76	-0.41	12.01
121.79	-0.32	12.01
121.82	-0.23	12.00
121.84	-0.18	12.01
121.87	-0.22	12.01
121.89	-0.29	12.00
121.92	-0.23	12.01
121.95	-0.20	12.00
121.97	-0.32	12.01
122.00	-0.44	12.00
122.03	-0.38	12.01
122.05	-0.33	12.01
122.08	-0.21	12.01
122.10	-0.24	12.01
122.13	-0.26	12.01
122.16	-0.23	12.01
122.18	-0.23	12.01
122.21	-0.32	12.01
122.24	-0.31	12.01
122.26	-0.40	12.01
122.29	-0.38	12.01
122.32	-0.33	12.01
122.34	-0.29	12.00
122.37	-0.24	12.01
122.39	-0.41	12.01
122.42	-0.26	12.01
122.45	-0.24	12.02
122.47	-0.37	12.01
122.50	-0.43	12.01
122.53	-0.52	12.01
122.55	-0.29	12.00
122.58	-0.16	12.01
122.60	-0.35	12.00
122.63	-0.30	12.00
122.66	-0.34	12.01
122.68	-0.32	12.01
122.71	-0.27	12.01
122.74	-0.45	12.01
122.76	-0.41	12.01
122.79	-0.40	12.01
122.82	-0.34	12.00
122.84	-0.29	12.01
122.87	-0.30	12.01
122.89	-0.25	12.01
122.92	-0.18	12.01
122.95	-0.18	12.01
122.97	-0.18	12.01
123.00	-0.22	12.01
123.03	-0.44	12.00
123.05	-0.41	12.01
123.08	-0.38	12.01
123.10	-0.38	12.01
123.13	-0.28	12.01
123.16	-0.27	12.01
123.18	-0.28	12.01
123.21	-0.08	12.01
123.24	-0.19	12.00
123.26	-0.08	12.00
123.29	-0.19	12.00
123.31	-0.42	12.00
