"Zeit (Y, M, d, h, min, s)";"Zeit kleiner Sekunde";"Pulszahl";"OUT1";"OUT2";"OUT3";"OUT4"
19.04.2024 11:38:15;0,7235625;0;7,67;9,45;-4,51;2,84
19.04.2024 11:38:15;0,8485625;0;8,57;8,66;-3,63;3,56
19.04.2024 11:38:15;0,9735625;0;8,50;8,72;-3,65;3,53
19.04.2024 11:38:16;0,0985625;0;7,84;9,32;-4,44;2,71
19.04.2024 11:38:16;0,2235625;0;8,03;9,15;-4,13;2,90
19.04.2024 11:38:16;0,3485625;0;8,63;8,59;-3,28;3,39
19.04.2024 11:38:16;0,4735625;0;8,28;8,94;-3,59;2,94
19.04.2024 11:38:16;0,5985625;0;8,15;9,05;-3,90;2,65
19.04.2024 11:38:16;0,7235625;0;8,22;8,98;-3,76;2,91
19.04.2024 11:38:16;0,8485625;0;8,47;8,75;-3,62;3,09
19.04.2024 11:38:16;0,9735625;0;8,20;9,01;-3,82;2,92
19.04.2024 11:38:17;0,0985625;0;8,15;9,06;-4,00;2,92
19.04.2024 11:38:17;0,2235625;0;8,37;8,84;-3,80;3,16
19.04.2024 11:38:17;0,3485625;0;8,26;8,95;-3,75;3,36
19.04.2024 11:38:17;0,4735625;0;8,55;8,68;-3,80;3,13
19.04.2024 11:38:17;0,5985625;0;8,12;9,07;-3,93;2,98
19.04.2024 11:38:17;0,7235625;0;8,16;9,04;-3,84;3,06
19.04.2024 11:38:17;0,8485625;0;8,57;8,65;-3,76;3,13
19.04.2024 11:38:17;0,9735625;0;8,19;9,02;-3,89;3,09
19.04.2024 11:38:18;0,0985625;0;7,86;9,30;-4,17;2,89
19.04.2024 11:38:18;0,2235625;0;8,63;8,60;-3,83;3,27
19.04.2024 11:38:18;0,3485625;0;8,52;8,71;-3,53;3,47
19.04.2024 11:38:18;0,4735625;0;8,08;9,12;-4,05;2,86
19.04.2024 11:38:18;0,5985625;0;8,22;8,98;-4,23;2,78
19.04.2024 11:38:18;0,7235625;0;8,32;8,90;-3,54;3,29
19.04.2024 11:38:18;0,8485625;0;8,83;8,39;-3,35;3,46
19.04.2024 11:38:18;0,9735625;0;8,09;9,11;-4,02;2,78
19.04.2024 11:38:19;0,0985625;0;7,97;9,21;-3,86;2,67
19.04.2024 11:38:19;0,2235625;0;8,80;8,42;-3,26;3,29
19.04.2024 11:38:19;0,3485625;0;8,60;8,62;-3,40;3,22
19.04.2024 11:38:19;0,4735625;0;7,87;9,29;-4,07;2,58
19.04.2024 11:38:19;0,5985625;0;8,20;9,00;-4,10;2,77
19.04.2024 11:38:19;0,7235625;0;8,67;8,55;-3,45;3,64
19.04.2024 11:38:19;0,8485625;0;8,38;8,83;-3,74;3,44
19.04.2024 11:38:19;0,9735625;0;8,07;9,12;-4,31;2,92
19.04.2024 11:38:20;0,0985625;0;8,17;9,04;-4,03;3,00
19.04.2024 11:38:20;0,2235625;0;8,51;8,71;-3,56;3,37
19.04.2024 11:38:20;0,3485625;0;8,48;8,75;-3,68;3,10
19.04.2024 11:38:20;0,4735625;0;8,19;9,01;-3,93;2,72
19.04.2024 11:38:20;0,5985625;0;8,25;8,96;-3,54;2,92
19.04.2024 11:38:20;0,7235625;0;8,75;8,47;-3,22;3,12
19.04.2024 11:38:20;0,8485625;0;8,34;8,88;-3,53;2,80
19.04.2024 11:38:20;0,9735625;0;7,95;9,23;-3,91;2,73
19.04.2024 11:38:21;0,0985625;0;8,49;8,74;-3,61;3,12
19.04.2024 11:38:21;0,2235625;0;8,72;8,50;-3,39;3,54
19.04.2024 11:38:21;0,3485625;0;8,20;9,01;-3,77;2,97
19.04.2024 11:38:21;0,4735625;0;8,04;9,15;-4,11;2,56
19.04.2024 11:38:21;0,5985625;0;8,21;8,99;-3,77;3,08
19.04.2024 11:38:21;0,7235625;0;8,71;8,51;-3,32;3,54
19.04.2024 11:38:21;0,8485625;0;8,42;8,81;-3,68;2,77
19.04.2024 11:38:21;0,9735625;0;7,68;9,46;-4,13;2,40
19.04.2024 11:38:22;0,0985625;0;8,48;8,74;-3,57;3,12
19.04.2024 11:38:22;0,2235625;0;8,72;8,51;-3,44;3,42
19.04.2024 11:38:22;0,3485625;0;8,18;9,03;-3,82;3,00
19.04.2024 11:38:22;0,4735625;0;7,79;9,36;-4,35;2,64
19.04.2024 11:38:22;0,5985625;0;8,56;8,66;-3,57;3,29
19.04.2024 11:38:22;0,7235625;0;8,58;8,66;-3,34;3,61
19.04.2024 11:38:22;0,8485625;0;8,20;9,01;-4,26;3,09
19.04.2024 11:38:22;0,9735625;0;7,81;9,35;-4,64;2,83
19.04.2024 11:38:23;0,0985625;0;8,34;8,88;-3,69;3,40
19.04.2024 11:38:23;0,2235625;0;8,76;8,46;-3,56;3,64
19.04.2024 11:38:23;0,3485625;0;7,98;9,20;-4,26;2,90
19.04.2024 11:38:23;0,4735625;0;7,82;9,33;-4,13;2,80
19.04.2024 11:38:23;0,5985625;0;8,65;8,57;-3,52;3,35
19.04.2024 11:38:23;0,7235625;0;8,52;8,69;-3,52;3,16
19.04.2024 11:38:23;0,8485625;0;7,65;9,47;-4,05;2,55
19.04.2024 11:38:23;0,9735625;0;8,46;8,77;-3,71;2,91
19.04.2024 11:38:24;0,0985625;0;8,59;8,64;-3,38;3,49
19.04.2024 11:38:24;0,2235625;0;8,11;9,08;-3,78;2,92
19.04.2024 11:38:24;0,3485625;0;8,07;9,13;-4,00;2,59
19.04.2024 11:38:24;0,4735625;0;8,32;8,90;-3,51;3,28
19.04.2024 11:38:24;0,5985625;0;8,56;8,66;-3,45;3,38
19.04.2024 11:38:24;0,7235625;0;8,21;9,00;-4,02;3,03
19.04.2024 11:38:24;0,8485625;0;7,91;9,26;-4,18;2,92
19.04.2024 11:38:24;0,9735625;0;8,52;8,70;-3,62;3,39
19.04.2024 11:38:25;0,0985625;0;8,49;8,73;-3,49;3,42
19.04.2024 11:38:25;0,2235625;0;8,10;9,10;-3,79;2,89
19.04.2024 11:38:25;0,3485625;0;8,20;9,00;-3,92;2,82
19.04.2024 11:38:25;0,4735625;0;8,29;8,92;-3,58;3,16
19.04.2024 11:38:25;0,5985625;0;8,52;8,70;-3,53;3,29
19.04.2024 11:38:25;0,7235625;0;8,22;8,99;-3,83;2,89
19.04.2024 11:38:25;0,8485625;0;7,86;9,31;-4,07;2,81
19.04.2024 11:38:25;0,9735625;0;8,35;8,87;-3,81;3,22
19.04.2024 11:38:26;0,0985625;0;8,68;8,55;-3,45;3,51
19.04.2024 11:38:26;0,2235625;0;8,15;9,06;-3,70;3,02
19.04.2024 11:38:26;0,3485625;0;8,09;9,10;-3,97;2,55
19.04.2024 11:38:26;0,4735625;0;8,34;8,87;-3,63;3,22
19.04.2024 11:38:26;0,5985625;0;8,63;8,60;-3,45;3,56
19.04.2024 11:38:26;0,7235625;0;8,12;9,08;-3,92;2,85
19.04.2024 11:38:26;0,8485625;0;7,86;9,30;-4,21;2,57
19.04.2024 11:38:26;0,9735625;0;8,66;8,56;-3,11;3,14
19.04.2024 11:38:27;0,0985625;0;8,53;8,69;-3,37;3,26
19.04.2024 11:38:27;0,2235625;0;7,96;9,22;-4,21;2,68
19.04.2024 11:38:27;0,3485625;0;7,96;9,22;-4,13;2,88
19.04.2024 11:38:27;0,4735625;0;8,60;8,63;-3,62;3,56
19.04.2024 11:38:27;0,5985625;0;8,44;8,78;-3,68;3,12
19.04.2024 11:38:27;0,7235625;0;7,57;9,54;-4,52;2,53
19.04.2024 11:38:27;0,8485625;0;8,03;9,16;-4,15;2,98
19.04.2024 11:38:27;0,9735625;0;8,80;8,43;-3,34;3,80
19.04.2024 11:38:28;0,0985625;0;8,30;8,92;-3,63;3,18
19.04.2024 11:38:28;0,2235625;0;7,71;9,43;-4,10;2,24
19.04.2024 11:38:28;0,3485625;0;8,36;8,86;-3,51;2,90
19.04.2024 11:38:28;0,4735625;0;8,69;8,54;-3,42;3,54
19.04.2024 11:38:28;0,5985625;0;8,17;9,03;-4,03;2,75
19.04.2024 11:38:28;0,7235625;0;7,78;9,37;-4,27;2,74
19.04.2024 11:38:28;0,8485625;0;8,38;8,84;-3,59;3,47
19.04.2024 11:38:28;0,9735625;0;8,49;8,73;-3,88;3,50
19.04.2024 11:38:29;0,0985625;0;8,18;9,02;-4,19;3,09
19.04.2024 11:38:29;0,2235625;0;7,66;9,47;-4,51;3,16
19.04.2024 11:38:29;0,3485625;0;8,48;8,74;-4,07;3,43
19.04.2024 11:38:29;0,4735625;0;8,26;8,94;-3,80;3,32
19.04.2024 11:38:29;0,5985625;0;8,15;9,05;-3,84;3,18
19.04.2024 11:38:29;0,7235625;0;8,02;9,17;-4,07;3,01
19.04.2024 11:38:29;0,8485625;0;8,30;8,92;-3,71;3,09
19.04.2024 11:38:29;0,9735625;0;8,54;8,68;-3,25;3,23
19.04.2024 11:38:30;0,0985625;0;8,24;8,97;-3,42;2,78
19.04.2024 11:38:30;0,2235625;0;8,02;9,17;-3,82;2,52
19.04.2024 11:38:30;0,3485625;0;8,20;9,01;-3,76;3,07
19.04.2024 11:38:30;0,4735625;0;8,73;8,50;-3,34;3,49
19.04.2024 11:38:30;0,5985625;0;8,12;9,09;-3,57;2,88
19.04.2024 11:38:30;0,7235625;0;8,07;9,12;-3,88;2,59
19.04.2024 11:38:30;0,8485625;0;8,41;8,80;-3,60;3,29
19.04.2024 11:38:30;0,9735625;0;8,58;8,64;-3,50;3,49
19.04.2024 11:38:31;0,0985625;0;8,08;9,12;-4,06;2,94
19.04.2024 11:38:31;0,2235625;0;7,98;9,19;-3,92;2,78
19.04.2024 11:38:31;0,3485625;0;8,65;8,57;-3,23;3,41
19.04.2024 11:38:31;0,4735625;0;8,47;8,75;-3,72;3,41
19.04.2024 11:38:31;0,5985625;0;7,72;9,42;-4,35;3,03
19.04.2024 11:38:31;0,7235625;0;8,32;8,90;-3,94;3,11
19.04.2024 11:38:31;0,8485625;0;8,60;8,63;-3,29;3,52
19.04.2024 11:38:31;0,9735625;0;8,17;9,04;-3,81;3,28
19.04.2024 11:38:32;0,0985625;0;8,00;9,19;-4,42;2,87
19.04.2024 11:38:32;0,2235625;0;8,17;9,03;-3,90;3,32
19.04.2024 11:38:32;0,3485625;0;8,70;8,53;-3,30;3,74
19.04.2024 11:38:32;0,4735625;0;8,35;8,87;-3,68;3,02
19.04.2024 11:38:32;0,5985625;0;7,73;9,41;-4,07;2,62
19.04.2024 11:38:32;0,7235625;0;8,47;8,76;-3,73;3,37
19.04.2024 11:38:32;0,8485625;0;8,59;8,63;-3,62;3,57
19.04.2024 11:38:32;0,9735625;0;7,99;9,19;-3,84;2,86
19.04.2024 11:38:33;0,0985625;0;8,07;9,12;-3,95;2,61
19.04.2024 11:38:33;0,2235625;0;8,44;8,78;-3,53;3,17
19.04.2024 11:38:33;0,3485625;0;8,52;8,70;-3,48;3,48
19.04.2024 11:38:33;0,4735625;0;8,18;9,02;-3,81;2,95
19.04.2024 11:38:33;0,5985625;0;7,94;9,23;-3,88;2,45
19.04.2024 11:38:33;0,7235625;0;8,29;8,93;-3,37;2,83
19.04.2024 11:38:33;0,8485625;0;8,50;8,73;-3,25;2,95
19.04.2024 11:38:33;0,9735625;0;8,36;8,86;-3,58;2,84
19.04.2024 11:38:34;0,0985625;0;7,99;9,19;-3,73;2,65
19.04.2024 11:38:34;0,2235625;0;8,37;8,85;-3,48;2,79
19.04.2024 11:38:34;0,3485625;0;8,49;8,74;-3,47;3,26
19.04.2024 11:38:34;0,4735625;0;8,18;9,03;-3,97;3,19
19.04.2024 11:38:34;0,5985625;0;8,12;9,08;-4,36;3,09
19.04.2024 11:38:34;0,7235625;0;8,20;9,01;-4,05;3,43
19.04.2024 11:38:34;0,8485625;0;8,46;8,77;-3,81;3,44
19.04.2024 11:38:34;0,9735625;0;8,22;8,98;-4,03;3,08
19.04.2024 11:38:35;0,0985625;0;7,83;9,32;-4,32;3,25
19.04.2024 11:38:35;0,2235625;0;8,60;8,63;-3,85;3,51
19.04.2024 11:38:35;0,3485625;0;8,48;8,74;-3,62;3,35
19.04.2024 11:38:35;0,4735625;0;7,69;9,44;-3,99;2,52
19.04.2024 11:38:35;0,5985625;0;8,27;8,94;-3,94;2,87
19.04.2024 11:38:35;0,7235625;0;8,58;8,65;-3,44;3,54
19.04.2024 11:38:35;0,8485625;0;8,50;8,73;-3,50;3,23
19.04.2024 11:38:35;0,9735625;0;7,89;9,28;-4,07;2,54
19.04.2024 11:38:36;0,0985625;0;8,18;9,02;-3,61;2,94
19.04.2024 11:38:36;0,2235625;0;8,82;8,40;-3,36;3,48
19.04.2024 11:38:36;0,3485625;0;8,34;8,88;-3,79;3,19
19.04.2024 11:38:36;0,4735625;0;7,66;9,47;-4,33;2,77
19.04.2024 11:38:36;0,5985625;0;8,67;8,55;-3,77;3,17
19.04.2024 11:38:36;0,7235625;0;8,45;8,77;-3,35;3,45
19.04.2024 11:38:36;0,8485625;0;8,20;9,01;-3,91;3,05
19.04.2024 11:38:36;0,9735625;0;8,12;9,09;-4,15;2,98
19.04.2024 11:38:37;0,0985625;0;8,28;8,93;-3,59;3,14
19.04.2024 11:38:37;0,2235625;0;8,62;8,60;-3,47;3,12
19.04.2024 11:38:37;0,3485625;0;8,03;9,15;-3,82;2,81
19.04.2024 11:38:37;0,4735625;0;8,23;8,99;-3,84;2,97
19.04.2024 11:38:37;0,5985625;0;8,51;8,72;-3,59;3,13
19.04.2024 11:38:37;0,7235625;0;8,31;8,90;-3,44;3,05
19.04.2024 11:38:37;0,8485625;0;8,18;9,03;-3,65;2,95
19.04.2024 11:38:37;0,9735625;0;8,36;8,86;-3,86;2,93
19.04.2024 11:38:38;0,0985625;0;8,13;9,07;-3,85;3,16
19.04.2024 11:38:38;0,2235625;0;8,50;8,73;-3,77;3,35
19.04.2024 11:38:38;0,3485625;0;8,46;8,77;-3,69;3,08
19.04.2024 11:38:38;0,4735625;0;7,95;9,22;-3,84;2,62
19.04.2024 11:38:38;0,5985625;0;8,28;8,93;-3,91;3,10
19.04.2024 11:38:38;0,7235625;0;8,73;8,49;-3,63;3,62
19.04.2024 11:38:38;0,8485625;0;8,03;9,16;-3,85;3,24
19.04.2024 11:38:38;0,9735625;0;8,21;9,00;-4,06;2,70
19.04.2024 11:38:39;0,0985625;0;8,25;8,95;-3,58;3,10
19.04.2024 11:38:39;0,2235625;0;8,48;8,74;-3,43;3,25
19.04.2024 11:38:39;0,3485625;0;8,31;8,91;-4,10;2,87
19.04.2024 11:38:39;0,4735625;0;7,75;9,39;-4,08;2,70
19.04.2024 11:38:39;0,5985625;0;8,70;8,53;-3,13;3,39
19.04.2024 11:38:39;0,7235625;0;8,57;8,65;-3,45;3,12
19.04.2024 11:38:39;0,8485625;0;7,62;9,50;-4,13;2,71
19.04.2024 11:38:39;0,9735625;0;8,31;8,91;-4,07;3,19
19.04.2024 11:38:40;0,0985625;0;8,85;8,38;-3,46;3,59
19.04.2024 11:38:40;0,2235625;0;7,87;9,29;-3,91;2,95
19.04.2024 11:38:40;0,3485625;0;8,10;9,09;-4,22;2,71
19.04.2024 11:38:40;0,4735625;0;8,36;8,86;-3,83;3,44
19.04.2024 11:38:40;0,5985625;0;8,65;8,57;-3,45;3,63
19.04.2024 11:38:40;0,7235625;0;8,38;8,84;-3,70;3,00
19.04.2024 11:38:40;0,8485625;0;7,88;9,28;-4,00;2,45
19.04.2024 11:38:40;0,9735625;0;8,24;8,97;-3,56;3,12
19.04.2024 11:38:41;0,0985625;0;8,90;8,30;-3,56;3,35
19.04.2024 11:38:41;0,2235625;0;7,98;9,20;-3,85;3,08
19.04.2024 11:38:41;0,3485625;0;8,14;9,06;-3,99;2,71
19.04.2024 11:38:41;0,4735625;0;8,42;8,81;-3,58;2,99
19.04.2024 11:38:41;0,5985625;0;8,30;8,92;-3,47;3,29
19.04.2024 11:38:41;0,7235625;0;8,44;8,79;-4,10;3,29
19.04.2024 11:38:41;0,8485625;0;8,25;8,96;-4,20;3,16
19.04.2024 11:38:41;0,9735625;0;8,03;9,16;-3,85;3,27
19.04.2024 11:38:42;0,0985625;0;8,64;8,58;-3,50;3,40
19.04.2024 11:38:42;0,2235625;0;8,51;8,73;-3,84;3,40
19.04.2024 11:38:42;0,3485625;0;8,00;9,18;-4,13;3,13
19.04.2024 11:38:42;0,4735625;0;8,39;8,83;-3,80;3,10
19.04.2024 11:38:42;0,5985625;0;8,64;8,58;-3,31;3,27
19.04.2024 11:38:42;0,7235625;0;8,28;8,93;-3,49;2,95
19.04.2024 11:38:42;0,8485625;0;8,11;9,08;-3,84;2,66
19.04.2024 11:38:42;0,9735625;0;8,44;8,78;-3,60;3,24
19.04.2024 11:38:43;0,0985625;0;8,61;8,61;-3,12;3,14
19.04.2024 11:38:43;0,2235625;0;8,22;8,99;-3,64;2,57
19.04.2024 11:38:43;0,3485625;0;7,99;9,19;-3,93;2,44
19.04.2024 11:38:43;0,4735625;0;8,50;8,73;-3,46;3,43
19.04.2024 11:38:43;0,5985625;0;8,69;8,54;-3,83;3,78
19.04.2024 11:38:43;0,7235625;0;7,78;9,37;-4,58;3,04
19.04.2024 11:38:43;0,8485625;0;8,01;9,17;-4,40;3,02
19.04.2024 11:38:43;0,9735625;0;8,77;8,45;-3,39;3,86
19.04.2024 11:38:44;0,0985625;0;8,48;8,74;-3,78;3,52
19.04.2024 11:38:44;0,2235625;0;7,91;9,26;-4,40;2,75
19.04.2024 11:38:44;0,3485625;0;8,22;8,99;-3,77;2,78
19.04.2024 11:38:44;0,4735625;0;8,80;8,42;-2,88;3,30
19.04.2024 11:38:44;0,5985625;0;8,42;8,81;-3,29;2,63
19.04.2024 11:38:44;0,7235625;0;7,89;9,27;-3,82;1,92
19.04.2024 11:38:44;0,8485625;0;8,25;8,96;-3,75;2,93
19.04.2024 11:38:44;0,9735625;0;8,71;8,51;-3,46;3,54
19.04.2024 11:38:45;0,0985625;0;8,12;9,07;-3,90;3,02
19.04.2024 11:38:45;0,2235625;0;8,03;9,15;-4,13;2,67
19.04.2024 11:38:45;0,3485625;0;8,31;8,91;-4,09;3,51
19.04.2024 11:38:45;0,4735625;0;8,39;8,84;-4,19;3,54
19.04.2024 11:38:45;0,5985625;0;7,97;9,21;-4,31;2,99
19.04.2024 11:38:45;0,7235625;0;8,20;9,01;-3,86;2,89
19.04.2024 11:38:45;0,8485625;0;8,41;8,81;-3,34;3,19
19.04.2024 11:38:45;0,9735625;0;8,46;8,76;-3,38;2,96
19.04.2024 11:38:46;0,0985625;0;8,23;8,98;-3,75;2,62
19.04.2024 11:38:46;0,2235625;0;8,03;9,15;-3,66;2,54
19.04.2024 11:38:46;0,3485625;0;8,53;8,69;-3,24;2,94
19.04.2024 11:38:46;0,4735625;0;8,38;8,83;-3,73;2,84
19.04.2024 11:38:46;0,5985625;0;7,90;9,27;-4,08;2,96
19.04.2024 11:38:46;0,7235625;0;8,26;8,94;-4,11;3,28
19.04.2024 11:38:46;0,8485625;0;8,50;8,72;-3,76;3,53
19.04.2024 11:38:46;0,9735625;0;8,14;9,06;-3,77;3,26
19.04.2024 11:38:47;0,0985625;0;8,05;9,14;-4,36;2,86
19.04.2024 11:38:47;0,2235625;0;8,02;9,17;-4,28;3,26
19.04.2024 11:38:47;0,3485625;0;8,53;8,70;-3,71;3,61
19.04.2024 11:38:47;0,4735625;0;8,57;8,67;-3,41;3,22
19.04.2024 11:38:47;0,5985625;0;7,76;9,39;-3,79;2,48
19.04.2024 11:38:47;0,7235625;0;8,35;8,86;-3,47;2,83
19.04.2024 11:38:47;0,8485625;0;8,75;8,47;-3,05;3,43
19.04.2024 11:38:47;0,9735625;0;8,43;8,79;-3,40;2,99
19.04.2024 11:38:48;0,0985625;0;7,82;9,34;-4,03;2,35
19.04.2024 11:38:48;0,2235625;0;8,36;8,86;-3,47;2,97
19.04.2024 11:38:48;0,3485625;0;8,71;8,52;-3,15;3,76
19.04.2024 11:38:48;0,4735625;0;8,34;8,87;-4,01;3,33
19.04.2024 11:38:48;0,5985625;0;7,77;9,37;-4,41;2,93
19.04.2024 11:38:48;0,7235625;0;8,30;8,91;-3,65;3,41
19.04.2024 11:38:48;0,8485625;0;8,71;8,51;-3,58;3,64
19.04.2024 11:38:48;0,9735625;0;8,03;9,15;-4,15;3,27
19.04.2024 11:38:49;0,0985625;0;8,06;9,13;-4,21;2,86
19.04.2024 11:38:49;0,2235625;0;8,36;8,86;-3,52;3,18
19.04.2024 11:38:49;0,3485625;0;8,48;8,75;-3,01;3,13
19.04.2024 11:38:49;0,4735625;0;8,34;8,88;-3,33;2,59
19.04.2024 11:38:49;0,5985625;0;8,17;9,03;-3,63;2,66
19.04.2024 11:38:49;0,7235625;0;8,09;9,10;-3,70;3,08
19.04.2024 11:38:49;0,8485625;0;8,62;8,61;-3,61;3,28
19.04.2024 11:38:49;0,9735625;0;8,28;8,94;-3,83;3,11
19.04.2024 11:38:50;0,0985625;0;7,86;9,30;-4,19;3,18
19.04.2024 11:38:50;0,2235625;0;8,53;8,69;-3,96;3,59
19.04.2024 11:38:50;0,3485625;0;8,43;8,79;-3,77;3,62
19.04.2024 11:38:50;0,4735625;0;8,11;9,09;-3,94;3,27
19.04.2024 11:38:50;0,5985625;0;8,12;9,08;-4,14;2,83
19.04.2024 11:38:50;0,7235625;0;8,35;8,86;-3,61;3,17
19.04.2024 11:38:50;0,8485625;0;8,52;8,70;-3,49;3,36
19.04.2024 11:38:50;0,9735625;0;8,28;8,93;-3,79;2,67
19.04.2024 11:38:51;0,0985625;0;7,89;9,28;-3,61;2,22
19.04.2024 11:38:51;0,2235625;0;8,60;8,63;-3,22;3,11
19.04.2024 11:38:51;0,3485625;0;8,56;8,67;-3,45;3,16
19.04.2024 11:38:51;0,4735625;0;7,93;9,24;-4,02;2,67
19.04.2024 11:38:51;0,5985625;0;8,12;9,07;-4,03;2,80
19.04.2024 11:38:51;0,7235625;0;8,62;8,60;-3,55;3,44
19.04.2024 11:38:51;0,8485625;0;8,60;8,63;-3,66;3,50
19.04.2024 11:38:51;0,9735625;0;7,77;9,38;-4,44;2,80
19.04.2024 11:38:52;0,0985625;0;8,15;9,05;-4,16;3,24
19.04.2024 11:38:52;0,2235625;0;8,82;8,40;-3,35;3,72
19.04.2024 11:38:52;0,3485625;0;8,52;8,71;-3,48;3,13
19.04.2024 11:38:52;0,4735625;0;7,81;9,34;-4,20;2,39
19.04.2024 11:38:52;0,5985625;0;8,42;8,80;-3,65;2,88
19.04.2024 11:38:52;0,7235625;0;8,73;8,49;-3,22;3,29
19.04.2024 11:38:52;0,8485625;0;8,33;8,88;-3,60;3,01
19.04.2024 11:38:52;0,9735625;0;8,05;9,14;-4,05;2,48
19.04.2024 11:38:53;0,0985625;0;8,32;8,90;-3,73;3,01
19.04.2024 11:38:53;0,2235625;0;8,62;8,61;-3,54;3,43
19.04.2024 11:38:53;0,3485625;0;8,41;8,81;-4,02;3,11
19.04.2024 11:38:53;0,4735625;0;8,09;9,10;-4,18;2,88
19.04.2024 11:38:53;0,5985625;0;8,52;8,70;-3,68;3,18
19.04.2024 11:38:53;0,7235625;0;8,69;8,54;-3,45;3,39
19.04.2024 11:38:53;0,8485625;0;8,35;8,87;-3,77;2,89
19.04.2024 11:38:53;0,9735625;0;8,09;9,10;-3,93;2,72
19.04.2024 11:38:54;0,0985625;0;8,56;8,66;-3,39;3,10
19.04.2024 11:38:54;0,2235625;0;8,74;8,48;-3,27;3,34
19.04.2024 11:38:54;0,3485625;0;8,27;8,95;-3,88;2,94
19.04.2024 11:38:54;0,4735625;0;8,02;9,16;-4,31;2,87
19.04.2024 11:38:54;0,5985625;0;8,59;8,63;-3,84;3,43
19.04.2024 11:38:54;0,7235625;0;8,65;8,57;-3,58;3,65
19.04.2024 11:38:54;0,8485625;0;8,16;9,04;-4,12;3,00
19.04.2024 11:38:54;0,9735625;0;8,01;9,18;-4,41;2,73
19.04.2024 11:38:55;0,0985625;0;8,59;8,63;-3,66;3,36
19.04.2024 11:38:55;0,2235625;0;8,71;8,52;-3,33;3,55
19.04.2024 11:38:55;0,3485625;0;8,30;8,92;-3,84;2,63
19.04.2024 11:38:55;0,4735625;0;8,00;9,18;-3,98;2,34
19.04.2024 11:38:55;0,5985625;0;8,61;8,61;-3,22;3,29
19.04.2024 11:38:55;0,7235625;0;8,82;8,40;-3,27;3,35
19.04.2024 11:38:55;0,8485625;0;8,15;9,05;-4,05;2,66
19.04.2024 11:38:55;0,9735625;0;8,02;9,16;-4,11;2,78
19.04.2024 11:38:56;0,0985625;0;8,88;8,34;-3,32;3,63
19.04.2024 11:38:56;0,2235625;0;8,61;8,62;-3,64;3,30
19.04.2024 11:38:56;0,3485625;0;7,85;9,31;-4,46;2,63
19.04.2024 11:38:56;0,4735625;0;8,43;8,78;-4,01;2,93
19.04.2024 11:38:56;0,5985625;0;8,53;8,69;-3,39;3,50
19.04.2024 11:38:56;0,7235625;0;8,43;8,79;-3,70;2,95
19.04.2024 11:38:56;0,8485625;0;8,18;9,03;-4,01;2,70
19.04.2024 11:38:56;0,9735625;0;8,47;8,75;-3,54;3,20
19.04.2024 11:38:57;0,0985625;0;8,66;8,56;-3,47;3,20
19.04.2024 11:38:57;0,2235625;0;8,12;9,08;-4,12;2,63
19.04.2024 11:38:57;0,3485625;0;8,00;9,18;-4,01;2,81
19.04.2024 11:38:57;0,4735625;0;8,78;8,45;-3,40;3,46
19.04.2024 11:38:57;0,5985625;0;8,49;8,74;-3,65;3,33
19.04.2024 11:38:57;0,7235625;0;8,11;9,09;-4,04;2,77
19.04.2024 11:38:57;0,8485625;0;8,29;8,93;-3,85;2,79
19.04.2024 11:38:57;0,9735625;0;8,64;8,59;-3,39;3,32
19.04.2024 11:38:58;0,0985625;0;8,54;8,68;-3,61;3,11
19.04.2024 11:38:58;0,2235625;0;8,10;9,10;-3,97;2,68
19.04.2024 11:38:58;0,3485625;0;8,24;8,96;-3,84;2,90
19.04.2024 11:38:58;0,4735625;0;8,57;8,65;-3,42;3,29
19.04.2024 11:38:58;0,5985625;0;8,66;8,55;-3,55;3,24
19.04.2024 11:38:58;0,7235625;0;8,07;9,12;-4,08;2,89
19.04.2024 11:38:58;0,8485625;0;8,14;9,06;-4,19;2,83
19.04.2024 11:38:58;0,9735625;0;8,51;8,71;-3,69;3,23
19.04.2024 11:38:59;0,0985625;0;8,73;8,49;-3,21;3,46
19.04.2024 11:38:59;0,2235625;0;8,07;9,13;-3,76;2,71
19.04.2024 11:38:59;0,3485625;0;8,30;8,91;-3,87;2,73
19.04.2024 11:38:59;0,4735625;0;8,50;8,73;-3,38;3,31
19.04.2024 11:38:59;0,5985625;0;8,73;8,50;-3,19;3,00
19.04.2024 11:38:59;0,7235625;0;8,18;9,03;-3,71;2,62
19.04.2024 11:38:59;0,8485625;0;8,12;9,08;-3,82;2,72
19.04.2024 11:38:59;0,9735625;0;8,85;8,36;-3,35;3,37
19.04.2024 11:39:00;0,0985625;0;8,59;8,63;-3,51;3,25
19.04.2024 11:39:00;0,2235625;0;7,88;9,29;-4,10;2,84
19.04.2024 11:39:00;0,3485625;0;8,50;8,72;-3,96;3,10
19.04.2024 11:39:00;0,4735625;0;8,65;8,58;-3,73;3,53
19.04.2024 11:39:00;0,5985625;0;8,22;8,98;-4,08;3,27
19.04.2024 11:39:00;0,7235625;0;8,09;9,10;-4,35;2,69
19.04.2024 11:39:00;0,8485625;0;8,39;8,82;-3,47;3,12
19.04.2024 11:39:00;0,9735625;0;8,79;8,44;-3,37;3,52
19.04.2024 11:39:01;0,0985625;0;8,11;9,09;-3,99;2,69
19.04.2024 11:39:01;0,2235625;0;8,04;9,15;-3,90;2,63
19.04.2024 11:39:01;0,3485625;0;8,63;8,59;-3,20;2,92
