Position [m]	Sabre [mm/m]	Band width [mm]
509.98	-0.07	12.09
510.01	0.16	12.09
510.04	0.64	12.08
510.06	0.22	12.08
510.09	0.11	12.08
510.12	0.23	12.08
510.14	0.31	12.08
510.17	0.36	12.08
510.20	-0.01	12.08
510.22	0.20	12.08
510.25	0.66	12.08
510.27	0.22	12.08
510.30	0.19	12.07
510.33	0.34	12.08
510.35	0.27	12.08
510.38	0.24	12.08
510.41	0.10	12.08
510.43	0.04	12.08
510.46	0.55	12.08
510.48	0.24	12.08
510.51	0.00	12.08
510.54	0.33	12.08
510.56	0.49	12.08
510.59	0.30	12.07
510.62	0.11	12.08
510.64	0.21	12.07
510.67	0.45	12.08
510.70	0.36	12.08
510.72	-0.08	12.09
510.75	0.26	12.08
510.77	0.69	12.08
510.80	0.03	12.08
510.83	-0.17	12.08
510.85	0.47	12.08
510.88	0.52	12.08
510.91	0.03	12.08
510.93	0.14	12.08
510.96	0.47	12.08
510.99	0.57	12.09
511.01	0.15	12.08
511.04	0.08	12.08
511.06	0.48	12.08
511.09	0.53	12.08
511.12	0.03	12.08
511.14	0.32	12.08
511.17	0.42	12.09
511.20	0.33	12.08
511.22	0.09	12.08
511.25	0.17	12.08
511.27	0.42	12.08
511.30	0.33	12.08
511.33	0.15	12.08
511.35	0.29	12.09
511.38	0.53	12.08
511.41	0.19	12.08
511.43	0.30	12.08
511.46	0.18	12.09
511.49	0.35	12.08
511.51	0.60	12.08
511.54	-0.17	12.08
511.56	0.16	12.08
511.59	0.75	12.08
511.62	0.13	12.08
511.64	-0.07	12.08
511.67	0.38	12.08
511.70	0.38	12.08
511.72	0.29	12.08
511.75	0.10	12.08
511.78	0.16	12.08
511.80	0.65	12.08
511.83	0.28	12.08
511.85	-0.02	12.08
511.88	0.55	12.08
511.91	0.34	12.08
511.93	0.22	12.07
511.96	0.18	12.08
511.99	0.20	12.08
512.01	0.41	12.08
512.04	0.33	12.08
512.06	-0.09	12.08
512.09	0.43	12.08
512.12	0.48	12.08
512.14	0.01	12.08
512.17	0.22	12.08
512.20	0.48	12.08
512.22	0.36	12.08
512.25	0.30	12.08
512.28	-0.00	12.08
512.30	0.47	12.08
512.33	0.49	12.07
512.35	-0.13	12.08
512.38	0.12	12.08
512.41	0.63	12.08
512.43	0.12	12.08
512.46	0.04	12.08
512.49	0.45	12.08
512.51	0.44	12.08
512.54	0.25	12.08
512.57	0.10	12.08
512.59	0.28	12.09
512.62	0.53	12.08
512.64	0.12	12.08
512.67	-0.02	12.08
512.70	0.54	12.08
512.72	0.28	12.09
512.75	0.18	12.07
512.78	0.20	12.08
512.80	0.19	12.08
512.83	0.44	12.08
512.85	0.31	12.08
512.88	0.01	12.08
512.91	0.46	12.08
512.93	0.46	12.09
512.96	0.20	12.08
512.99	0.32	12.08
513.01	0.12	12.08
513.04	0.41	12.08
513.07	0.27	12.08
513.09	-0.04	12.08
513.12	0.38	12.08
513.14	0.58	12.08
513.17	-0.18	12.07
513.20	0.28	12.08
513.22	0.59	12.08
513.25	0.40	12.08
513.28	0.15	12.08
513.30	0.20	12.08
513.33	0.38	12.08
513.36	0.52	12.08
513.38	-0.12	12.09
513.41	0.26	12.08
513.43	0.68	12.07
513.46	0.08	12.08
513.49	-0.01	12.08
513.51	0.39	12.08
513.54	0.38	12.08
513.57	0.17	12.08
513.59	0.28	12.08
513.62	0.35	12.09
513.64	0.47	12.08
513.67	0.13	12.08
513.70	0.10	12.08
513.72	0.41	12.08
513.75	0.29	12.08
513.78	0.10	12.08
513.80	0.25	12.08
513.83	0.34	12.09
513.86	0.36	12.08
513.88	0.20	12.07
513.91	0.07	12.08
513.93	0.38	12.08
513.96	0.36	12.08
513.99	0.17	12.08
514.01	-0.04	12.09
514.04	0.54	12.08
514.07	0.30	12.08
514.09	-0.01	12.08
514.12	0.20	12.09
514.15	0.54	12.08
514.17	0.30	12.07
514.20	-0.19	12.08
514.22	0.36	12.08
514.25	0.54	12.08
514.28	0.18	12.08
514.30	-0.12	12.08
514.33	0.52	12.08
514.36	0.43	12.08
514.38	0.04	12.08
514.41	0.09	12.08
514.43	0.43	12.08
514.46	0.29	12.08
514.49	0.09	12.08
514.51	0.12	12.08
514.54	0.49	12.08
514.57	0.20	12.08
514.59	0.10	12.08
514.62	0.27	12.08
514.65	0.30	12.09
514.67	0.21	12.08
514.70	0.14	12.08
514.72	0.23	12.08
514.75	0.29	12.08
514.78	0.31	12.08
514.80	0.09	12.08
514.83	0.16	12.08
514.86	0.26	12.08
514.88	0.34	12.08
514.91	0.04	12.08
514.94	0.02	12.08
514.96	0.47	12.08
514.99	0.30	12.08
515.01	-0.13	12.08
515.04	0.34	12.08
515.07	0.35	12.07
515.09	0.15	12.08
515.12	-0.02	12.08
515.15	0.27	12.08
515.17	0.44	12.08
515.20	0.17	12.09
515.22	-0.01	12.08
515.25	0.35	12.09
515.28	0.39	12.08
515.30	-0.15	12.08
515.33	0.20	12.08
515.36	0.30	12.08
515.38	0.16	12.08
515.41	0.17	12.08
515.44	0.11	12.08
515.46	0.09	12.08
515.49	0.42	12.07
515.51	0.02	12.08
515.54	0.02	12.08
515.57	0.46	12.08
515.59	0.26	12.08
515.62	0.10	12.08
515.65	0.24	12.08
515.67	0.13	12.08
515.70	0.46	12.08
515.73	0.05	12.08
515.75	-0.03	12.08
515.78	0.49	12.08
515.80	0.15	12.08
515.83	-0.05	12.09
515.86	0.27	12.08
515.88	0.38	12.08
515.91	0.11	12.07
515.94	0.13	12.09
515.96	0.13	12.08
515.99	0.58	12.08
516.01	0.09	12.08
516.04	-0.14	12.08
516.07	0.63	12.08
516.09	0.36	12.09
516.12	-0.04	12.09
516.15	0.27	12.09
516.17	0.33	12.08
516.20	0.20	12.08
516.23	-0.00	12.08
516.25	0.04	12.08
516.28	0.53	12.08
516.30	0.22	12.08
516.33	-0.11	12.07
516.36	0.32	12.08
516.38	0.44	12.08
516.41	0.09	12.08
516.44	0.28	12.08
516.46	0.04	12.08
516.49	0.36	12.08
516.52	0.35	12.09
516.54	-0.03	12.08
516.57	0.04	12.08
516.59	0.48	12.08
516.62	0.15	12.08
516.65	0.10	12.08
516.67	0.07	12.09
516.70	0.44	12.08
516.73	0.36	12.07
516.75	-0.03	12.08
516.78	0.18	12.08
516.80	0.67	12.08
516.83	0.18	12.08
516.86	-0.10	12.08
516.88	0.27	12.08
516.91	0.36	12.08
516.94	0.17	12.09
516.96	0.09	12.08
516.99	0.33	12.08
517.02	0.18	12.09
517.04	0.28	12.09
517.07	0.18	12.08
517.09	0.33	12.08
517.12	0.26	12.08
517.15	0.09	12.08
517.17	0.27	12.08
517.20	0.35	12.08
517.23	0.21	12.08
517.25	0.08	12.07
517.28	0.11	12.08
517.31	0.30	12.09
517.33	0.28	12.09
517.36	0.10	12.08
517.38	0.18	12.09
517.41	0.41	12.08
517.44	0.25	12.08
517.46	0.12	12.08
517.49	0.17	12.09
517.52	0.32	12.08
517.54	0.29	12.08
517.57	-0.19	12.08
517.59	0.28	12.07
517.62	0.47	12.07
517.65	0.05	12.08
517.67	-0.04	12.09
517.70	0.41	12.08
517.73	0.33	12.08
517.75	0.10	12.08
517.78	0.12	12.08
517.81	0.36	12.08
517.83	0.46	12.07
517.86	-0.07	12.09
517.88	0.25	12.08
517.91	0.37	12.08
517.94	0.26	12.08
517.96	-0.10	12.07
517.99	0.22	12.08
518.02	0.36	12.08
518.04	0.34	12.08
518.07	-0.04	12.07
518.10	0.32	12.08
518.12	0.36	12.08
518.15	0.28	12.08
518.17	0.05	12.08
518.20	0.37	12.09
518.23	0.36	12.09
518.25	0.08	12.08
518.28	0.30	12.08
518.31	0.22	12.08
518.33	0.24	12.08
518.36	0.23	12.08
518.38	0.04	12.08
518.41	0.19	12.07
518.44	0.56	12.08
518.46	-0.11	12.08
518.49	0.07	12.08
518.52	0.64	12.09
518.54	0.26	12.08
518.57	0.12	12.08
518.60	0.28	12.09
518.62	0.40	12.08
518.65	0.34	12.08
518.67	0.04	12.08
518.70	-0.06	12.09
518.73	0.63	12.08
518.75	0.10	12.08
518.78	-0.15	12.08
518.81	0.27	12.08
518.83	0.43	12.08
518.86	-0.02	12.08
518.89	0.26	12.08
518.91	0.18	12.08
518.94	0.47	12.08
518.96	0.27	12.09
518.99	0.07	12.08
519.02	0.26	12.08
519.04	0.41	12.08
519.07	0.04	12.07
519.10	0.10	12.08
519.12	0.19	12.08
519.15	0.36	12.08
519.17	0.19	12.07
519.20	-0.04	12.08
519.23	0.29	12.08
519.25	0.59	12.07
519.28	0.16	12.08
519.31	-0.04	12.09
519.33	0.49	12.08
519.36	0.40	12.08
519.39	0.14	12.08
519.41	0.02	12.08
519.44	0.29	12.08
519.46	0.54	12.08
519.49	0.02	12.08
519.52	-0.09	12.08
519.54	0.46	12.08
519.57	0.32	12.08
519.60	-0.07	12.08
519.62	0.31	12.07
519.65	0.40	12.07
519.68	0.22	12.08
519.70	0.21	12.08
519.73	0.04	12.08
519.75	0.32	12.08
519.78	0.24	12.08
519.81	0.03	12.08
519.83	0.18	12.07
519.86	0.39	12.08
519.89	0.14	12.08
519.91	0.08	12.08
519.94	0.19	12.09
519.96	0.27	12.09
519.99	0.28	12.07
520.02	-0.01	12.08
520.04	0.17	12.09
520.07	0.50	12.09
520.10	0.15	12.07
520.12	-0.18	12.08
520.15	0.34	12.08
520.18	0.46	12.08
520.20	0.12	12.08
520.23	-0.02	12.08
520.25	0.30	12.09
520.28	0.40	12.08
520.31	0.18	12.08
520.33	-0.10	12.09
520.36	0.41	12.08
520.39	0.41	12.08
520.41	-0.22	12.08
520.44	0.22	12.08
520.47	0.34	12.08
520.49	0.17	12.09
520.52	0.05	12.08
520.54	0.28	12.09
520.57	0.31	12.07
520.60	0.31	12.08
520.62	0.08	12.08
520.65	0.20	12.08
520.68	0.31	12.08
520.70	0.25	12.08
520.73	0.07	12.08
520.75	0.16	12.09
520.78	0.31	12.08
520.81	0.15	12.07
520.83	0.12	12.08
520.86	0.15	12.08
520.89	0.34	12.08
520.91	0.24	12.08
520.94	0.07	12.08
520.97	0.25	12.08
520.99	0.54	12.09
521.02	0.10	12.08
521.04	0.02	12.08
521.07	0.32	12.08
521.10	0.41	12.08
521.12	0.08	12.08
521.15	-0.13	12.08
521.18	0.53	12.08
521.20	0.38	12.08
521.23	-0.08	12.08
521.26	0.12	12.08
521.28	0.55	12.07
521.31	0.25	12.08
521.33	-0.16	12.08
521.36	0.32	12.08
521.39	0.49	12.08
521.41	0.21	12.09
521.44	-0.01	12.08
521.47	0.30	12.08
521.49	0.32	12.08
521.52	0.28	12.08
521.54	0.05	12.08
521.57	0.30	12.09
521.60	0.40	12.08
521.62	0.12	12.08
521.65	0.10	12.08
521.68	0.26	12.08
521.70	0.36	12.08
521.73	0.28	12.07
521.76	-0.10	12.08
521.78	0.22	12.08
521.81	0.57	12.09
521.83	0.08	12.08
521.86	0.06	12.08
521.89	0.28	12.09
521.91	0.49	12.08
521.94	0.23	12.08
521.97	-0.01	12.08
521.99	0.32	12.08
522.02	0.53	12.08
522.05	-0.04	12.09
522.07	-0.01	12.08
522.10	0.58	12.08
522.12	0.20	12.07
522.15	-0.03	12.08
522.18	0.18	12.08
522.20	0.45	12.08
522.23	0.16	12.08
522.26	0.18	12.09
522.28	0.15	12.08
522.31	0.45	12.08
522.33	0.31	12.08
522.36	-0.06	12.09
522.39	0.15	12.08
522.41	0.51	12.08
522.44	0.05	12.08
522.47	-0.01	12.08
522.49	0.17	12.08
522.52	0.39	12.08
522.55	0.34	12.07
522.57	-0.10	12.07
522.60	0.17	12.09
522.62	0.57	12.09
522.65	0.31	12.08
522.68	-0.16	12.08
522.70	0.36	12.08
522.73	0.47	12.07
522.76	0.11	12.08
522.78	-0.01	12.09
522.81	0.35	12.09
522.83	0.42	12.07
522.86	-0.03	12.08
522.89	-0.04	12.09
522.91	0.42	12.07
522.94	0.37	12.07
522.97	-0.14	12.08
522.99	0.17	12.09
523.02	0.62	12.07
523.05	0.32	12.08
523.07	-0.01	12.08
523.10	0.11	12.08
523.12	0.40	12.07
523.15	0.24	12.08
523.18	0.02	12.08
523.20	0.14	12.08
523.23	0.50	12.09
523.26	0.11	12.08
523.28	0.05	12.08
523.31	0.15	12.08
523.34	0.35	12.08
523.36	0.23	12.07
523.39	0.19	12.07
523.41	0.00	12.08
523.44	0.54	12.08
523.47	0.22	12.08
523.49	-0.03	12.08
523.52	0.19	12.08
523.55	0.41	12.08
523.57	0.33	12.08
523.60	-0.03	12.09
523.62	0.18	12.09
523.65	0.43	12.07
523.68	0.23	12.08
523.70	-0.10	12.09
523.73	0.43	12.07
523.76	0.44	12.08
523.78	0.02	12.08
523.81	0.15	12.08
523.84	0.45	12.08
523.86	0.26	12.08
523.89	0.20	12.08
523.91	0.00	12.08
523.94	0.45	12.08
523.97	0.24	12.08
523.99	-0.03	12.08
524.02	0.27	12.09
524.05	0.52	12.09
524.07	0.00	12.08
524.10	0.19	12.08
524.13	0.31	12.08
524.15	0.31	12.08
524.18	0.47	12.08
524.20	-0.11	12.08
524.23	0.21	12.08
524.26	0.58	12.09
524.28	0.24	12.08
524.31	0.06	12.08
524.34	0.22	12.08
524.36	0.36	12.08
524.39	0.33	12.08
524.41	-0.01	12.08
524.44	0.16	12.09
524.47	0.49	12.08
524.49	0.09	12.08
524.52	-0.10	12.09
524.55	0.46	12.08
524.57	0.46	12.08
524.60	-0.05	12.08
524.63	0.18	12.08
524.65	0.38	12.08
524.68	0.37	12.09
524.70	0.00	12.08
524.73	-0.01	12.08
524.76	0.41	12.08
524.78	0.43	12.08
524.81	-0.19	12.07
524.84	0.13	12.08
524.86	0.47	12.09
524.89	0.13	12.08
524.92	-0.04	12.07
524.94	0.27	12.08
524.97	0.33	12.08
524.99	0.29	12.08
525.02	-0.04	12.07
525.05	0.09	12.08
525.07	0.50	12.09
525.10	0.19	12.08
525.13	-0.12	12.08
525.15	0.22	12.08
525.18	0.38	12.08
525.20	0.16	12.08
525.23	0.09	12.08
525.26	0.10	12.08
525.28	0.49	12.08
525.31	0.09	12.08
525.34	-0.12	12.08
525.36	0.36	12.08
525.39	0.51	12.08
525.42	-0.19	12.07
525.44	0.05	12.08
525.47	0.51	12.08
525.49	0.26	12.08
525.52	0.01	12.08
525.55	0.02	12.08
525.57	0.36	12.08
525.60	0.29	12.09
525.63	-0.10	12.08
525.65	0.17	12.09
525.68	0.57	12.08
525.71	0.00	12.08
525.73	-0.04	12.08
525.76	0.20	12.08
525.78	0.36	12.08
525.81	0.13	12.08
525.84	0.03	12.08
525.86	0.07	12.08
525.89	0.39	12.08
525.92	0.18	12.08
525.94	-0.05	12.08
525.97	0.14	12.08
525.99	0.25	12.08
526.02	0.32	12.08
526.05	-0.05	12.08
526.07	0.10	12.08
526.10	0.46	12.08
526.13	0.13	12.08
526.15	-0.32	12.08
526.18	0.28	12.07
526.21	0.44	12.08
526.23	0.05	12.08
526.26	-0.25	12.09
526.28	0.35	12.08
526.31	0.43	12.08
526.34	-0.07	12.08
526.36	0.01	12.08
526.39	0.60	12.08
526.42	0.25	12.08
526.44	-0.26	12.08
526.47	0.37	12.08
526.50	0.46	12.08
526.52	-0.10	12.08
526.55	-0.06	12.08
526.57	0.36	12.08
526.60	0.36	12.08
526.63	0.02	12.08
526.65	-0.07	12.08
526.68	0.36	12.08
526.71	0.36	12.09
526.73	0.06	12.08
526.76	0.08	12.08
526.78	0.24	12.08
526.81	0.36	12.08
526.84	0.09	12.08
526.86	-0.02	12.08
526.89	0.28	12.09
526.92	0.39	12.08
526.94	-0.10	12.08
526.97	-0.03	12.08
527.00	0.27	12.08
527.02	0.54	12.08
527.05	-0.15	12.07
527.07	0.02	12.08
527.10	0.38	12.08
527.13	0.48	12.08
527.15	-0.02	12.08
527.18	-0.14	12.09
527.21	0.53	12.08
527.23	0.27	12.08
527.26	-0.23	12.08
527.29	0.23	12.08
527.31	0.33	12.08
527.34	0.08	12.08
527.36	-0.14	12.08
527.39	0.18	12.08
527.42	0.42	12.07
527.44	0.16	12.08
527.47	0.01	12.08
527.50	0.34	12.08
527.52	0.36	12.08
527.55	0.14	12.08
527.57	0.06	12.08
527.60	0.24	12.08
527.63	0.29	12.08
527.65	0.04	12.08
527.68	0.16	12.08
527.71	0.12	12.08
527.73	0.26	12.08
527.76	0.07	12.08
527.79	0.03	12.08
527.81	0.26	12.08
527.84	0.33	12.08
527.86	0.03	12.08
527.89	0.12	12.08
527.92	0.33	12.08
527.94	0.40	12.09
527.97	-0.02	12.08
528.00	0.09	12.08
528.02	0.41	12.08
528.05	0.27	12.08
528.08	-0.17	12.09
528.10	0.18	12.09
528.13	0.56	12.09
528.15	-0.04	12.09
528.18	0.01	12.08
528.21	0.20	12.08
528.23	0.32	12.08
528.26	0.14	12.08
528.29	-0.02	12.08
528.31	0.37	12.08
528.34	0.37	12.08
528.36	0.06	12.08
528.39	0.08	12.08
528.42	0.38	12.08
528.44	0.13	12.08
528.47	0.05	12.08
528.50	0.24	12.08
528.52	0.20	12.08
528.55	0.24	12.09
528.58	0.07	12.08
528.60	-0.00	12.08
528.63	0.36	12.07
528.65	0.27	12.08
528.68	0.06	12.07
528.71	0.06	12.08
528.73	0.41	12.09
528.76	0.33	12.08
528.79	0.07	12.08
528.81	-0.00	12.08
528.84	0.42	12.08
528.87	0.45	12.08
528.89	-0.16	12.09
528.92	0.28	12.09
528.94	0.38	12.08
528.97	0.17	12.08
529.00	-0.05	12.09
529.02	0.27	12.08
529.05	0.40	12.08
529.08	0.12	12.08
529.10	0.05	12.08
529.13	0.27	12.08
529.15	0.41	12.08
529.18	0.02	12.08
529.21	0.22	12.08
529.23	0.36	12.08
529.26	0.20	12.08
529.29	0.12	12.08
529.31	0.23	12.08
529.34	0.21	12.09
529.37	0.30	12.08
529.39	0.07	12.08
529.42	0.15	12.08
529.44	0.28	12.09
529.47	0.34	12.08
529.50	0.13	12.07
529.52	0.10	12.08
529.55	0.25	12.08
529.58	0.42	12.08
529.60	0.25	12.08
529.63	-0.13	12.08
529.66	0.50	12.09
529.68	0.41	12.08
529.71	0.00	12.08
529.73	-0.04	12.09
529.76	0.60	12.08
529.79	0.19	12.08
529.81	-0.13	12.08
529.84	0.13	12.08
529.87	0.44	12.08
529.89	0.15	12.08
529.92	-0.14	12.08
529.94	0.14	12.08
529.97	0.49	12.08
530.00	0.31	12.08
530.02	-0.14	12.08
530.05	0.28	12.07
530.08	0.51	12.08
530.10	0.16	12.08
530.13	-0.08	12.08
530.16	0.38	12.08
530.18	0.28	12.09
530.21	0.07	12.08
530.23	-0.09	12.08
530.26	0.29	12.08
530.29	0.41	12.08
530.31	0.05	12.08
530.34	-0.05	12.07
530.37	0.27	12.09
530.39	0.61	12.08
530.42	0.02	12.08
530.45	0.10	12.08
530.47	0.30	12.09
530.50	0.36	12.08
530.52	0.13	12.08
530.55	-0.09	12.08
530.58	0.35	12.09
530.60	0.41	12.08
530.63	-0.07	12.09
530.66	0.05	12.08
530.68	0.47	12.07
530.71	0.13	12.08
530.73	0.03	12.08
530.76	0.26	12.08
530.79	0.31	12.08
530.81	0.21	12.09
530.84	0.05	12.08
530.87	0.21	12.08
530.89	0.35	12.07
530.92	0.07	12.08
530.95	-0.02	12.08
530.97	0.33	12.08
531.00	0.24	12.08
531.02	0.06	12.08
531.05	0.09	12.08
531.08	0.17	12.08
531.10	0.30	12.08
531.13	0.22	12.08
531.16	0.00	12.07
531.18	0.24	12.08
531.21	0.35	12.09
531.24	0.12	12.08
531.26	0.10	12.08
531.29	0.19	12.09
531.31	0.37	12.07
531.34	0.07	12.08
531.37	-0.00	12.08
531.39	0.38	12.08
531.42	0.22	12.07
531.45	-0.01	12.08
531.47	0.17	12.09
531.50	0.38	12.08
531.52	0.22	12.08
531.55	0.03	12.08
531.58	0.13	12.08
531.60	0.52	12.08
531.63	0.07	12.08
531.66	0.01	12.08
531.68	0.37	12.08
531.71	0.46	12.08
531.74	0.01	12.08
531.76	0.07	12.08
531.79	0.31	12.08
531.81	0.34	12.08
531.84	-0.03	12.08
531.87	0.17	12.08
531.89	0.24	12.08
531.92	0.28	12.08
531.95	0.17	12.08
531.97	-0.01	12.08
532.00	0.29	12.08
532.03	0.44	12.09
532.05	0.10	12.08
532.08	0.02	12.08
532.10	0.38	12.08
532.13	0.30	12.08
532.16	0.18	12.08
532.18	-0.11	12.09
532.21	0.39	12.08
532.24	0.41	12.08
532.26	-0.07	12.08
532.29	-0.07	12.09
532.31	0.62	12.08
532.34	0.09	12.08
532.37	-0.11	12.08
532.39	0.27	12.08
532.42	0.42	12.08
532.45	0.31	12.08
532.47	-0.16	12.08
532.50	0.28	12.08
532.53	0.53	12.08
532.55	0.01	12.08
532.58	-0.09	12.08
532.60	0.56	12.08
532.63	0.19	12.08
532.66	-0.08	12.08
532.68	0.27	12.09
532.71	0.24	12.08
532.74	0.20	12.08
532.76	0.24	12.08
532.79	0.03	12.08
532.82	0.36	12.08
532.84	0.22	12.08
532.87	0.12	12.08
532.89	0.28	12.09
532.92	0.18	12.09
532.95	0.26	12.08
532.97	0.24	12.08
533.00	0.09	12.08
533.03	0.28	12.08
533.05	0.28	12.08
533.08	-0.01	12.08
533.10	0.17	12.09
533.13	0.32	12.08
533.16	0.24	12.08
533.18	0.04	12.08
533.21	0.15	12.08
533.24	0.44	12.08
533.26	0.30	12.07
533.29	-0.15	12.08
533.32	0.28	12.08
533.34	0.49	12.08
533.37	0.02	12.08
533.39	-0.15	12.07
533.42	0.45	12.08
533.45	0.28	12.09
533.47	0.02	12.08
533.50	0.09	12.08
533.53	0.32	12.08
533.55	0.34	12.08
533.58	0.10	12.08
533.61	0.12	12.07
533.63	0.41	12.08
533.66	0.27	12.08
533.68	0.07	12.08
533.71	0.33	12.08
533.74	0.09	12.08
533.76	0.27	12.08
533.79	0.18	12.08
533.82	0.12	12.08
533.84	0.21	12.08
533.87	0.34	12.08
533.89	0.07	12.07
533.92	0.20	12.08
533.95	0.31	12.07
533.97	0.25	12.08
534.00	0.00	12.08
534.03	0.20	12.08
534.05	0.35	12.08
534.08	0.25	12.08
534.11	-0.12	12.08
534.13	0.23	12.08
534.16	0.68	12.07
534.18	-0.06	12.08
534.21	-0.01	12.08
534.24	0.41	12.09
534.26	0.29	12.07
534.29	0.02	12.08
534.32	0.13	12.08
534.34	0.40	12.08
534.37	0.28	12.08
534.40	0.05	12.08
534.42	0.11	12.08
534.45	0.51	12.08
534.47	0.04	12.08
534.50	0.06	12.08
534.53	0.26	12.08
534.55	0.31	12.07
534.58	0.16	12.08
534.61	0.11	12.08
534.63	0.14	12.08
534.66	0.26	12.08
534.68	0.21	12.07
534.71	0.16	12.08
534.74	0.15	12.08
534.76	0.40	12.08
534.79	0.25	12.08
534.82	0.12	12.08
534.84	0.22	12.08
534.87	0.33	12.08
534.90	0.37	12.08
534.92	-0.17	12.08
534.95	0.35	12.09
534.97	0.46	12.08
535.00	-0.07	12.07
535.03	-0.02	12.08
535.05	0.41	12.09
535.08	0.32	12.08
535.11	-0.02	12.08
535.13	0.10	12.08
535.16	0.38	12.08
535.19	0.36	12.08
535.21	0.04	12.08
535.24	0.23	12.07
535.26	0.37	12.07
535.29	0.27	12.08
535.32	-0.02	12.08
535.34	0.29	12.08
535.37	0.23	12.07
535.40	0.13	12.08
535.42	0.20	12.08
535.45	0.19	12.08
535.47	0.20	12.08
535.50	0.29	12.08
535.53	0.13	12.08
535.55	0.14	12.08
535.58	0.38	12.08
535.61	0.30	12.07
535.63	0.18	12.08
535.66	0.04	12.08
535.69	0.47	12.08
535.71	0.30	12.09
535.74	0.00	12.08
535.76	0.02	12.08
535.79	0.48	12.08
535.82	0.27	12.08
535.84	-0.04	12.08
535.87	0.28	12.09
535.90	0.43	12.08
535.92	0.29	12.08
535.95	0.08	12.08
535.97	0.16	12.08
536.00	0.55	12.08
536.03	0.17	12.09
536.05	-0.07	12.08
536.08	0.49	12.08
536.11	0.36	12.08
536.13	0.00	12.08
536.16	0.22	12.08
536.19	0.39	12.08
536.21	0.27	12.09
536.24	0.20	12.08
536.26	0.08	12.08
536.29	0.41	12.09
536.32	0.40	12.09
536.34	0.01	12.08
536.37	0.20	12.08
536.40	0.34	12.08
536.42	0.37	12.08
536.45	0.11	12.08
536.48	0.10	12.08
536.50	0.30	12.08
536.53	0.61	12.09
536.55	-0.07	12.08
536.58	0.10	12.08
536.61	0.53	12.08
536.63	0.33	12.08
536.66	0.12	12.08
536.69	0.08	12.08
536.71	0.46	12.08
536.74	0.40	12.08
536.76	-0.04	12.08
536.79	0.17	12.09
536.82	0.63	12.08
536.84	0.16	12.09
536.87	0.07	12.08
536.90	0.36	12.08
536.92	0.34	12.08
536.95	0.14	12.08
536.98	0.18	12.08
537.00	0.20	12.08
537.03	0.38	12.08
537.05	0.20	12.08
537.08	0.03	12.08
537.11	0.39	12.08
537.13	0.30	12.09
537.16	0.14	12.08
537.19	0.18	12.08
537.21	0.29	12.08
537.24	0.35	12.08
537.27	0.33	12.08
537.29	-0.09	12.08
537.32	0.29	12.08
537.34	0.62	12.09
537.37	-0.09	12.08
537.40	0.14	12.08
537.42	0.39	12.08
537.45	0.32	12.08
537.48	0.20	12.07
537.50	-0.10	12.08
537.53	0.43	12.08
537.55	0.57	12.08
537.58	-0.16	12.08
537.61	0.06	12.08
537.63	0.56	12.08
537.66	0.13	12.08
537.69	0.06	12.07
537.71	0.36	12.08
537.74	0.27	12.08
537.77	0.23	12.08
537.79	0.09	12.08
537.82	0.08	12.08
537.84	0.60	12.08
537.87	0.03	12.08
537.90	0.22	12.07
537.92	0.48	12.08
537.95	0.12	12.08
537.98	0.15	12.08
538.00	0.19	12.08
538.03	0.09	12.08
538.06	0.37	12.08
538.08	0.25	12.08
538.11	-0.12	12.08
538.13	0.40	12.08
538.16	0.34	12.08
538.19	0.10	12.08
538.21	0.03	12.08
538.24	0.16	12.08
538.27	0.54	12.08
538.29	0.20	12.08
538.32	-0.23	12.09
538.34	0.54	12.08
538.37	0.43	12.08
538.40	-0.23	12.08
538.42	0.20	12.08
538.45	0.43	12.08
538.48	0.21	12.08
538.50	0.02	12.08
538.53	0.20	12.08
538.56	0.29	12.08
538.58	0.30	12.08
538.61	-0.06	12.09
538.63	0.30	12.08
538.66	0.44	12.08
538.69	0.06	12.08
538.71	0.22	12.08
538.74	0.35	12.09
538.77	0.26	12.08
538.79	0.12	12.08
538.82	0.15	12.08
538.85	0.20	12.08
538.87	0.39	12.08
538.90	0.04	12.08
538.92	0.08	12.08
538.95	0.30	12.08
538.98	0.29	12.08
539.00	0.23	12.07
539.03	0.11	12.08
539.06	0.37	12.09
539.08	0.49	12.08
539.11	0.06	12.08
539.13	-0.00	12.08
539.16	0.53	12.08
539.19	0.31	12.08
539.21	-0.02	12.08
539.24	-0.02	12.08
539.27	0.54	12.08
539.29	0.21	12.07
539.32	0.03	12.08
539.35	0.15	12.08
539.37	0.60	12.08
539.40	0.13	12.08
539.42	0.00	12.08
539.45	0.43	12.08
539.48	0.44	12.08
539.50	0.02	12.08
539.53	0.08	12.08
539.56	0.46	12.08
539.58	0.20	12.09
539.61	0.08	12.08
539.64	0.17	12.08
539.66	0.34	12.08
539.69	0.30	12.08
539.71	0.17	12.08
539.74	0.22	12.07
539.77	0.27	12.08
539.79	0.36	12.09
539.82	0.16	12.08
539.85	0.24	12.08
539.87	0.25	12.08
539.90	0.37	12.07
539.92	0.11	12.08
539.95	0.21	12.09
539.98	0.32	12.08
540.00	0.41	12.08
540.03	0.01	12.08
540.06	0.27	12.08
540.08	0.46	12.08
540.11	0.30	12.07
540.14	0.11	12.08
540.16	0.24	12.08
540.19	0.66	12.07
540.21	0.18	12.08
540.24	0.05	12.08
540.27	0.31	12.08
